move_index,action_id,channel,feasible,violation_count,violation_magnitudes,total_cost_cny,penalized_cost_cny,improves_current_penalized
281,relocate:CV_D_beijing_1#T2:C037->CV_D_beijing_1#T1@7,multi_trip,False,1,280.0,1965.7076094767021,29965.707609476704,False
294,relocate:CV_D_beijing_1#T2:C037->CV_D_beijing_2#T2@5,relocate,False,1,1.0,1959.0810934963658,2059.0810934963656,True
301,relocate:CV_D_beijing_1#T2:C037->CV_D_beijing_3#T1@6,relocate,False,1,348.0,1975.143514484521,36775.14351448452,False
309,relocate:CV_D_beijing_1#T2:C037->CV_D_beijing_4#T1@7,relocate,False,1,279.0,1963.1671137220958,29863.167113722095,False
315,relocate:CV_D_beijing_1#T2:C037->EV_D_beijing_1#T1@5,mixed_fleet,False,1,384.0,1957.3441504124146,40357.34415041241,False
332,relocate:CV_D_beijing_2#T1:C022->CV_D_beijing_3#T1@0,relocate,False,1,209.0,2075.974122526039,22975.97412252604,False
333,relocate:CV_D_beijing_2#T1:C022->CV_D_beijing_3#T1@1,relocate,False,1,209.0,2060.7119721613894,22960.71197216139,False
339,relocate:CV_D_beijing_2#T1:C022->CV_D_beijing_4#T1@0,relocate,False,1,140.0,2075.9391573069906,16075.939157306992,False
347,relocate:CV_D_beijing_2#T1:C022->EV_D_beijing_1#T1@0,mixed_fleet,False,1,245.0,2060.766278736272,26560.76627873627,False
372,relocate:CV_D_beijing_2#T1:C031->CV_D_beijing_3#T1@0,relocate,False,1,139.0,2077.3417798551804,15977.34177985518,False
373,relocate:CV_D_beijing_2#T1:C031->CV_D_beijing_3#T1@1,relocate,False,1,139.0,2060.726446366169,15960.726446366169,False
379,relocate:CV_D_beijing_2#T1:C031->CV_D_beijing_4#T1@0,relocate,False,1,70.0,2077.286594940556,9077.286594940557,False
387,relocate:CV_D_beijing_2#T1:C031->EV_D_beijing_1#T1@0,mixed_fleet,False,1,175.0,2053.537646307206,19553.537646307206,False
412,relocate:CV_D_beijing_2#T1:C036->CV_D_beijing_3#T1@0,relocate,False,1,209.0,2074.561046181434,22974.561046181436,False
413,relocate:CV_D_beijing_2#T1:C036->CV_D_beijing_3#T1@1,relocate,False,1,209.0,2059.62483706951,22959.62483706951,False
419,relocate:CV_D_beijing_2#T1:C036->CV_D_beijing_4#T1@0,relocate,False,1,140.0,2074.5252087270055,16074.525208727006,False
427,relocate:CV_D_beijing_2#T1:C036->EV_D_beijing_1#T1@0,mixed_fleet,False,1,245.0,2059.375381586284,26559.375381586284,False
453,relocate:CV_D_beijing_2#T1:C030->CV_D_beijing_3#T1@1,relocate,False,1,139.0,2063.069915271177,15963.069915271177,False
459,relocate:CV_D_beijing_2#T1:C030->CV_D_beijing_4#T1@0,relocate,False,1,70.0,2083.442902087418,9083.442902087418,False
467,relocate:CV_D_beijing_2#T1:C030->EV_D_beijing_1#T1@0,mixed_fleet,False,1,175.0,2063.006882063104,19563.006882063106,False
493,relocate:CV_D_beijing_2#T1:C010->CV_D_beijing_3#T1@1,relocate,False,1,209.0,2068.8032349574637,22968.803234957464,False
499,relocate:CV_D_beijing_2#T1:C010->CV_D_beijing_4#T1@0,relocate,False,1,140.0,2080.2136519858104,16080.21365198581,False
507,relocate:CV_D_beijing_2#T1:C010->EV_D_beijing_1#T1@0,mixed_fleet,False,1,245.0,2072.176767644096,26572.176767644094,False
539,relocate:CV_D_beijing_2#T1:C027->CV_D_beijing_4#T1@0,relocate,False,1,279.0,2085.1130172029616,29985.113017202963,False
547,relocate:CV_D_beijing_2#T1:C027->EV_D_beijing_1#T1@0,mixed_fleet,False,1,384.0,2065.8557789567944,40465.85577895679,False
563,relocate:CV_D_beijing_2#T2:C011->CV_D_beijing_1#T1@7,relocate,False,1,280.0,2074.3206590845384,30074.320659084537,False
564,relocate:CV_D_beijing_2#T2:C011->CV_D_beijing_1#T2@0,relocate,True,0,,2065.708173289465,2065.708173289465,True
579,relocate:CV_D_beijing_2#T2:C011->CV_D_beijing_3#T1@6,relocate,False,1,348.0,2082.7631069473728,36882.76310694737,False
587,relocate:CV_D_beijing_2#T2:C011->CV_D_beijing_4#T1@7,relocate,False,1,279.0,2071.2195672507996,29971.2195672508,False
593,relocate:CV_D_beijing_2#T2:C011->EV_D_beijing_1#T1@5,mixed_fleet,False,1,384.0,2064.0881771828344,40464.088177182835,False
604,relocate:CV_D_beijing_2#T2:C026->CV_D_beijing_1#T1@7,relocate,False,1,141.0,2079.670566813656,16179.670566813656,False
605,relocate:CV_D_beijing_2#T2:C026->CV_D_beijing_1#T2@0,relocate,True,0,,2076.2821775347124,2076.2821775347124,False
620,relocate:CV_D_beijing_2#T2:C026->CV_D_beijing_3#T1@6,relocate,False,1,209.0,2080.8974867944025,22980.8974867944,False
628,relocate:CV_D_beijing_2#T2:C026->CV_D_beijing_4#T1@7,relocate,False,1,140.0,2069.7480509333245,16069.748050933325,False
633,relocate:CV_D_beijing_2#T2:C026->EV_D_beijing_1#T1@4,mixed_fleet,False,1,245.0,2064.792108921586,26564.792108921585,False
634,relocate:CV_D_beijing_2#T2:C026->EV_D_beijing_1#T1@5,mixed_fleet,False,1,245.0,2069.0005769407385,26569.00057694074,False
645,relocate:CV_D_beijing_2#T2:C018->CV_D_beijing_1#T1@7,relocate,False,1,71.0,2076.788027879006,9176.788027879007,False
646,relocate:CV_D_beijing_2#T2:C018->CV_D_beijing_1#T2@0,relocate,True,0,,2076.646780363812,2076.646780363812,False
661,relocate:CV_D_beijing_2#T2:C018->CV_D_beijing_3#T1@6,relocate,False,1,139.0,2074.2021840925067,15974.202184092506,False
669,relocate:CV_D_beijing_2#T2:C018->CV_D_beijing_4#T1@7,relocate,False,1,70.0,2071.5609682129552,9071.560968212954,False
674,relocate:CV_D_beijing_2#T2:C018->EV_D_beijing_1#T1@4,mixed_fleet,False,1,175.0,2074.420632930892,19574.42063293089,False
675,relocate:CV_D_beijing_2#T2:C018->EV_D_beijing_1#T1@5,mixed_fleet,False,1,175.0,2071.2138542570156,19571.213854257017,False
687,relocate:CV_D_beijing_2#T2:C020->CV_D_beijing_1#T2@0,relocate,True,0,,2071.994801610056,2071.994801610056,True
702,relocate:CV_D_beijing_2#T2:C020->CV_D_beijing_3#T1@6,relocate,False,1,139.0,2066.0563224895363,15966.056322489536,False
710,relocate:CV_D_beijing_2#T2:C020->CV_D_beijing_4#T1@7,relocate,False,1,70.0,2066.361575114964,9066.361575114965,False
716,relocate:CV_D_beijing_2#T2:C020->EV_D_beijing_1#T1@5,mixed_fleet,False,1,175.0,2067.237085605497,19567.2370856055,False
728,relocate:CV_D_beijing_2#T2:C016->CV_D_beijing_1#T2@0,relocate,True,0,,2060.3769108529355,2060.3769108529355,True
743,relocate:CV_D_beijing_2#T2:C016->CV_D_beijing_3#T1@6,relocate,False,1,139.0,2068.073326875235,15968.073326875236,False
751,relocate:CV_D_beijing_2#T2:C016->CV_D_beijing_4#T1@7,relocate,False,1,70.0,2041.3739800244214,9041.373980024422,False
757,relocate:CV_D_beijing_2#T2:C016->EV_D_beijing_1#T1@5,mixed_fleet,False,1,175.0,2028.5972198232055,19528.597219823205,False
784,relocate:CV_D_beijing_3#T1:C033->CV_D_beijing_4#T1@0,relocate,False,1,140.0,2050.4293236037934,16050.429323603794,False
792,relocate:CV_D_beijing_3#T1:C033->EV_D_beijing_1#T1@0,mixed_fleet,False,1,245.0,2055.298313034106,26555.298313034105,False
823,relocate:CV_D_beijing_3#T1:C024->CV_D_beijing_4#T1@0,relocate,False,1,1.0,2060.069600021779,2160.069600021779,False
831,relocate:CV_D_beijing_3#T1:C024->EV_D_beijing_1#T1@0,mixed_fleet,False,1,106.0,2031.2456220443066,12631.245622044307,False
846,relocate:CV_D_beijing_3#T1:C028->CV_D_beijing_1#T1@7,relocate,False,1,210.0,2054.9886062900196,23054.98860629002,False
855,relocate:CV_D_beijing_3#T1:C028->CV_D_beijing_2#T1@6,relocate,False,1,279.0,2047.6475495381908,29947.64754953819,False
862,relocate:CV_D_beijing_3#T1:C028->CV_D_beijing_4#T1@0,relocate,False,1,209.0,2045.5842582924422,22945.58425829244,False
870,relocate:CV_D_beijing_3#T1:C028->EV_D_beijing_1#T1@0,mixed_fleet,False,1,314.0,2036.939879934391,33436.93987993439,False
885,relocate:CV_D_beijing_3#T1:C001->CV_D_beijing_1#T1@7,relocate,False,1,210.0,2070.583731772344,23070.583731772345,False
894,relocate:CV_D_beijing_3#T1:C001->CV_D_beijing_2#T1@6,relocate,False,1,279.0,2063.45496208638,29963.45496208638,False
909,relocate:CV_D_beijing_3#T1:C001->EV_D_beijing_1#T1@0,mixed_fleet,False,1,314.0,2057.4779227718095,33457.47792277181,False
924,relocate:CV_D_beijing_3#T1:C023->CV_D_beijing_1#T1@7,relocate,False,1,210.0,2062.6579624997303,23062.657962499732,False
933,relocate:CV_D_beijing_3#T1:C023->CV_D_beijing_2#T1@6,relocate,False,1,279.0,2059.9369770650255,29959.936977065026,False
948,relocate:CV_D_beijing_3#T1:C023->EV_D_beijing_1#T1@0,mixed_fleet,False,1,314.0,2057.663016219639,33457.66301621964,False
963,relocate:CV_D_beijing_3#T1:C032->CV_D_beijing_1#T1@7,relocate,False,1,71.0,2072.0448772862546,9172.044877286255,False
972,relocate:CV_D_beijing_3#T1:C032->CV_D_beijing_2#T1@6,relocate,False,1,140.0,2063.632502265149,16063.632502265149,False
1002,relocate:CV_D_beijing_4#T1:C019->CV_D_beijing_1#T1@7,relocate,False,1,210.0,2093.4412854571992,23093.4412854572,False
1011,relocate:CV_D_beijing_4#T1:C019->CV_D_beijing_2#T1@6,relocate,False,1,279.0,2087.68537763017,29987.68537763017,False
1040,relocate:CV_D_beijing_4#T1:C005->CV_D_beijing_1#T1@7,relocate,False,1,71.0,2094.9218295868895,9194.921829586889,False
1049,relocate:CV_D_beijing_4#T1:C005->CV_D_beijing_2#T1@6,relocate,False,1,140.0,2087.4950344635117,16087.49503446351,False
1063,relocate:CV_D_beijing_4#T1:C005->EV_D_beijing_1#T1@0,mixed_fleet,False,1,175.0,2079.85597896834,19579.85597896834,False
1078,relocate:CV_D_beijing_4#T1:C004->CV_D_beijing_1#T1@7,relocate,False,1,210.0,2080.6940506579003,23080.6940506579,False
1087,relocate:CV_D_beijing_4#T1:C004->CV_D_beijing_2#T1@6,relocate,False,1,279.0,2073.5708605527957,29973.570860552794,False
1101,relocate:CV_D_beijing_4#T1:C004->EV_D_beijing_1#T1@0,mixed_fleet,False,1,314.0,2073.721646063697,33473.7216460637,False
1116,relocate:CV_D_beijing_4#T1:C029->CV_D_beijing_1#T1@7,relocate,False,1,2.0,2075.8901495124437,2275.8901495124437,False
1117,relocate:CV_D_beijing_4#T1:C029->CV_D_beijing_1#T2@0,relocate,True,0,,2074.2921278742747,2074.2921278742747,False
1125,relocate:CV_D_beijing_4#T1:C029->CV_D_beijing_2#T1@6,relocate,False,1,71.0,2066.3034485460716,9166.303448546072,False
1126,relocate:CV_D_beijing_4#T1:C029->CV_D_beijing_2#T2@0,relocate,True,0,,2071.760584768046,2071.760584768046,True
1138,relocate:CV_D_beijing_4#T1:C029->CV_D_beijing_3#T1@6,relocate,False,1,70.0,2066.6361122952558,9066.636112295255,False
1140,relocate:CV_D_beijing_4#T1:C029->EV_D_beijing_1#T1@1,mixed_fleet,False,1,106.0,2060.2196874737992,12660.2196874738,False
1141,relocate:CV_D_beijing_4#T1:C029->EV_D_beijing_1#T1@2,mixed_fleet,False,1,106.0,2059.53030034549,12659.53030034549,False
1154,relocate:CV_D_beijing_4#T1:C009->CV_D_beijing_1#T1@7,relocate,False,1,2.0,2062.6836925084363,2262.6836925084363,False
1155,relocate:CV_D_beijing_4#T1:C009->CV_D_beijing_1#T2@0,relocate,True,0,,2063.474569154915,2063.474569154915,True
1163,relocate:CV_D_beijing_4#T1:C009->CV_D_beijing_2#T1@6,relocate,False,1,71.0,2058.3179910772296,9158.31799107723,False
1164,relocate:CV_D_beijing_4#T1:C009->CV_D_beijing_2#T2@0,relocate,True,0,,2061.6154611504494,2061.6154611504494,True
1176,relocate:CV_D_beijing_4#T1:C009->CV_D_beijing_3#T1@6,relocate,False,1,70.0,2060.949162348891,9060.94916234889,False
1179,relocate:CV_D_beijing_4#T1:C009->EV_D_beijing_1#T1@2,mixed_fleet,False,1,106.0,2059.5987362434107,12659.59873624341,False
1180,relocate:CV_D_beijing_4#T1:C009->EV_D_beijing_1#T1@3,mixed_fleet,False,1,106.0,2062.723840652898,12662.723840652898,False
1192,relocate:CV_D_beijing_4#T1:C006->CV_D_beijing_1#T1@7,relocate,False,1,2.0,2088.0554662761115,2288.0554662761115,False
1193,relocate:CV_D_beijing_4#T1:C006->CV_D_beijing_1#T2@0,relocate,True,0,,2089.960125755898,2089.960125755898,False
1201,relocate:CV_D_beijing_4#T1:C006->CV_D_beijing_2#T1@6,relocate,False,1,71.0,2078.4687653097394,9178.468765309739,False
1202,relocate:CV_D_beijing_4#T1:C006->CV_D_beijing_2#T2@0,relocate,True,0,,2087.5607071875993,2087.5607071875993,False
1214,relocate:CV_D_beijing_4#T1:C006->CV_D_beijing_3#T1@6,relocate,False,1,70.0,2081.588717432074,9081.588717432074,False
1218,relocate:CV_D_beijing_4#T1:C006->EV_D_beijing_1#T1@3,mixed_fleet,False,1,106.0,2073.8541656733896,12673.85416567339,False
1230,relocate:CV_D_beijing_4#T1:C003->CV_D_beijing_1#T1@7,relocate,False,1,141.0,2083.405304991681,16183.40530499168,False
1231,relocate:CV_D_beijing_4#T1:C003->CV_D_beijing_1#T2@0,relocate,True,0,,2084.347126500051,2084.347126500051,False
1240,relocate:CV_D_beijing_4#T1:C003->CV_D_beijing_2#T2@0,relocate,True,0,,2082.7280078542744,2082.7280078542744,False
1252,relocate:CV_D_beijing_4#T1:C003->CV_D_beijing_3#T1@6,relocate,False,1,209.0,2081.9150337855704,22981.91503378557,False
1256,relocate:CV_D_beijing_4#T1:C003->EV_D_beijing_1#T1@3,mixed_fleet,False,1,245.0,2056.989204837981,26556.98920483798,False
1268,relocate:EV_D_beijing_1#T1:C002->CV_D_beijing_1#T1@7,mixed_fleet,False,1,210.0,2077.6461262427374,23077.646126242736,False
1277,relocate:EV_D_beijing_1#T1:C002->CV_D_beijing_2#T1@6,mixed_fleet,False,1,279.0,2066.541380478812,29966.54138047881,False
1308,relocate:EV_D_beijing_1#T1:C021->CV_D_beijing_1#T1@7,mixed_fleet,False,1,210.0,2055.8074187438533,23055.807418743854,False
1317,relocate:EV_D_beijing_1#T1:C021->CV_D_beijing_2#T1@6,mixed_fleet,False,1,279.0,2055.6308161457573,29955.630816145756,False
1348,relocate:EV_D_beijing_1#T1:C012->CV_D_beijing_1#T1@7,mixed_fleet,False,1,280.0,2078.4356436994567,30078.435643699457,False
1349,relocate:EV_D_beijing_1#T1:C012->CV_D_beijing_1#T2@0,mixed_fleet,True,0,,2079.435597513779,2079.435597513779,False
1357,relocate:EV_D_beijing_1#T1:C012->CV_D_beijing_2#T1@6,mixed_fleet,False,1,349.0,2067.267053939657,36967.26705393966,False
1358,relocate:EV_D_beijing_1#T1:C012->CV_D_beijing_2#T2@0,mixed_fleet,False,1,1.0,2077.627535857907,2177.627535857907,False
1370,relocate:EV_D_beijing_1#T1:C012->CV_D_beijing_3#T1@6,mixed_fleet,False,1,348.0,2077.002557963813,36877.00255796382,False
1388,relocate:EV_D_beijing_1#T1:C013->CV_D_beijing_1#T1@7,mixed_fleet,False,1,2.0,2075.7848011428146,2275.7848011428146,False
1389,relocate:EV_D_beijing_1#T1:C013->CV_D_beijing_1#T2@0,mixed_fleet,True,0,,2062.6555463376344,2062.6555463376344,True
1397,relocate:EV_D_beijing_1#T1:C013->CV_D_beijing_2#T1@6,mixed_fleet,False,1,71.0,2068.4115039762664,9168.411503976266,False
1398,relocate:EV_D_beijing_1#T1:C013->CV_D_beijing_2#T2@0,mixed_fleet,True,0,,2058.038375727542,2058.038375727542,True
1410,relocate:EV_D_beijing_1#T1:C013->CV_D_beijing_3#T1@6,mixed_fleet,False,1,70.0,2084.320115683774,9084.320115683775,False
1428,relocate:EV_D_beijing_1#T1:C007->CV_D_beijing_1#T1@7,mixed_fleet,False,1,280.0,2074.587277695721,30074.587277695722,False
1429,relocate:EV_D_beijing_1#T1:C007->CV_D_beijing_1#T2@0,mixed_fleet,True,0,,2074.5175688348177,2074.5175688348177,False
1438,relocate:EV_D_beijing_1#T1:C007->CV_D_beijing_2#T2@0,mixed_fleet,False,1,1.0,2072.901349647121,2172.901349647121,False
1450,relocate:EV_D_beijing_1#T1:C007->CV_D_beijing_3#T1@6,mixed_fleet,False,1,348.0,2074.6298654768084,36874.62986547681,False
1458,relocate:EV_D_beijing_1#T1:C007->CV_D_beijing_4#T1@7,mixed_fleet,False,1,279.0,2062.8294489665477,29962.82944896655,False
1469,swap:CV_D_beijing_1#T1:C014<->CV_D_beijing_2#T1:C031,relocate,True,0,,2054.170784590037,2054.170784590037,True
1481,swap:CV_D_beijing_1#T1:C035<->CV_D_beijing_2#T1:C031,relocate,True,0,,2062.9845862887864,2062.9845862887864,True
1488,swap:CV_D_beijing_1#T1:C017<->CV_D_beijing_2#T1:C036,relocate,True,0,,2066.1903774757056,2066.1903774757056,True
1502,swap:CV_D_beijing_1#T1:C015<->CV_D_beijing_2#T1:C010,relocate,True,0,,2081.37724272489,2081.37724272489,False
1509,swap:CV_D_beijing_1#T1:C034<->CV_D_beijing_2#T1:C027,relocate,True,0,,2075.1630763059416,2075.1630763059416,False
1551,swap:CV_D_beijing_1#T1:C008<->CV_D_beijing_3#T1:C033,relocate,False,1,2.0,2034.19682257625,2234.1968225762503,False
1570,swap:CV_D_beijing_1#T1:C025<->CV_D_beijing_3#T1:C024,relocate,True,0,,2039.4406239346195,2039.4406239346195,True
1576,swap:CV_D_beijing_1#T1:C015<->CV_D_beijing_3#T1:C024,relocate,False,1,70.0,2067.3097373627065,9067.309737362706,False
1583,swap:CV_D_beijing_1#T1:C034<->CV_D_beijing_3#T1:C028,relocate,False,1,1.0,2068.549225417952,2168.549225417952,False
1629,swap:CV_D_beijing_1#T1:C034<->CV_D_beijing_4#T1:C019,relocate,True,0,,2105.6265162157206,2105.6265162157206,False
1666,swap:CV_D_beijing_1#T1:C034<->EV_D_beijing_1#T1:C002,mixed_fleet,False,1,37.0,2077.729240468347,5777.729240468347,False
1681,swap:CV_D_beijing_1#T2:C037<->CV_D_beijing_2#T2:C016,relocate,True,0,,2077.730008541777,2077.730008541777,False
1694,swap:CV_D_beijing_1#T2:C037<->CV_D_beijing_4#T1:C003,relocate,False,1,1.0,2092.823246926163,2192.823246926163,False
1699,swap:CV_D_beijing_1#T2:C037<->EV_D_beijing_1#T1:C007,mixed_fleet,True,0,,2069.2022120911492,2069.2022120911492,True
1730,swap:CV_D_beijing_2#T1:C022<->CV_D_beijing_3#T1:C033,relocate,True,0,,2072.999659729079,2072.999659729079,False
1736,swap:CV_D_beijing_2#T1:C031<->CV_D_beijing_3#T1:C033,relocate,False,1,2.0,2057.7048411195515,2257.7048411195515,False
1742,swap:CV_D_beijing_2#T1:C036<->CV_D_beijing_3#T1:C033,relocate,True,0,,2070.109742416717,2070.109742416717,True
1749,swap:CV_D_beijing_2#T1:C030<->CV_D_beijing_3#T1:C024,relocate,True,0,,2049.438271052429,2049.438271052429,True
1755,swap:CV_D_beijing_2#T1:C010<->CV_D_beijing_3#T1:C024,relocate,False,1,70.0,2049.2443297298864,9049.244329729887,False
1756,swap:CV_D_beijing_2#T1:C010<->CV_D_beijing_3#T1:C028,relocate,False,1,1.0,2062.2924452034194,2162.2924452034194,False
1762,swap:CV_D_beijing_2#T1:C027<->CV_D_beijing_3#T1:C028,relocate,False,1,1.0,2046.4932007518107,2146.493200751811,False
1763,swap:CV_D_beijing_2#T1:C027<->CV_D_beijing_3#T1:C001,relocate,False,1,1.0,2069.8735362735565,2169.8735362735565,False
1801,swap:CV_D_beijing_2#T1:C027<->CV_D_beijing_4#T1:C019,relocate,True,0,,2094.0003543569733,2094.0003543569733,False
1833,swap:CV_D_beijing_2#T1:C027<->EV_D_beijing_1#T1:C002,mixed_fleet,False,1,37.0,2081.5454162465894,5781.545416246589,False
1874,swap:CV_D_beijing_2#T2:C011<->CV_D_beijing_4#T1:C003,relocate,False,1,1.0,2082.8665831573558,2182.8665831573558,False
1907,swap:CV_D_beijing_2#T2:C011<->EV_D_beijing_1#T1:C007,mixed_fleet,True,0,,2056.740180787721,2056.740180787721,True
1995,swap:CV_D_beijing_3#T1:C032<->EV_D_beijing_1#T1:C002,mixed_fleet,False,1,70.0,2076.9856823431214,9076.985682343122,False
1996,swap:CV_D_beijing_3#T1:C032<->EV_D_beijing_1#T1:C021,mixed_fleet,False,1,70.0,2053.4189366699516,9053.418936669952,False
2001,swap:CV_D_beijing_4#T1:C019<->EV_D_beijing_1#T1:C021,mixed_fleet,True,0,,2080.3588608998357,2080.3588608998357,False
2011,swap:CV_D_beijing_4#T1:C004<->EV_D_beijing_1#T1:C021,mixed_fleet,True,0,,2067.896820186447,2067.896820186447,True
2033,swap:CV_D_beijing_4#T1:C003<->EV_D_beijing_1#T1:C013,mixed_fleet,False,1,106.0,2065.5744124694443,12665.574412469445,False
2041,2opt:CV_D_beijing_1#T1@1:3,route_order,True,0,,2064.6452617637347,2064.6452617637347,True
2056,2opt:CV_D_beijing_2#T1@0:2,route_order,True,0,,2061.858273735197,2061.858273735197,True
2057,2opt:CV_D_beijing_2#T1@0:3,route_order,True,0,,2066.313287287357,2066.313287287357,True
2061,2opt:CV_D_beijing_2#T1@1:3,route_order,True,0,,2063.160550849095,2063.160550849095,True
2068,2opt:CV_D_beijing_2#T1@3:5,route_order,True,0,,2067.403182489374,2067.403182489374,True
2071,2opt:CV_D_beijing_2#T2@0:2,route_order,True,0,,2073.5659229607736,2073.5659229607736,False
2072,2opt:CV_D_beijing_2#T2@0:3,route_order,True,0,,2072.5730280803477,2072.5730280803477,False
2075,2opt:CV_D_beijing_2#T2@1:3,route_order,True,0,,2081.4221535552697,2081.4221535552697,False
2093,2opt:CV_D_beijing_3#T1@3:5,route_order,True,0,,2059.316390025748,2059.316390025748,True
2096,2opt:CV_D_beijing_4#T1@0:2,route_order,True,0,,2073.8794844422105,2073.8794844422105,False
2097,2opt:CV_D_beijing_4#T1@0:3,route_order,True,0,,2080.4104658038277,2080.4104658038277,False
2114,2opt:CV_D_beijing_4#T1@4:6,route_order,True,0,,2076.259201711856,2076.259201711856,False
2117,2opt:EV_D_beijing_1#T1@0:2,route_order,True,0,,2053.231511556139,2053.231511556139,True
2127,whole-duty-type-exchange:CV_D_beijing_1<->EV_D_beijing_1,whole_duty_type_exchange,True,0,,2031.0323103802593,2031.0323103802593,True
2129,whole-duty-type-exchange:CV_D_beijing_3<->EV_D_beijing_1,whole_duty_type_exchange,True,0,,2078.3599373637944,2078.3599373637944,False
2130,whole-duty-type-exchange:CV_D_beijing_4<->EV_D_beijing_1,whole_duty_type_exchange,True,0,,2090.429111591253,2090.429111591253,False
2131,whole-duty-type-exchange:CV_D_beijing_5<->EV_D_beijing_1,whole_duty_type_exchange,True,0,,2188.137146049608,2188.137146049608,False
2132,retime:EV_D_beijing_1,time_varying_carbon_charge,True,0,,2071.992972685177,2071.992972685177,True
