appearance_second,best_depot_id,best_latest_departure_second,best_slack_at_appearance_seconds,best_vehicle_type,candidate_count,customer_id,demand_kg,depot_type_clocks_json,due_second,event_id,feasible_after_wait_0m,feasible_after_wait_10m,feasible_after_wait_20m,feasible_after_wait_30m,instance_id,margin_after_wait_0m_seconds,margin_after_wait_10m_seconds,margin_after_wait_20m_seconds,margin_after_wait_30m_seconds,ready_second,service_second,stream_seed,stream_sha256
22254.559526037057,D_guangzhou,45618.092020000004,23363.532493962946,cv,4,C020,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":45618.092020000004,""preferred_departure_second"":43259.136099999996,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":45618.092020000004,""preferred_departure_second"":43259.136099999996,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":41797.79202000001,""preferred_departure_second"":39438.8361,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":41797.79202000001,""preferred_departure_second"":39438.8361,""vehicle_type"":""ev""}]",47074.492020000005,ADD_004_C020,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,23363.532493962946,22763.532493962946,22163.532493962946,21563.532493962946,44715.5361,360.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
23996.370036417276,D_shenzhen,47929.84904,23933.479003582725,cv,4,C035,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":45331.149040000004,""preferred_departure_second"":42925.3468,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":45331.149040000004,""preferred_departure_second"":42925.3468,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":47929.84904,""preferred_departure_second"":45524.0468,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":47929.84904,""preferred_departure_second"":45524.0468,""vehicle_type"":""ev""}]",49616.24904,ADD_009_C035,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,23933.479003582725,23333.479003582725,22733.479003582725,22133.479003582725,47210.4468,360.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
24128.91205930492,D_shenzhen,43476.57576,19347.66370069508,cv,4,C028,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":41007.97576,""preferred_departure_second"":39054.04084,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":41007.97576,""preferred_departure_second"":39054.04084,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":43476.57576,""preferred_departure_second"":41522.64084,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":43476.57576,""preferred_departure_second"":41522.64084,""vehicle_type"":""ev""}]",45091.47576,ADD_008_C028,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,19347.66370069508,18747.66370069508,18147.66370069508,17547.66370069508,43137.54084,720.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
26292.69292318699,D_guangzhou,44088.68952,17795.99659681301,cv,4,C022,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":44088.68952,""preferred_departure_second"":41610.44382000001,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":44088.68952,""preferred_departure_second"":41610.44382000001,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":40268.38952,""preferred_departure_second"":37790.143820000005,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":40268.38952,""preferred_departure_second"":37790.143820000005,""vehicle_type"":""ev""}]",45583.88952,ADD_006_C022,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,17795.99659681301,17195.99659681301,16595.99659681301,15995.99659681301,43105.643820000005,720.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
29181.799385922022,D_shenzhen,49267.95248,20086.153094077978,cv,4,C039,347.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":46431.85248,""preferred_departure_second"":43507.19238,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":46431.85248,""preferred_departure_second"":43507.19238,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":49267.95248,""preferred_departure_second"":46343.29238,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":49267.95248,""preferred_departure_second"":46343.29238,""vehicle_type"":""ev""}]",50699.05248,ADD_010_C039,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,20086.153094077978,19486.153094077978,18886.153094077978,18286.153094077978,47774.39238,900.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
34899.73319459001,D_guangzhou,49666.94846,14767.215265409992,cv,4,C021,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":49666.94846,""preferred_departure_second"":46767.466459999996,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":49666.94846,""preferred_departure_second"":46767.466459999996,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":45846.64846,""preferred_departure_second"":42947.16645999999,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":45846.64846,""preferred_departure_second"":42947.16645999999,""vehicle_type"":""ev""}]",51062.94846,ADD_005_C021,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,14767.215265409992,14167.215265409992,13567.215265409992,12967.215265409992,48163.466459999996,360.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
34962.44524216631,D_guangzhou,59810.41854,24847.97329783369,cv,4,C017,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":59810.41854,""preferred_departure_second"":56591.39928,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":59810.41854,""preferred_departure_second"":56591.39928,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":56003.11854,""preferred_departure_second"":52784.09928,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":56003.11854,""preferred_departure_second"":52784.09928,""vehicle_type"":""ev""}]",61389.31854,ADD_003_C017,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,24847.97329783369,24247.97329783369,23647.97329783369,23047.97329783369,58170.29928,720.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
42686.12050551212,D_guangzhou,46747.74569999999,4061.625194487875,cv,4,C008,208.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":46747.74569999999,""preferred_departure_second"":44502.33293999999,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":46747.74569999999,""preferred_departure_second"":44502.33293999999,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":42927.4457,""preferred_departure_second"":40682.03294,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":42927.4457,""preferred_departure_second"":40682.03294,""vehicle_type"":""ev""}]",48101.645699999994,ADD_002_C008,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,4061.625194487875,3461.625194487875,2861.625194487875,2261.625194487875,45856.232939999994,540.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
44997.09247339568,D_guangzhou,55158.57966,10161.487186604325,cv,4,C005,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":55158.57966,""preferred_departure_second"":51859.97766,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":55158.57966,""preferred_departure_second"":51859.97766,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":51338.27966,""preferred_departure_second"":48039.677659999994,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":51338.27966,""preferred_departure_second"":48039.677659999994,""vehicle_type"":""ev""}]",57124.17966,ADD_001_C005,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,10161.487186604325,9561.487186604325,8961.487186604325,8361.487186604325,53825.577659999995,720.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
48033.63461205046,D_guangzhou,51598.31174,3564.677127949537,cv,4,C023,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":51598.31174,""preferred_departure_second"":49687.515380000004,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":51598.31174,""preferred_departure_second"":49687.515380000004,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":47881.911739999996,""preferred_departure_second"":45971.11538,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":47881.911739999996,""preferred_departure_second"":45971.11538,""vehicle_type"":""ev""}]",53518.411739999996,ADD_007_C023,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,3564.677127949537,2964.677127949537,2364.677127949537,1764.677127949537,51607.61538,360.0,2,9179e8e97ee82974d85e9b623d349b58d2072aec04586f88d25049fd887c0edd
22961.217760211795,D_shenzhen,48653.355339999995,25692.1375797882,cv,4,C037,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":45710.65534,""preferred_departure_second"":43766.659660000005,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":45710.65534,""preferred_departure_second"":43766.659660000005,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":48653.355339999995,""preferred_departure_second"":46709.35966,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":48653.355339999995,""preferred_departure_second"":46709.35966,""vehicle_type"":""ev""}]",50150.255339999996,ADD_008_C037,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,25692.1375797882,25092.1375797882,24492.1375797882,23892.1375797882,48206.25966,1080.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
23748.06230286447,D_guangzhou,48857.765719999996,25109.703417135526,cv,4,C014,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":48857.765719999996,""preferred_departure_second"":46789.71776,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":48857.765719999996,""preferred_departure_second"":46789.71776,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":45061.86572,""preferred_departure_second"":42993.817760000005,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":45061.86572,""preferred_departure_second"":42993.817760000005,""vehicle_type"":""ev""}]",50461.06572,ADD_005_C014,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,25109.703417135526,24509.703417135526,23909.703417135526,23309.703417135526,48393.01776,720.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
32890.726617359804,D_shenzhen,61876.017980000004,28985.2913626402,cv,4,C029,417.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":59119.21798,""preferred_departure_second"":57286.062399999995,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":59119.21798,""preferred_departure_second"":57286.062399999995,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":61876.017980000004,""preferred_departure_second"":60042.8624,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":61876.017980000004,""preferred_departure_second"":60042.8624,""vehicle_type"":""ev""}]",63547.11798,ADD_007_C029,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,28985.2913626402,28385.2913626402,27785.2913626402,27185.2913626402,61713.9624,1080.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
34972.86021594229,D_guangzhou,46961.38346,11988.52324405771,cv,4,C002,278.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":46961.38346,""preferred_departure_second"":44823.19784000001,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":46961.38346,""preferred_departure_second"":44823.19784000001,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":43141.083459999994,""preferred_departure_second"":41002.897840000005,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":43141.083459999994,""preferred_departure_second"":41002.897840000005,""vehicle_type"":""ev""}]",48282.083459999994,ADD_001_C002,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,11988.52324405771,11388.52324405771,10788.52324405771,10188.52324405771,46143.897840000005,720.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
38259.458195822066,D_guangzhou,54960.873419999996,16701.41522417793,cv,4,C007,208.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":54960.873419999996,""preferred_departure_second"":51956.35458,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":54960.873419999996,""preferred_departure_second"":51956.35458,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":51140.57341999999,""preferred_departure_second"":48136.054579999996,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":51140.57341999999,""preferred_departure_second"":48136.054579999996,""vehicle_type"":""ev""}]",56468.373419999996,ADD_003_C007,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,16701.41522417793,16101.41522417793,15501.41522417793,14901.41522417793,53463.85458,540.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
39536.85553195446,D_guangzhou,44714.90412,5178.048588045538,cv,4,C016,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":44714.90412,""preferred_departure_second"":41862.47982,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":44714.90412,""preferred_departure_second"":41862.47982,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":40894.60412,""preferred_departure_second"":38042.179820000005,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":40894.60412,""preferred_departure_second"":38042.179820000005,""vehicle_type"":""ev""}]",46086.80412,ADD_006_C016,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,5178.048588045538,4578.048588045538,3978.048588045538,3378.048588045538,43234.37982,360.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
40349.67384483116,D_shenzhen,60858.83551999999,20509.161675168834,cv,4,C048,139.0,"[{""depot_id"":""D_guangzhou"",""fleet_count"":4,""latest_departure_second"":58025.53552,""preferred_departure_second"":55177.88278000001,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":1,""latest_departure_second"":58025.53552,""preferred_departure_second"":55177.88278000001,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":5,""latest_departure_second"":60858.83551999999,""preferred_departure_second"":58011.18278,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":2,""latest_departure_second"":60858.83551999999,""preferred_departure_second"":58011.18278,""vehicle_type"":""ev""}]",62450.135519999996,ADD_010_C048,True,True,True,True,cn-prd-50c-01-V2-LOCATIONS,20509.161675168834,19909.161675168834,19309.161675168834,18709.161675168834,59602.482780000006,360.0,3,1d4c4fade52fdb65be230c52ea66e4a26dde20b7ce4be3e2a26ffed70e600a8b
