appearance_second,best_depot_id,best_latest_departure_second,best_slack_at_appearance_seconds,best_vehicle_type,candidate_count,customer_id,demand_kg,depot_type_clocks_json,due_second,event_id,feasible_after_wait_0m,feasible_after_wait_10m,feasible_after_wait_20m,feasible_after_wait_30m,instance_id,margin_after_wait_0m_seconds,margin_after_wait_10m_seconds,margin_after_wait_20m_seconds,margin_after_wait_30m_seconds,ready_second,service_second,stream_seed,stream_sha256
40811.42708754813,D_guangzhou,57249.882699999995,16438.455612451864,cv,8,C055,417.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":54542.6827,""preferred_departure_second"":51234.72892,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":54542.6827,""preferred_departure_second"":51234.72892,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":57079.98269999999,""preferred_departure_second"":53772.02892,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":57079.98269999999,""preferred_departure_second"":53772.02892,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":57249.882699999995,""preferred_departure_second"":53941.92892,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":57249.882699999995,""preferred_departure_second"":53941.92892,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":53429.5827,""preferred_departure_second"":50121.62892,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":53429.5827,""preferred_departure_second"":50121.62892,""vehicle_type"":""ev""}]",58842.782699999996,ADD_010_C055,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,16438.455612451864,15838.455612451864,15238.455612451864,14638.455612451864,55534.82892,1080.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
41080.649195867474,D_guangzhou,59544.68588,18464.036684132523,cv,8,C012,347.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":59405.28588,""preferred_departure_second"":56901.9813,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":59405.28588,""preferred_departure_second"":56901.9813,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":57762.58588,""preferred_departure_second"":55259.281299999995,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":57762.58588,""preferred_departure_second"":55259.281299999995,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":59544.68588,""preferred_departure_second"":57041.381299999994,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":59544.68588,""preferred_departure_second"":57041.381299999994,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":58201.58588,""preferred_departure_second"":55698.281299999995,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":58201.58588,""preferred_departure_second"":55698.281299999995,""vehicle_type"":""ev""}]",61114.98588,ADD_002_C012,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,18464.036684132523,17864.036684132523,17264.036684132523,16664.036684132523,58611.6813,900.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
41452.30543936442,D_shenzhen,49497.61034000001,8045.304900635587,cv,8,C115,139.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":47286.91034,""preferred_departure_second"":44005.20602,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":47286.91034,""preferred_departure_second"":44005.20602,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":46591.61034000001,""preferred_departure_second"":43309.90602,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":46591.61034000001,""preferred_departure_second"":43309.90602,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":46619.41034,""preferred_departure_second"":43337.70602,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":46619.41034,""preferred_departure_second"":43337.70602,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":49497.61034000001,""preferred_departure_second"":46215.90602,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":49497.61034000001,""preferred_departure_second"":46215.90602,""vehicle_type"":""ev""}]",51012.710340000005,ADD_021_C115,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,8045.304900635587,7445.304900635587,6845.304900635587,6245.304900635587,47731.00602,360.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
45354.96447093758,D_foshan,56548.356700000004,11193.392229062425,cv,8,C032,139.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":53570.65670000001,""preferred_departure_second"":50077.783220000005,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":53570.65670000001,""preferred_departure_second"":50077.783220000005,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":56548.356700000004,""preferred_departure_second"":53055.48322,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":56548.356700000004,""preferred_departure_second"":53055.48322,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":56277.856700000004,""preferred_departure_second"":52784.98322,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":56277.856700000004,""preferred_departure_second"":52784.98322,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":52682.15670000001,""preferred_departure_second"":49189.283220000005,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":52682.15670000001,""preferred_departure_second"":49189.283220000005,""vehicle_type"":""ev""}]",58699.256700000005,ADD_007_C032,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,11193.392229062425,10593.392229062425,9993.392229062425,9393.392229062425,55206.38322,360.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
45610.16929036311,D_shenzhen,60219.911940000005,14609.742649636893,cv,8,C149,417.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":58009.21194000001,""preferred_departure_second"":56172.0624,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":58009.21194000001,""preferred_departure_second"":56172.0624,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":56878.11194000001,""preferred_departure_second"":55040.962400000004,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":56878.11194000001,""preferred_departure_second"":55040.962400000004,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":56905.911940000005,""preferred_departure_second"":55068.7624,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":56905.911940000005,""preferred_departure_second"":55068.7624,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":60219.911940000005,""preferred_departure_second"":58382.7624,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":60219.911940000005,""preferred_departure_second"":58382.7624,""vehicle_type"":""ev""}]",61446.31194000001,ADD_029_C149,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,14609.742649636893,14009.742649636893,13409.742649636893,12809.742649636893,59609.1624,1080.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
45868.8146970772,D_guangzhou,50193.54238,4324.727682922799,cv,8,C020,208.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":50063.44238,""preferred_departure_second"":47617.065200000005,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":50063.44238,""preferred_departure_second"":47617.065200000005,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":48747.04238,""preferred_departure_second"":46300.6652,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":48747.04238,""preferred_departure_second"":46300.6652,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":50193.54238,""preferred_departure_second"":47747.1652,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":50193.54238,""preferred_departure_second"":47747.1652,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":49168.64238,""preferred_departure_second"":46722.2652,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":49168.64238,""preferred_departure_second"":46722.2652,""vehicle_type"":""ev""}]",51814.64238,ADD_005_C020,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,4324.727682922799,3724.7276829227994,3124.7276829227994,2524.7276829227994,49368.2652,540.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
52829.1139259608,D_shenzhen,63385.04248,10555.928554039194,cv,8,C127,139.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":61174.34248,""preferred_departure_second"":58625.040759999996,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":61174.34248,""preferred_departure_second"":58625.040759999996,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":60479.04248,""preferred_departure_second"":57929.74075999999,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":60479.04248,""preferred_departure_second"":57929.74075999999,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":60506.84248,""preferred_departure_second"":57957.540759999996,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":60506.84248,""preferred_departure_second"":57957.540759999996,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":63385.04248,""preferred_departure_second"":60835.74075999999,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":63385.04248,""preferred_departure_second"":60835.74075999999,""vehicle_type"":""ev""}]",64903.54248,ADD_023_C127,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,10555.928554039194,9955.928554039194,9355.928554039194,8755.928554039194,62354.24075999999,360.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
52859.94412997822,D_shenzhen,56961.621699999996,4101.677570021777,cv,8,C144,417.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":54710.8217,""preferred_departure_second"":52850.46284,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":54710.8217,""preferred_departure_second"":52850.46284,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":54097.7217,""preferred_departure_second"":52237.36284,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":54097.7217,""preferred_departure_second"":52237.36284,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":54125.5217,""preferred_departure_second"":52265.16284,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":54125.5217,""preferred_departure_second"":52265.16284,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":56961.621699999996,""preferred_departure_second"":55101.262839999996,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":56961.621699999996,""preferred_departure_second"":55101.262839999996,""vehicle_type"":""ev""}]",58393.4217,ADD_028_C144,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,4101.677570021777,3501.677570021777,2901.677570021777,2301.677570021777,56533.06284,1080.0,1,ba115b5c08ceb32034ef303c955dc4786951f90c320fe1994627968232fa2d20
24186.934358014332,D_shenzhen,47977.920600000005,23790.986241985673,cv,8,C101,278.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":45695.0206,""preferred_departure_second"":42189.95704,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":45695.0206,""preferred_departure_second"":42189.95704,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":45474.2206,""preferred_departure_second"":41969.15704,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":45474.2206,""preferred_departure_second"":41969.15704,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":45502.0206,""preferred_departure_second"":41996.95704,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":45502.0206,""preferred_departure_second"":41996.95704,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":47977.920600000005,""preferred_departure_second"":44472.85704,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":47977.920600000005,""preferred_departure_second"":44472.85704,""vehicle_type"":""ev""}]",49612.0206,ADD_023_C101,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,23790.986241985673,23190.986241985673,22590.986241985673,21990.986241985673,46106.95704,720.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
25144.09715605023,D_guangzhou,52830.65684,27686.559683949774,cv,8,C085,347.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":50123.45684,""preferred_departure_second"":47277.95101999999,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":50123.45684,""preferred_departure_second"":47277.95101999999,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":52493.85684,""preferred_departure_second"":49648.351019999995,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":52493.85684,""preferred_departure_second"":49648.351019999995,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":52830.65684,""preferred_departure_second"":49985.15102,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":52830.65684,""preferred_departure_second"":49985.15102,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":49010.35684,""preferred_departure_second"":46164.851019999995,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":49010.35684,""preferred_departure_second"":46164.851019999995,""vehicle_type"":""ev""}]",54357.75684,ADD_019_C085,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,27686.559683949774,27086.559683949774,26486.559683949774,25886.559683949774,51512.251019999996,900.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
25731.598735616353,D_shenzhen,47402.14634,21670.547604383646,cv,8,C139,208.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":45086.74634,""preferred_departure_second"":43244.25998,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":45086.74634,""preferred_departure_second"":43244.25998,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":44660.74634,""preferred_departure_second"":42818.25998,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":44660.74634,""preferred_departure_second"":42818.25998,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":44688.54634,""preferred_departure_second"":42846.059980000005,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":44688.54634,""preferred_departure_second"":42846.059980000005,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":47402.14634,""preferred_departure_second"":45559.659980000004,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":47402.14634,""preferred_departure_second"":45559.659980000004,""vehicle_type"":""ev""}]",48870.74634,ADD_029_C139,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,21670.547604383646,21070.547604383646,20470.547604383646,19870.547604383646,47028.25998,540.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
26375.24725364776,D_shenzhen,60042.70628,33667.45902635224,cv,8,C104,208.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":57775.406279999996,""preferred_departure_second"":54271.04562,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":57775.406279999996,""preferred_departure_second"":54271.04562,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":57178.80628,""preferred_departure_second"":53674.44562,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":57178.80628,""preferred_departure_second"":53674.44562,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":57206.60628,""preferred_departure_second"":53702.24562,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":57206.60628,""preferred_departure_second"":53702.24562,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":60042.70628,""preferred_departure_second"":56538.34562,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":60042.70628,""preferred_departure_second"":56538.34562,""vehicle_type"":""ev""}]",61473.80628,ADD_024_C104,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,33667.45902635224,33067.45902635224,32467.45902635224,31867.45902635224,57969.44562,540.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
28076.57011028725,D_guangzhou,45889.959520000004,17813.389409712752,cv,8,C004,139.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":45267.459520000004,""preferred_departure_second"":42784.933840000005,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":45267.459520000004,""preferred_departure_second"":42784.933840000005,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":44095.85952,""preferred_departure_second"":41613.33384,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":44095.85952,""preferred_departure_second"":41613.33384,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":45889.959520000004,""preferred_departure_second"":43407.433840000005,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":45889.959520000004,""preferred_departure_second"":43407.433840000005,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":44333.75952,""preferred_departure_second"":41851.23384,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":44333.75952,""preferred_departure_second"":41851.23384,""vehicle_type"":""ev""}]",47274.65952,ADD_002_C004,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,17813.389409712752,17213.389409712752,16613.389409712752,16013.389409712752,44792.13384,360.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
28289.47260525378,D_guangzhou,42937.01142,14647.538814746222,cv,8,C078,417.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":40229.81142,""preferred_departure_second"":36691.65966,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":40229.81142,""preferred_departure_second"":36691.65966,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":42452.51142,""preferred_departure_second"":38914.35966,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":42452.51142,""preferred_departure_second"":38914.35966,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":42937.01142,""preferred_departure_second"":39398.85966,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":42937.01142,""preferred_departure_second"":39398.85966,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":39116.71142,""preferred_departure_second"":35578.55966,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":39116.71142,""preferred_departure_second"":35578.55966,""vehicle_type"":""ev""}]",44429.21142,ADD_018_C078,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,14647.538814746222,14047.538814746222,13447.538814746222,12847.538814746222,40891.05966,1080.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
28385.58192639581,D_shenzhen,57332.433059999996,28946.851133604185,cv,8,C135,417.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":55090.73306,""preferred_departure_second"":52740.976520000004,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":55090.73306,""preferred_departure_second"":52740.976520000004,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":54578.03306,""preferred_departure_second"":52228.27652000001,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":54578.03306,""preferred_departure_second"":52228.27652000001,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":54605.83306,""preferred_departure_second"":52256.07652,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":54605.83306,""preferred_departure_second"":52256.07652,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":57332.433059999996,""preferred_departure_second"":54982.67652,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":57332.433059999996,""preferred_departure_second"":54982.67652,""vehicle_type"":""ev""}]",58924.23306,ADD_027_C135,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,28946.851133604185,28346.851133604185,27746.851133604185,27146.851133604185,56574.476520000004,1080.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
30146.222628753065,D_shenzhen,60271.411459999996,30125.18883124693,cv,8,C097,347.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":57993.511459999994,""preferred_departure_second"":55294.02122,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":57993.511459999994,""preferred_departure_second"":55294.02122,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":57727.81145999999,""preferred_departure_second"":55028.32122,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":57727.81145999999,""preferred_departure_second"":55028.32122,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":57755.61145999999,""preferred_departure_second"":55056.12122,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":57755.61145999999,""preferred_departure_second"":55056.12122,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":60271.411459999996,""preferred_departure_second"":57571.921220000004,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":60271.411459999996,""preferred_departure_second"":57571.921220000004,""vehicle_type"":""ev""}]",61962.61145999999,ADD_022_C097,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,30125.18883124693,29525.18883124693,28925.18883124693,28325.18883124693,59263.12122,900.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
31557.63150826485,D_foshan,41254.84808,9697.216571735153,cv,8,C046,417.0,"[{""depot_id"":""D_dongguan"",""fleet_count"":4,""latest_departure_second"":38563.04808,""preferred_departure_second"":36671.0868,""vehicle_type"":""cv""},{""depot_id"":""D_dongguan"",""fleet_count"":1,""latest_departure_second"":38563.04808,""preferred_departure_second"":36671.0868,""vehicle_type"":""ev""},{""depot_id"":""D_foshan"",""fleet_count"":4,""latest_departure_second"":41254.84808,""preferred_departure_second"":39362.8868,""vehicle_type"":""cv""},{""depot_id"":""D_foshan"",""fleet_count"":1,""latest_departure_second"":41254.84808,""preferred_departure_second"":39362.8868,""vehicle_type"":""ev""},{""depot_id"":""D_guangzhou"",""fleet_count"":9,""latest_departure_second"":41231.64808,""preferred_departure_second"":39339.686799999996,""vehicle_type"":""cv""},{""depot_id"":""D_guangzhou"",""fleet_count"":3,""latest_departure_second"":41231.64808,""preferred_departure_second"":39339.686799999996,""vehicle_type"":""ev""},{""depot_id"":""D_shenzhen"",""fleet_count"":10,""latest_departure_second"":37465.34808,""preferred_departure_second"":35573.3868,""vehicle_type"":""cv""},{""depot_id"":""D_shenzhen"",""fleet_count"":3,""latest_departure_second"":37465.34808,""preferred_departure_second"":35573.3868,""vehicle_type"":""ev""}]",43134.44808,ADD_011_C046,True,True,True,True,cn-prd-150c-01-V2-LOCATIONS,9697.216571735153,9097.216571735153,8497.216571735153,7897.216571735153,41242.4868,1080.0,2,4f95d2b81b09e1d07e82e844c08257b7b5a8e0fa21eec26eecb0b4b79aa0ef40
