action_dim,action_dim_name,bundle,entropy,observation_index,probabilities,split,top_index,top_label,top_prob
2,q_ratio,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.08170299977064133,2,"[0.0011221545282751322,0.0013450138503685594,0.9888101816177368,0.003310820087790489,3.469964212854393e-05,0.0005831613088957965,0.000683120742905885,2.3652721210964955e-05,0.002466574776917696,0.0016207215376198292]",train_first,2,0.166667,0.9888101816177368
3,threshold,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07693660259246826,2,"[2.7677702746586874e-05,1.8437975086271763e-05,3.820130950771272e-05,4.308732059143949e-06,3.66080530511681e-05,3.771310730371624e-05,9.9869430414401e-05,1.3076676623313688e-05,0.000599123421125114,1.7583457520231605e-05,0.0001609908213140443,3.541774276527576e-05,1.1236221325816587e-05,3.2724587072152644e-05,0.0001084387768059969,1.4807616935286205e-05,0.00039407206350006163,8.559711659472669e-07,9.967124060494825e-05,7.1664940151094925e-06,2.0479656086536124e-05,4.022122811875306e-05,6.600352207897231e-06,1.4990353520261124e-05,0.00021593819838017225,1.162347416538978e-05,1.1372281733201817e-05,0.000570642005186528,7.942211232148111e-05,3.3965529837587383e-06,0.0002837049833033234,3.349296093801968e-05,2.778804446279537e-05,0.9914273023605347,3.149712256345083e-06,2.1097172066220082e-05,0.0004931804724037647,0.00020204889005981386,4.755073314299807e-05,5.965406671748497e-06,1.965925002878066e-05,3.7486679502762854e-06,5.918952956562862e-05,0.000990496831946075,3.455642172411899e-06,1.3104341633152217e-05,8.566886208427604e-06,7.698213835283241e-07,1.569017331348732e-05,2.3451755623682402e-05,6.0026327446394134e-06,2.6169558623223566e-05,1.7261452285310952e-06,1.732004966470413e-05,7.829211244825274e-05,5.204433182370849e-05,7.292569353012368e-05,4.6976900193840265e-05,9.077125287149101e-05,9.458815839025192e-06,1.3446470802591648e-05,6.581618072232231e-05,9.657017471909057e-06,2.1900106730754487e-05,1.4857521819067188e-05,5.380652964959154e-06,2.7006630261894315e-05,1.3840019164490514e-05,7.332756467803847e-06,3.097090302617289e-05,8.275404979940504e-06,4.834874744119588e-06,3.0878680263413116e-05,3.0721770599484444e-05,1.8636590539244935e-05,8.86454108695034e-06,0.00013165514974389225,7.791852112859488e-06,0.0004857847816310823,0.00015069052460603416,1.1800567563113873e-06,1.003910438157618e-05,3.5209229736210546e-06,1.0940486390609294e-05,5.741725544794463e-06,1.614882648937055e-06,2.9620882742165122e-06,8.641655767860357e-06,1.410759341524681e-05,2.754497472778894e-06,6.206009129527956e-05,1.6190731912502088e-05,0.0018406055169180036,2.8894799470435828e-05,6.687591280751803e-07,4.5985761971678585e-05,1.1862021892738994e-05,9.077701179194264e-06,4.165709015069297e-06,1.2921124834974762e-05]",train_first,33,33,0.9914273023605347
0,destroy,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.015792183578014374,3,"[2.5428846129216254e-05,0.0018979065353050828,0.00012251875887159258,1.7128544641309418e-05,2.3737260562484153e-05,0.9979133009910583]",train_first,5,vehicle_type_swap,0.9979133009910583
1,repair,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.15727968513965607,3,"[0.9673796892166138,0.027867263182997704,0.0047530727460980415]",train_first,0,greedy_insert_repair,0.9673796892166138
2,q_ratio,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.0810944139957428,3,"[0.0011108641047030687,0.001331785344518721,0.9889054298400879,0.003286604769527912,3.4206626878585666e-05,0.0005775158642791212,0.0006758634117431939,2.3260385205503553e-05,0.0024472211953252554,0.0016072603175416589]",train_first,2,0.166667,0.9889054298400879
3,threshold,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07609178870916367,3,"[2.7206988306716084e-05,1.8141190594178624e-05,3.760717299883254e-05,4.230221748002805e-06,3.607968392316252e-05,3.714493868756108e-05,9.848095214692876e-05,1.2842690011893865e-05,0.0005925263976678252,1.729806899675168e-05,0.00015898136189207435,3.4861976018873975e-05,1.1049762179027312e-05,3.224952888558619e-05,0.0001069240242941305,1.4568810001946986e-05,0.0003896505804732442,8.378359552807524e-07,9.820371633395553e-05,7.033596830297029e-06,2.0173099983367138e-05,3.9587252103956416e-05,6.490568921435624e-06,1.4753142750123516e-05,0.00021326546266209334,1.1425466254877392e-05,1.1173820894327946e-05,0.0005641853203997016,7.825952343409881e-05,3.328547336423071e-06,0.00028025786741636693,3.300492244306952e-05,2.7362983018974774e-05,0.9915298223495483,3.0909998258721316e-06,2.0749646864715032e-05,0.0004873942816630006,0.00019948394037783146,4.680564597947523e-05,5.861990302946651e-06,1.9367966160643846e-05,3.6761357478098944e-06,5.832127499161288e-05,0.0009798402898013592,3.3908449950104114e-06,1.2888664059573784e-05,8.42286681290716e-06,7.538571367149416e-07,1.5432524378411472e-05,2.3099122699932195e-05,5.898131803405704e-06,2.5767312763491645e-05,1.691808620307711e-06,1.7041453247657046e-05,7.716137770330533e-05,5.126152609591372e-05,7.181092951213941e-05,4.627243470167741e-05,8.945268928073347e-05,9.301390491600614e-06,1.3214043065090664e-05,6.494411354651675e-05,9.481380402576178e-06,2.1526417185668834e-05,1.4615972759202123e-05,5.290713033900829e-06,2.6620800781529397e-05,1.3618842785945162e-05,7.206672762549715e-06,3.0509516363963485e-05,8.125887688947842e-06,4.747900220536394e-06,3.044821642106399e-05,3.0244331355788745e-05,1.8353108316659927e-05,8.705907930561807e-06,0.00013001395564060658,7.656618436158169e-06,0.00048077511019073427,0.000148591076140292,1.1565554132175748e-06,9.864671483228449e-06,3.4514639537519543e-06,1.076375883712899e-05,5.639340997731779e-06,1.5837347291380865e-06,2.9036148134764517e-06,8.492304914398119e-06,1.3880181541026104e-05,2.7028631848224904e-06,6.114675488788635e-05,1.5920355508569628e-05,0.00182276067789644,2.844930895662401e-05,6.546146096297889e-07,4.533168248599395e-05,1.1669006198644638e-05,8.920950676838402e-06,4.088930836587679e-06,1.2708038411801681e-05]",train_first,33,33,0.9915298223495483
0,destroy,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.01587057113647461,4,"[2.567916271800641e-05,0.0019082706421613693,0.00012334169878158718,1.7275657228310592e-05,2.3943008272908628e-05,0.997901439666748]",train_first,5,vehicle_type_swap,0.997901439666748
1,repair,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.15766219794750214,4,"[0.9672812223434448,0.02794656530022621,0.004772118758410215]",train_first,0,greedy_insert_repair,0.9672812223434448
2,q_ratio,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.08145589381456375,4,"[0.0011175840627402067,0.0013396460562944412,0.9888488054275513,0.0033009613398462534,3.4498789318604395e-05,0.0005808636778965592,0.0006801723502576351,2.349353235331364e-05,0.0024587269872426987,0.0016152383759617805]",train_first,2,0.166667,0.9888488054275513
3,threshold,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07659346610307693,4,"[2.7486710678203963e-05,1.831680492614396e-05,3.79595257982146e-05,4.276796516933246e-06,3.6392801121110097e-05,3.748213202925399e-05,9.930397936841473e-05,1.2981538020540029e-05,0.000596442143432796,1.7467002180637792e-05,0.0001601727562956512,3.519216988934204e-05,1.1160271242260933e-05,3.2530770113226026e-05,0.00010782192839542404,1.4710205505252816e-05,0.0003922738251276314,8.485846478833992e-07,9.907629282679409e-05,7.112481853255304e-06,2.0354342268547043e-05,3.9963000745046884e-05,6.555537765962072e-06,1.4893813386152033e-05,0.00021485035540536046,1.1542968422872946e-05,1.1291480404906906e-05,0.000568022602237761,7.894945883890614e-05,3.3689034353301395e-06,0.0002823013055603951,3.3293545129708946e-05,2.7614774808171205e-05,0.9914690852165222,3.125806870230008e-06,2.0956085791112855e-05,0.0004908284172415733,0.0002010070747928694,4.7247296606656164e-05,5.923282060393831e-06,1.954052277142182e-05,3.719169853866333e-06,5.883611083845608e-05,0.000986173516139388,3.429247726671747e-06,1.301627344219014e-05,8.50816741149174e-06,7.633100835846562e-07,1.5585110304527916e-05,2.3308433810598217e-05,5.96006293562823e-06,2.6005289328168146e-05,1.7121426481025992e-06,1.7206552001880482e-05,7.783265027683228e-05,5.172543751541525e-05,7.247255416586995e-05,4.668976544053294e-05,9.02358879102394e-05,9.394414519192651e-06,1.3351785128179472e-05,6.546107761096209e-05,9.585505722498056e-06,2.174819564970676e-05,1.4759177247469779e-05,5.34391574547044e-06,2.6849163987208158e-05,1.3749825484410394e-05,7.2812740654626396e-06,3.078307054238394e-05,8.214562512876e-06,4.799437192559708e-06,3.070282764383592e-05,3.052708780160174e-05,1.8521161109674722e-05,8.799905117484741e-06,0.00013098528143018484,7.736733095953241e-06,0.0004837426240555942,0.00014983861183281988,1.1704751159413718e-06,9.96814742393326e-06,3.49265746990568e-06,1.0868390745599754e-05,5.699957000615541e-06,1.6021599549276289e-06,2.938241777883377e-06,8.580812391301151e-06,1.4014893167768605e-05,2.7334247079124907e-06,6.16890101809986e-05,1.6080817658803426e-05,0.0018333494663238525,2.871339711418841e-05,6.630020266129577e-07,4.571925092022866e-05,1.1783325135183986e-05,9.01384737517219e-06,4.134360096941236e-06,1.2834275366913062e-05]",train_first,33,33,0.9914690852165222
0,destroy,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.01609344221651554,5,"[2.6393054213258438e-05,0.0019374096300452948,0.00012579275062307715,1.7706079233903438e-05,2.4550032321712933e-05,0.9978681802749634]",train_first,5,vehicle_type_swap,0.9978681802749634
1,repair,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.1587572693824768,5,"[0.9670000076293945,0.02817147970199585,0.00482848659157753]",train_first,0,greedy_insert_repair,0.9670000076293945
2,q_ratio,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.0825389102101326,5,"[0.0011376795591786504,0.0013623887207359076,0.9886788725852966,0.0033442170824855566,3.536475924192928e-05,0.0005909731844440103,0.0006928327493369579,2.4177028535632417e-05,0.00249405181966722,0.0016394699923694134]",train_first,2,0.166667,0.9886788725852966
3,threshold,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07803142070770264,5,"[2.829264303727541e-05,1.8812501366483048e-05,3.897200804203749e-05,4.413254828250501e-06,3.730450043804012e-05,3.8466470869025216e-05,0.00010167092113988474,1.3382136785367038e-05,0.0006076553836464882,1.79482431121869e-05,0.00016367320495191962,3.616086542024277e-05,1.148283263319172e-05,3.3344796975143254e-05,0.0001103793692891486,1.5119659110496286e-05,0.00039997941348701715,8.799530064607097e-07,0.00010159977682633325,7.341496257140534e-06,2.0878764189546928e-05,4.103369792574085e-05,6.744418442394817e-06,1.5309880836866796e-05,0.00021940759324934334,1.1883887054864317e-05,1.1628309039224405e-05,0.0005790800205431879,8.09292760095559e-05,3.4852239423344145e-06,0.0002881215768866241,3.4125194360967726e-05,2.8339036362012848e-05,0.9912940859794617,3.227602519473294e-06,2.155883157684002e-05,0.000500688620377332,0.00020541831327136606,4.850186815019697e-05,6.102588031353662e-06,2.0047491489094682e-05,3.843828835670138e-06,6.03232801950071e-05,0.0010040829656645656,3.5409152587817516e-06,1.3380145901464857e-05,8.75581281434279e-06,7.907038366283814e-07,1.6023792341002263e-05,2.393072827544529e-05,6.140517143649049e-06,2.6677973437472247e-05,1.7708805444272002e-06,1.7684445992927067e-05,7.977640052558854e-05,5.3062471124576405e-05,7.436190207954496e-05,4.7888457629596815e-05,9.249265713151544e-05,9.659256647864822e-06,1.374316525470931e-05,6.700104131596163e-05,9.882916856440715e-06,2.2384076146408916e-05,1.5177128261711914e-05,5.499161488842219e-06,2.752490217972081e-05,1.4132519936538301e-05,7.4950380621885415e-06,3.158464460284449e-05,8.470851753372699e-06,4.949851700075669e-06,3.144785659969784e-05,3.1340103305410594e-05,1.9019344108528458e-05,9.067751307156868e-06,0.0001337853173026815,7.968556928972248e-06,0.0004923681844957173,0.0001534230832476169,1.2110217539884616e-06,1.0267478501191363e-05,3.611018655647058e-06,1.117204828915419e-05,5.8751070355356205e-06,1.6554536159674171e-06,3.036690713997814e-06,8.838002941047307e-06,1.440647611161694e-05,2.821252337525948e-06,6.325824506347999e-05,1.654777406656649e-05,0.0018632524879649282,2.9475550036295317e-05,6.876957741042133e-07,4.68460020783823e-05,1.2116184734622948e-05,9.283964573114645e-06,4.264268682163674e-06,1.32007753563812e-05]",train_first,33,33,0.9912940859794617
0,destroy,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.015466632321476936,6,"[2.443431003484875e-05,0.0018548269290477037,0.00011926658771699294,1.655731648497749e-05,2.2919350158190355e-05,0.9979619979858398]",train_first,5,vehicle_type_swap,0.9979619979858398
1,repair,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.15577922761440277,6,"[0.9677641987800598,0.027558479458093643,0.004677309654653072]",train_first,0,greedy_insert_repair,0.9677641987800598
2,q_ratio,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07963379472494125,6,"[0.0010831370018422604,0.001299937954172492,0.9891336560249329,0.003229781985282898,3.3054249797714874e-05,0.000564190442673862,0.0006585625815205276,2.232475162600167e-05,0.002399872522801161,0.0015755373751744628]",train_first,2,0.166667,0.9891336560249329
3,threshold,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07411010563373566,6,"[2.6091121981153265e-05,1.7467455108999275e-05,3.6223416827851906e-05,4.046105914312648e-06,3.485177148832008e-05,3.580734119168483e-05,9.525658242637292e-05,1.2294180123717524e-05,0.0005769931594841182,1.6645402865833603e-05,0.00015429529594257474,3.3540985896252096e-05,1.0617133739287965e-05,3.116198058705777e-05,0.00010342046152800322,1.4019161426404025e-05,0.0003792705829255283,7.957444836392824e-07,9.469005453865975e-05,6.720183591824025e-06,1.9477678506518714e-05,3.811559145106003e-05,6.239574304345297e-06,1.4198774806573056e-05,0.00020701883477158844,1.0960950021399185e-05,1.071318820322631e-05,0.0005487705930136144,7.552416354883462e-05,3.1691085951024434e-06,0.0002722407807596028,3.189558265148662e-05,2.6381434508948587e-05,0.9917700290679932,2.9543791697506094e-06,1.992391662497539e-05,0.0004737126873806119,0.00019341637380421162,4.5080083509674296e-05,5.622001481242478e-06,1.869382685981691e-05,3.5063314953731606e-06,5.630009763990529e-05,0.0009546198416501284,3.240236083001946e-06,1.2396136298775673e-05,8.090866685961373e-06,7.171600486799434e-07,1.4839685718470719e-05,2.226596188847907e-05,5.655821951222606e-06,2.4853810828062706e-05,1.6129439472933882e-06,1.6396594219258986e-05,7.449522672686726e-05,4.94460946356412e-05,6.919095176272094e-05,4.464680023374967e-05,8.633393736090511e-05,8.947517017077189e-06,1.2678163329837844e-05,6.290740566328168e-05,9.073264664039016e-06,2.0649482394219376e-05,1.4054166058485862e-05,5.0853946049755905e-06,2.5732735593919642e-05,1.3110521649650764e-05,6.919382485648384e-06,2.9432751034619287e-05,7.777415703458246e-06,4.5464789764082525e-06,2.9464685212587938e-05,2.91443029709626e-05,1.7690776076051407e-05,8.339104169863276e-06,0.00012626140960492194,7.343704510276439e-06,0.0004691806680057198,0.00014362001093104482,1.1025261983377277e-06,9.456113730266225e-06,3.289730784672429e-06,1.0358999134041369e-05,5.404677267506486e-06,1.5127645838219905e-06,2.7694861728377873e-06,8.145665560732596e-06,1.3354411748878192e-05,2.584923549875384e-06,5.900126416236162e-05,1.5285144399967976e-05,0.0017810137942433357,2.7415222575655207e-05,6.216075121301401e-07,4.3813284719362855e-05,1.1224873560422566e-05,8.557507499062922e-06,3.9139872569649015e-06,1.2216225513839163e-05]",train_first,33,33,0.9917700290679932
0,destroy,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.01606527902185917,7,"[2.6274079573340714e-05,0.0019335777033120394,0.00012555814464576542,1.766894456523005e-05,2.445862628519535e-05,0.9978724718093872]",train_first,5,vehicle_type_swap,0.9978724718093872
1,repair,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.15869271755218506,7,"[0.9670159220695496,0.028160184621810913,0.004823836963623762]",train_first,0,greedy_insert_repair,0.9670159220695496
2,q_ratio,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.08249694108963013,7,"[0.0011362655786797404,0.0013620350509881973,0.9886853694915771,0.0033415243960916996,3.53250143234618e-05,0.000590602692682296,0.0006922660395503044,2.4068187485681847e-05,0.0024932536762207747,0.001639232155866921]",train_first,2,0.166667,0.9886853694915771
3,threshold,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,0.07790257781744003,7,"[2.813562605297193e-05,1.8781660401145928e-05,3.885409023496322e-05,4.39684345110436e-06,3.7247707950882614e-05,3.835293318843469e-05,0.00010143378312932327,1.3319385288923513e-05,0.0006067971116863191,1.7917654986376874e-05,0.00016326483455486596,3.599239789764397e-05,1.1449540579633322e-05,3.328974707983434e-05,0.00011010039452230558,1.5089919543243013e-05,0.0003991321718785912,8.756179568081279e-07,0.00010122359526576474,7.3099281507893465e-06,2.0868221326963976e-05,4.094966425327584e-05,6.73126169203897e-06,1.526111373095773e-05,0.000219192894292064,1.1840214938274585e-05,1.1587752851482946e-05,0.0005780104547739029,8.072327182162553e-05,3.467544956947677e-06,0.0002878745144698769,3.4097625757567585e-05,2.830255834851414e-05,0.991309642791748,3.215219976482331e-06,2.147061240975745e-05,0.0005001085228286684,0.00020501641847658902,4.83669682580512e-05,6.084279903006973e-06,2.001067332457751e-05,3.825530711765168e-06,6.014764221617952e-05,0.0010016771266236901,3.5297971407999285e-06,1.3369884072744753e-05,8.734132279641926e-06,7.88010709129594e-07,1.598565540916752e-05,2.3855453036958352e-05,6.123887942521833e-06,2.6657360649551265e-05,1.7644232457314502e-06,1.7630212823860347e-05,7.95256783021614e-05,5.291347042657435e-05,7.411300612147897e-05,4.7792487748665735e-05,9.217260958394036e-05,9.649234925745986e-06,1.3701319403480738e-05,6.687192217214033e-05,9.849378329818137e-06,2.22891649173107e-05,1.513107508799294e-05,5.4919100875849836e-06,2.748352380876895e-05,1.408909974998096e-05,7.4827216849371325e-06,3.1505896913586184e-05,8.434885785391089e-06,4.9314262469124515e-06,3.144073343719356e-05,3.127016680082306e-05,1.897105721582193e-05,9.04587795957923e-06,0.00013367710926104337,7.949994142109063e-06,0.0004923728993162513,0.00015280809020623565,1.2062813539159833e-06,1.0237475180474576e-05,3.594175041143899e-06,1.1142727089463733e-05,5.856800271430984e-06,1.6515988363607903e-06,3.0278172289399663e-06,8.811110092210583e-06,1.4376755643752404e-05,2.814524577843258e-06,6.301153189269826e-05,1.6483816580148414e-05,0.0018614026485010982,2.9397129765129648e-05,6.839626962573675e-07,4.67708487121854e-05,1.2083430192433298e-05,9.253031748812646e-06,4.2546594158920925e-06,1.3162929462851025e-05]",train_first,33,33,0.991309642791748
0,destroy,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.016495179384946823,0,"[2.7715763280866668e-05,0.0019897494930773973,0.00013033553841523826,1.851096749305725e-05,2.567558294686023e-05,0.997808039188385]",formal_10001,5,vehicle_type_swap,0.997808039188385
1,repair,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.16075924038887024,0,"[0.9664839506149292,0.02858450636267662,0.004931458737701178]",formal_10001,0,greedy_insert_repair,0.9664839506149292
2,q_ratio,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,0.0845111533999443,0,"[0.0011741355992853642,0.0014038746012374759,0.9883683323860168,0.0034235494676977396,3.697406646097079e-05,0.0006095673306845129,0.0007160657551139593,2.5440249373787083e-05,0.0025581209920346737,0.0016840334283187985]",formal_10001,2,0.166667,0.9883683323860168
