instance_id,sample_role,seed,full_evaluation_event_count,candidate_pool_size_unique,participation_satisfying_candidate_count,selected_f_candidate_id,selected_f_solution_sha256,f_selection,f_equals_i,I_total_cost_cny,U_total_cost_cny,F_total_cost_cny,fairness_cost_F_minus_U_cny,fairness_cost_pct_F_vs_U,u_weak_member_id,u_weak_member_profit_change_vs_I_cny,u_weak_member_improvement_F_vs_U_cny,rerun_elapsed_wall_seconds,joint_rerun_bitwise_identical,nested_candidate_is_independent_sample
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,142,136,0,,38db8137c0268ce7750717b87394574afab2528f15b4af209ee0000b6f502e82,I_FALLBACK,True,4739.027502132682,4693.673432887224,4739.027502132682,45.35406924545714,0.9662808862600916,D_guangzhou,-860.2999834171242,860.2999834171242,121.62372237496311,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,152,147,0,,1693702a7939ff1f7e7fd9a0368624cad12d9eef740a1784f43b13107365c0e9,I_FALLBACK,True,4739.258936162315,4699.033142717445,4739.258936162315,40.22579344486985,0.8560440461504667,D_guangzhou,-664.0960965557497,664.0960965557497,121.14434420800535,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,157,152,0,,e5678186fd3ce3193e3b6ea47670ca6a37802364d695e1506bcbd34ea69f73c8,I_FALLBACK,True,4739.882537462597,4692.9228951636105,4739.882537462597,46.95964229898618,1.0006480683367165,D_guangzhou,-670.9207861141113,670.9207861141113,135.72177241701866,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,166,161,0,,05c93c65e0b946daf18d9235648985edbb83e38c1842c8c467f1e2646b4fae35,I_FALLBACK,True,4739.95632861976,4741.091706036299,4739.95632861976,-1.135377416539086,-0.02394759449798319,D_shenzhen,-1.1353774165399955,1.1353774165399955,143.40081320900936,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,170,163,0,,15620fd6749f6033b5123617bf185bea5ca6d9217d268cb6c94123a38a9d869e,I_FALLBACK,True,4740.019957717126,4710.635724956914,4740.019957717126,29.3842327602124,0.6237848663299297,D_shenzhen,-897.3137745844433,897.3137745844433,128.64115520799533,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,107,101,0,,8b8f3178880b9d7cc6ce02eb831dbb0408b1b8a798ed1710aa58d83432fa207f,I_FALLBACK,True,4741.014925281403,4696.591688616318,4741.014925281403,44.423236665084914,0.94586116082347,D_guangzhou,-662.1310987873931,662.1310987873931,120.74980195902754,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,167,160,0,,d5c2fb570f9bed0e22908f9d87d34d65c77bc41cef5320a28a3a0f8940d150a3,I_FALLBACK,True,4739.791127781742,4699.834435688238,4739.791127781742,39.95669209350399,0.8501723335207825,D_guangzhou,-973.141712233919,973.141712233919,118.63777166698128,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,147,142,0,,3f4613f6fd7f67fd9fe34eec18121a697570b112a7a048bf70687a7cb57a6a9a,I_FALLBACK,True,4738.978549480866,4698.540433212127,4738.978549480866,40.43811626873867,0.8606527248951099,D_guangzhou,-759.3373084324139,759.3373084324139,116.48006933403667,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,143,137,0,,475b56bd3263ba701f1a39b0d1b68c808e8b1ed7448b9ef1b5e7fd81b4104492,I_FALLBACK,True,4738.7747888672475,4696.195276193338,4738.7747888672475,42.57951267390945,0.9066810507169484,D_guangzhou,-860.7841307121926,860.7841307121926,117.09827858302742,True,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,145,139,0,,c8e7df3cbd42cf3c1b15df9d314f14bc80e95427b0f0a94efe5adba160eb5218,I_FALLBACK,True,4740.209563733535,4739.880513734355,4740.209563733535,0.3290499991799152,0.006942158103489202,D_guangzhou,-0.4841472950683965,0.4841472950683965,116.43737141700694,True,False
