instance_id,sample_role,seed,arm,budget,search_candidate_evaluations_S,last_search_improvement_evaluation_L,last_search_improvement_fraction_L_over_S,search_starved_L_over_S_gt_0_5,search_strict_improvement_flags_without_objectives,terminal_closure_evaluations,total_complete_candidate_evaluations,source_task_sha256,objective_or_between_arm_difference_read,status
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,L100_control,32,30,18,0.6,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,53ac807d111eca32b0923c6563cc1eb6667b6626cacef46bc3b27cdaac1af3ed,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,NL90_mild,32,30,18,0.6,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,a5ab41e25b7d3164692ca0722c8a9ef1ea43a0e6bab34af22641f24698f348b8,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,L100_control,32,30,17,0.5666666666666667,True,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,ed3cf3a5d7301fdecb4c1923e673f092b7aa51260f08ff79067ed2e1798e2467,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,NL90_mild,32,30,17,0.5666666666666667,True,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,8b4c0aa31ecbf307ba1fec879dbb1e1c49d07c941e9ed8f6d2f581810f08a54b,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,L100_control,32,30,18,0.6,True,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,6fe10a8138f0ac850501e4ba68a33fee65700cf19839287aa64ae421c61c5ff4,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,NL90_mild,32,30,18,0.6,True,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,97d6d351fc3c0bc3cad37259678c620f2e72fcd385d817a1c44043d3fbd23220,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,L100_control,32,30,17,0.5666666666666667,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,0a40f25cbacad20bcbfd84887700a6c049494d0fc4f87f77c286da24f0659223,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,NL90_mild,32,30,17,0.5666666666666667,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,74340993bc90b890126c81e4edd9c92ccc3045f69abdbbfb1dd7349e706c7ae3,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,L100_control,32,30,16,0.5333333333333333,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,c0e8069132f9be69a2a9987974aff89226fed11b9eaab09160d2204e8445c09b,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,NL90_mild,32,30,16,0.5333333333333333,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,97a652db8649e64a2d4a33cbfda404f7e7327aaac6b607cd9902e891da24a129,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,L100_control,32,30,21,0.7,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,131c54985ff186f9743381bedf7704c0bbeac1421a3227e397df4e6667229076,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,NL90_mild,32,30,21,0.7,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,61b356f53cb43f03cb4514209b13f998406d5d0bfed5b6bc97971fd9e961b15a,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,L100_control,32,30,23,0.7666666666666667,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,32,fd68c7686fcaf47f295f6743d9e77b1e7189738d2baf77e76f4311b10e4606f8,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,NL90_mild,32,30,23,0.7666666666666667,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,32,68724ae302aa8afa22bcfa7ee34254c433c1091cbac2657370195457bb82ac27,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,L100_control,32,30,17,0.5666666666666667,True,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,35ad441a4ab2fde8c82c0b85e20590a7eeb4b5ec31c9a1b46ca0fa4b60b021c7,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,NL90_mild,32,30,17,0.5666666666666667,True,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,801e3842b044bd8187d2a9fef0815ec96e6886e74eca15239b9f497a638ce1ce,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,L100_control,32,30,26,0.8666666666666667,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",2,32,743381c36d30af4130883c8cbcacaea08613372a415f067c219c6c9d7a62216d,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,NL90_mild,32,30,26,0.8666666666666667,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",2,32,558e25bb3de406e688591b84047414d9e91eb716de3b873883e3aabaf1db38f4,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,L100_control,32,30,18,0.6,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,3b06c2c2b89bf629e9cce89bdb583332ebcdf5695b1235cc93298de4036db5bf,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,NL90_mild,32,30,18,0.6,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,32,3eeb76aed6a5c5a920615c1f1f306d5a4ea6a03850f090b55f5d8747a38e25e3,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,1,L100_control,56,54,19,0.35185185185185186,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,8331f081e7e5772bada180d6ebc6ee6555f7b06310ee85498cb762790e1033ed,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,1,NL90_mild,56,54,19,0.35185185185185186,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,e4e419f468f50b63068f08eef2f887b9e9c859279be6ad7fc9c398d41693f495,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,2,L100_control,56,54,49,0.9074074074074074,True,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,56,244127c6bb994e5778efbd0bced346174e107c0170213ba749258f282ab26ae0,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,2,NL90_mild,56,54,49,0.9074074074074074,True,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,56,ccf9e15f3a7a631a6ea62a689849344359f43269c0ea02ce514840c2b90c0657,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,3,L100_control,56,54,34,0.6296296296296297,True,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,88fac1cfaf2cd9601898508c5ee5a211240018b68c064d40fd9c8d307449b936,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,3,NL90_mild,56,54,34,0.6296296296296297,True,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,2abe2a297b44d8fe72fc5a87f0fbaa48568fd1d04d4b3c94bab3fa0765422c31,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,4,L100_control,56,54,47,0.8703703703703703,True,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,56,e28ff8f52603e330275706fc104290afcf30469e3f144c6bbf5a9836ade0b2b7,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,4,NL90_mild,56,54,47,0.8703703703703703,True,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,56,f138d7b44f5558f8432d94d3545471917754ebaa9262324def63126eab430488,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,5,L100_control,56,54,37,0.6851851851851852,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,d004cfd62773a01c002b3f1733e7c466719ab53de740d9fd1ff0d568280a4db0,False,PASS_BLIND_RECLASSIFICATION
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,5,NL90_mild,56,54,37,0.6851851851851852,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,7b6c92d2f1074c9854ecd1807bf9c0c247dc3f9ab2418ca1375288bf8fedf3b1,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,L100_control,56,54,27,0.5,False,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,fa70bd140520e24debef676a7b5f7a34ff64b356029c4787180ff43475dabb2e,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,NL90_mild,56,54,27,0.5,False,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,818ba84b180d50cad4d571d413e6f98df4641e4f879a718fcbf097d8efade3f2,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,L100_control,56,54,27,0.5,False,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,4b6a7bb865522f99f1be93043a792bdac8086d8456b91574e0fa1365cafd0a25,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,NL90_mild,56,54,27,0.5,False,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,a9f2763248cbe22be4ecb4ef021dd4514e0685a38f374bab30c6a05c2b84643a,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,L100_control,56,54,26,0.48148148148148145,False,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,e9150b5a9a5351e03a2d202bd1a9c5ae37d9eb6eb7857361728e2cb315ba6fe8,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,NL90_mild,56,54,26,0.48148148148148145,False,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,e211e71f146c52cbd193f63844f04f24f783035a2046c19064db08bf91eff3bb,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,L100_control,56,54,25,0.46296296296296297,False,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,d44630eb472716dfe6b794692d393d293873750e04ce601f2ff8f66fd00fdebd,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,NL90_mild,56,54,25,0.46296296296296297,False,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,f4e9066e04f83670b4675c82df8dea8726a2178efa2fc2d9a69ed236719518c3,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,L100_control,56,54,30,0.5555555555555556,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,e55542171cc1e279791f4b450d0ca916b70918513412963ff4ddded29fcd6847,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,NL90_mild,56,54,30,0.5555555555555556,True,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,27e7fcc5166ef8ceece86af0d879c03881aed5b99d2411816d59125465a40731,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,L100_control,56,54,51,0.9444444444444444,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,56,0eba7c13c9c9b80ac6ffba2e5c49835c444e92b110aa595582b48ad789b040b1,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,NL90_mild,56,54,51,0.9444444444444444,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,56,435248fc50ef545bf76035ef56aecdb7367713d0a7ffcb713cbf81b878d33dc1,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,L100_control,56,54,31,0.5740740740740741,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,a6f21528a8a74b9db55a066a95318dc48e2d93c65f32f411deeb9186ba0fbcdc,False,PASS_BLIND_RECLASSIFICATION
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,NL90_mild,56,54,31,0.5740740740740741,True,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,56,477840822f42a4e0fc5ac1158be3df01f356eedb030ebba45810a98baa22e257,False,PASS_BLIND_RECLASSIFICATION
