battery_kwh,family,size,winner_rows,mean_ev_route_share,pass_rate,route_share_regime,mean_nearest_depot_p90_km,mean_nearest_station_p90_km,mean_pairwise_p90_km,mean_station_per_customer
100.0,threeshift,200,1,0.9104477611940298,0.0,ev_heavy,78.27376175814945,29.10187496950281,123.35775788278775,0.105
100.0,vanilla,75,1,0.5925925925925926,1.0,practical_mixed,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
100.0,vanilla,100,1,0.6470588235294118,1.0,practical_mixed,92.42449494606201,38.37325466111732,143.56160389931176,0.11
100.0,vanilla,150,1,0.8627450980392157,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
100.0,vanilla,200,1,0.0,0.0,all_cv,89.46161653803227,26.3031745733443,122.96230471960166,0.105
113.0,multidepot,75,1,0.9230769230769231,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
113.0,multidepot,100,1,0.8787878787878788,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
113.0,multidepot,150,1,1.0,0.0,all_ev,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
113.0,multidepot,200,1,0.9594594594594594,0.0,ev_heavy,75.72058221609886,26.3031745733443,122.96230471960166,0.105
113.0,threeshift,75,1,0.0,0.0,all_cv,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
113.0,threeshift,100,1,0.8823529411764706,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
113.0,threeshift,150,1,0.8823529411764706,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
113.0,threeshift,200,1,0.9714285714285714,0.0,ev_heavy,78.27376175814945,29.10187496950281,123.35775788278775,0.105
113.0,vanilla,75,1,0.6538461538461539,1.0,practical_mixed,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
113.0,vanilla,100,1,0.6060606060606061,1.0,practical_mixed,92.42449494606201,38.37325466111732,143.56160389931176,0.11
113.0,vanilla,150,1,1.0,0.0,all_ev,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
113.0,vanilla,200,1,0.5774647887323944,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
123.9,multidepot,75,1,1.0,0.0,all_ev,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
123.9,multidepot,100,1,0.9090909090909091,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
123.9,multidepot,150,1,0.8363636363636363,0.0,ev_heavy,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
123.9,multidepot,200,1,0.9864864864864865,0.0,ev_heavy,75.72058221609886,26.3031745733443,122.96230471960166,0.105
123.9,threeshift,75,1,0.9615384615384616,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
123.9,threeshift,100,1,0.9393939393939394,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
123.9,threeshift,150,1,0.9038461538461539,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
123.9,threeshift,200,1,0.7323943661971831,1.0,practical_mixed,78.27376175814945,29.10187496950281,123.35775788278775,0.105
123.9,vanilla,75,1,0.8148148148148148,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
123.9,vanilla,100,1,0.8529411764705882,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
123.9,vanilla,150,1,0.7924528301886793,1.0,practical_mixed,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
123.9,vanilla,200,1,0.9863013698630136,0.0,ev_heavy,89.46161653803227,26.3031745733443,122.96230471960166,0.105
140.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
140.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
140.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
140.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
140.0,threeshift,75,1,0.9642857142857143,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
140.0,threeshift,100,1,0.9696969696969697,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
140.0,threeshift,150,1,0.9056603773584906,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
140.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
140.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
140.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
140.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
140.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
141.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
141.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
141.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
141.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
141.0,threeshift,75,1,0.9642857142857143,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
141.0,threeshift,100,1,0.9696969696969697,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
141.0,threeshift,150,1,0.9038461538461539,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
141.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
141.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
141.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
141.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
141.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
150.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
150.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
150.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
150.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
150.0,threeshift,75,1,0.88,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
150.0,threeshift,100,1,0.90625,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
150.0,threeshift,150,1,0.9622641509433962,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
150.0,threeshift,200,1,0.0,0.0,all_cv,78.27376175814945,29.10187496950281,123.35775788278775,0.105
150.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
150.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
150.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
150.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
176.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
176.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
176.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
176.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
176.0,threeshift,75,1,0.9583333333333334,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
176.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
176.0,threeshift,150,1,0.9444444444444444,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
176.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
176.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
176.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
176.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
176.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
180.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
180.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
180.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
180.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
180.0,threeshift,75,1,0.9583333333333334,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
180.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
180.0,threeshift,150,1,0.9444444444444444,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
180.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
180.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
180.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
180.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
180.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
194.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
194.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
194.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
194.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
194.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
194.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
194.0,threeshift,150,1,0.9444444444444444,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
194.0,threeshift,200,1,0.0,0.0,all_cv,78.27376175814945,29.10187496950281,123.35775788278775,0.105
194.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
194.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
194.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
194.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
200.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
200.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
200.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
200.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
200.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
200.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
200.0,threeshift,150,1,0.9444444444444444,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
200.0,threeshift,200,1,0.0,0.0,all_cv,78.27376175814945,29.10187496950281,123.35775788278775,0.105
200.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
200.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
200.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
200.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
210.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
210.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
210.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
210.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
210.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
210.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
210.0,threeshift,150,1,0.9444444444444444,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
210.0,threeshift,200,1,0.0,0.0,all_cv,78.27376175814945,29.10187496950281,123.35775788278775,0.105
210.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
210.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
210.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
210.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
240.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
240.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
240.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
240.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
240.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
240.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
240.0,threeshift,150,1,0.9215686274509803,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
240.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
240.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
240.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
240.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
240.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
280.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
280.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
280.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
280.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
280.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
280.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
280.0,threeshift,150,1,0.9215686274509803,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
280.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
280.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
280.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
280.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
280.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
282.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
282.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
282.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
282.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
282.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
282.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
282.0,threeshift,150,1,0.9215686274509803,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
282.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
282.0,vanilla,75,1,0.8461538461538461,0.0,ev_heavy,96.61614814115248,51.65108370180643,143.1304790165299,0.10666666666666667
282.0,vanilla,100,1,0.875,0.0,ev_heavy,92.42449494606201,38.37325466111732,143.56160389931176,0.11
282.0,vanilla,150,1,0.9814814814814815,0.0,ev_heavy,82.0787797982094,38.95660174028026,117.81949156879008,0.10666666666666667
282.0,vanilla,200,1,0.6805555555555556,1.0,practical_mixed,89.46161653803227,26.3031745733443,122.96230471960166,0.105
291.0,multidepot,75,1,0.9642857142857143,0.0,ev_heavy,82.09123525358142,51.65108370180643,143.1304790165299,0.10666666666666667
291.0,multidepot,100,1,0.9714285714285714,0.0,ev_heavy,85.52469625644268,38.37325466111732,143.56160389931176,0.11
291.0,multidepot,150,1,0.0,0.0,all_cv,78.85397994535512,38.95660174028026,117.81949156879008,0.10666666666666667
291.0,multidepot,200,1,0.7972972972972973,1.0,practical_mixed,75.72058221609886,26.3031745733443,122.96230471960166,0.105
291.0,threeshift,75,1,0.9166666666666666,0.0,ev_heavy,70.45108813987137,51.60579327397696,132.87063356311134,0.10666666666666667
291.0,threeshift,100,1,0.9354838709677419,0.0,ev_heavy,81.49162193243188,39.34456198600218,139.18777743328872,0.11
291.0,threeshift,150,1,0.9215686274509803,0.0,ev_heavy,92.56399402521063,46.857860973687295,129.93707516416168,0.10666666666666667
291.0,threeshift,200,1,1.0,0.0,all_ev,78.27376175814945,29.10187496950281,123.35775788278775,0.105
