category,instance,seed,decoder,feasible,violation_count,violation_sample,route_count,lns_route_count,a7_route_count,route_count_delta_vs_lns,route_delta_before,route_count_match_lns,route_delta_half_reduced,cost_fix,lns_cost_fix,a7_cost_fix,total_cost,lns_cost,a7_cost,gap_vs_lns,gap_vs_a7,no_material_total_cost_blowup,reachable_structure,best_reachable,best_no_blowup,solution_signature
multidepot,e2-multidepot-10c-01,2,decode_mixed_route_blocks,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,405.312327112359,371.9993673208387,387.9007343319535,-0.08955111948561151,-0.04488672291479911,False,True,False,False,9c912179340c67b82f0a8ddb436f06b52c2355c6d5028a912d4beacf848db900
multidepot,e2-multidepot-10c-01,2,decode_angle_scan_order,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,460.615231302964,371.9993673208387,387.9007343319535,-0.2382150932684159,-0.18745645608596256,False,True,False,False,1e21f16d782b06af6e345c419bd913e1cb7906367c9ac16ad3785e67664e43fc
multidepot,e2-multidepot-10c-01,2,decode_a11_8000_order,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,387.9007343319535,371.9993673208387,387.9007343319535,-0.0427456829446711,0.0,True,True,False,False,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b
multidepot,e2-multidepot-15c-01,1,decode_a7_order,True,0,,3,2,3,1,1,False,False,240.0,160.0,240.0,684.9140924317439,621.371321439464,649.8601526479185,-0.10226215597636078,-0.05394074346764408,False,False,False,False,e354c2caf7fd157e87f102ed50ee2939b405121fed8b7e6a4a9ce83e40dd56a9
multidepot,e2-multidepot-15c-01,1,decode_lns_order,True,0,,2,2,3,0,1,True,True,160.0,160.0,240.0,639.7874858428406,621.371321439464,649.8601526479185,-0.029637937522951373,0.015499745236010937,True,True,True,True,1c000eeb57695b515abd823486eee0551f00b65081b9aeb6fc8a1197a733b46f
multidepot,e2-multidepot-15c-01,1,decode_mixed_route_blocks,True,0,,3,2,3,1,1,False,False,240.0,160.0,240.0,734.6201451625345,621.371321439464,649.8601526479185,-0.1822562770691108,-0.1304280500493116,False,False,False,False,7f986913d93e785200343f2e44f88aad0ef9d2e8fb18c0b36a5b7d3574d2fa02
multidepot,e2-multidepot-15c-01,1,decode_angle_scan_order,True,0,,3,2,3,1,1,False,False,240.0,160.0,240.0,796.2111395883666,621.371321439464,649.8601526479185,-0.28137735379204487,-0.22520381707376066,False,False,False,False,edf39aaff72281ecc9541aba046ef01266fd6d177a04fd5a67f7f2c5d77a4594
multidepot,e2-multidepot-15c-01,1,decode_a11_8000_order,True,0,,3,2,3,1,1,False,False,240.0,160.0,240.0,684.9140924317439,621.371321439464,649.8601526479185,-0.10226215597636078,-0.05394074346764408,False,False,False,False,e354c2caf7fd157e87f102ed50ee2939b405121fed8b7e6a4a9ce83e40dd56a9
multidepot,e2-multidepot-20c-01,1,decode_a7_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,775.3128409135204,700.4933751651098,707.0076075763136,-0.10680966930026324,-0.09661173742014369,False,True,False,False,f40744518be643f9fd7608e710ca3088b13a02c067335dc5347c73cff49fab27
multidepot,e2-multidepot-20c-01,1,decode_lns_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,700.4933751651098,700.4933751651098,707.0076075763136,0.0,0.009213808085510124,True,True,True,True,1e74f4726f46759aaff81def478a0dfa87dcc96562c97e10cc387ee2db1324ae
multidepot,e2-multidepot-20c-01,1,decode_mixed_route_blocks,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,740.2941912742311,700.4933751651098,707.0076075763136,-0.05681826198533297,-0.04708094133813775,False,True,False,False,54b5862cf36d2634fcd8366d038a7c133cb011d5fb7328ad78263514f8a4fd83
multidepot,e2-multidepot-20c-01,1,decode_angle_scan_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,832.0517876693148,700.4933751651098,707.0076075763136,-0.18780821799092104,-0.17686398102796091,False,True,False,False,2f3f920c9d742b6a9446d9e143b20feb6295086085319cee74fc2fff304a4ab4
multidepot,e2-multidepot-20c-01,1,decode_a11_8000_order,True,0,,3,3,3,0,0,True,False,240.0,240.0,240.0,775.3128409135204,700.4933751651098,707.0076075763136,-0.10680966930026324,-0.09661173742014369,False,True,False,False,f40744518be643f9fd7608e710ca3088b13a02c067335dc5347c73cff49fab27
multidepot,e2-multidepot-50c-01,2,decode_a7_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1578.2803314457735,1192.7479646155844,1226.889772559751,-0.3232303707635703,-0.28640760298530354,False,True,False,False,50292b5b167429ee5fde076236a4285eaa3dd98c1be74150c4a3eb141c6c32af
multidepot,e2-multidepot-50c-01,2,decode_lns_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1376.1421988352995,1192.7479646155844,1226.889772559751,-0.1537577423398262,-0.12165104772546281,False,True,False,False,f6de142ca8b85895f23c44d5b167923c4e6f2be3edea34c34a73a528472c14ae
multidepot,e2-multidepot-50c-01,2,decode_mixed_route_blocks,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1470.8607525453288,1192.7479646155844,1226.889772559751,-0.23316978622502074,-0.19885321847337842,False,True,False,False,5e9cb5f7362e2ee2786210906a1f9d73cbb0752f989f5a57785234ee44dbc4ab
multidepot,e2-multidepot-50c-01,2,decode_angle_scan_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1596.4380119902628,1192.7479646155844,1226.889772559751,-0.3384537717528492,-0.30120736817252614,False,True,False,False,814833e0c0e80572914e344fac06efb1e41b83ec9723fb6ff966aa37cd27ecda
multidepot,e2-multidepot-50c-01,2,decode_a11_8000_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1559.9625676202775,1192.7479646155844,1226.889772559751,-0.3078727559372061,-0.27147735885483176,False,True,False,False,aaa9655d3d4ab1faa5930e3ebd756bf84c9531a30a7f1da6cbe5cb0d32d72dde
multidepot,e2-multidepot-50c-01,3,decode_a7_order,True,0,,7,7,8,0,1,True,True,560.0,560.0,640.0,1548.8239646186926,1191.9803676825516,1272.3085004403983,-0.29937036432061076,-0.2173336608869475,False,True,False,False,ae9c15ba20eb7ca16be27202eca764a53a0073e612956cae0c37fea8d5384fcf
multidepot,e2-multidepot-50c-01,3,decode_lns_order,True,0,,7,7,8,0,1,True,True,560.0,560.0,640.0,1695.5638739786727,1191.9803676825516,1272.3085004403983,-0.42247634268942563,-0.33266725278638654,False,True,False,False,2f9373ee33769f095528672048cb4efa7066e8d4be7fcff009a77a5cf484294e
multidepot,e2-multidepot-50c-01,3,decode_mixed_route_blocks,True,0,,7,7,8,0,1,True,True,560.0,560.0,640.0,1626.7836958298712,1191.9803676825516,1272.3085004403983,-0.3647739005908834,-0.2786078968007951,False,True,False,False,1e32a78c760ef8fe4b53c3cae4d4722c05a5ab28136180d17e423f18d3f42ae4
multidepot,e2-multidepot-50c-01,3,decode_angle_scan_order,True,0,,7,7,8,0,1,True,True,560.0,560.0,640.0,1596.4380119902628,1191.9803676825516,1272.3085004403983,-0.3393156928365002,-0.25475701171348764,False,True,False,False,814833e0c0e80572914e344fac06efb1e41b83ec9723fb6ff966aa37cd27ecda
multidepot,e2-multidepot-50c-01,3,decode_a11_8000_order,True,0,,7,7,8,0,1,True,True,560.0,560.0,640.0,1446.3884386151235,1191.9803676825516,1272.3085004403983,-0.2134331049656398,-0.13682211359467372,False,True,False,False,b1b4507449650c9106614d84dc9a0c269b15c8468f619365df4337007b7ed86e
multidepot,e2-multidepot-75c-01,3,decode_a7_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2033.8651224891396,2001.7043548591696,2015.2600136757765,-0.01606669214257301,-0.009232113318929971,True,True,True,True,2e2b13465fe4eac93b2ae294374e8787fa313edcd82f644ca2e7de9544e9d740
multidepot,e2-multidepot-75c-01,3,decode_lns_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2487.808409903442,2001.7043548591696,2015.2600136757765,-0.24284508042571182,-0.23448507538526062,False,True,False,False,11c437bba92eb4d853a28b0a5325b69faa27bdfa22fe8bac45f3fffa79710b35
multidepot,e2-multidepot-75c-01,3,decode_mixed_route_blocks,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2506.9495601215913,2001.7043548591696,2015.2600136757765,-0.2524075066509851,-0.24398317989200172,False,True,False,False,e1394c1d526bf57a3277f03cee8754d5bed0ee342b63a7ebd60f0c01ad614fc6
multidepot,e2-multidepot-75c-01,3,decode_angle_scan_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2685.2306137180217,2001.7043548591696,2015.2600136757765,-0.34147213458350184,-0.3324487140596007,False,True,False,False,da1fab14cffcd930e09a9b3c0e2ce423b46e9d1b721fbfc04214d4857834e675
multidepot,e2-multidepot-75c-01,3,decode_a11_8000_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2033.8651224891396,2001.7043548591696,2015.2600136757765,-0.01606669214257301,-0.009232113318929971,True,True,False,False,2e2b13465fe4eac93b2ae294374e8787fa313edcd82f644ca2e7de9544e9d740
threeshift,e2-threeshift-100c-01,1,decode_a7_order,True,0,,13,13,13,0,0,True,False,1040.0,1040.0,1040.0,2741.28350396361,2672.587337374461,2721.6649553264665,-0.025703993141206697,-0.007208289396073162,True,True,True,True,52e35e61bbe964f9c9befd1405e7acb68efca10f0233f8a4cc9e0a358b25360c
threeshift,e2-threeshift-100c-01,1,decode_lns_order,True,0,,13,13,13,0,0,True,False,1040.0,1040.0,1040.0,2823.279659138658,2672.587337374461,2721.6649553264665,-0.0563844330386735,-0.037335493339591797,False,True,False,False,9ffa9955a2010360f929ee607cd711276d0c63f8cf98159b663d22588f4269d6
threeshift,e2-threeshift-100c-01,1,decode_mixed_route_blocks,True,0,,15,13,13,2,0,False,False,1200.0,1040.0,1040.0,3420.6860020574804,2672.587337374461,2721.6649553264665,-0.27991551640664,-0.25683581859074406,False,False,False,False,98cd5b4d9335d6f110f90cbe8937bad4c9442a28669ce0e732a1373240dee2da
threeshift,e2-threeshift-100c-01,1,decode_angle_scan_order,True,0,,22,13,13,9,0,False,False,1760.0,1040.0,1040.0,4353.299014018905,2672.587337374461,2721.6649553264665,-0.6288706277773388,-0.5994985001732964,False,False,False,False,82110ba0665082fcf3889eb4d76b37f57a20e531314f00aa91c6e1f147a378cd
threeshift,e2-threeshift-100c-01,1,decode_a11_8000_order,True,0,,14,13,13,1,0,False,False,1120.0,1040.0,1040.0,3012.6231518036125,2672.587337374461,2721.6649553264665,-0.1272309457109084,-0.10690448723591889,False,False,False,False,88583bf6570925637f351aeb0fabb034af2f0f6bb430d5419aa97db7c8f13cea
threeshift,e2-threeshift-100c-01,3,decode_a7_order,True,0,,14,13,14,1,1,False,False,1120.0,1040.0,1120.0,2910.5536121475748,2721.997756306055,2770.717572290323,-0.06927112831180408,-0.05046925072975261,False,False,False,False,a6cecb576de8cc3c73cc5fe3571d9275f2801eba10113a79e15441369f890a0c
threeshift,e2-threeshift-100c-01,3,decode_lns_order,True,0,,13,13,14,0,1,True,True,1040.0,1040.0,1120.0,2823.4973313787996,2721.997756306055,2770.717572290323,-0.037288632893836965,-0.019049129949700323,True,True,False,False,ea3a1b394c7c4e0ad83279ff37644eb40d3a0d96d4370d96aec44ef5b4eb6939
threeshift,e2-threeshift-100c-01,3,decode_mixed_route_blocks,True,0,,16,13,14,3,1,False,False,1280.0,1040.0,1120.0,3327.9161461101803,2721.997756306055,2770.717572290323,-0.22260062059213434,-0.2011026238806676,False,False,False,False,cb29e9a2b494d97dde8de8f5241973085fe50014c857330e154c72cadd88ce2d
threeshift,e2-threeshift-100c-01,3,decode_angle_scan_order,True,0,,22,13,14,9,1,False,False,1760.0,1040.0,1120.0,4353.299014018905,2721.997756306055,2770.717572290323,-0.5993029398843597,-0.5711810750961502,False,False,False,False,82110ba0665082fcf3889eb4d76b37f57a20e531314f00aa91c6e1f147a378cd
threeshift,e2-threeshift-100c-01,3,decode_a11_8000_order,True,0,,13,13,14,0,1,True,True,1040.0,1040.0,1120.0,2748.6504021935575,2721.997756306055,2770.717572290323,-0.00979157525966218,0.007964424204566035,True,True,True,True,d909497a5f716ecee49d07f585454cae821d5159f701ba6ad49766aa6ff1875e
threeshift,e2-threeshift-150c-01,3,decode_a7_order,True,0,,22,22,23,0,1,True,True,1760.0,1760.0,1840.0,4138.183944111686,3899.3223684183135,4036.5306789404813,-0.06125720141221933,-0.025183325300004215,False,True,False,False,54e1c963b9773f6db3b06c8b91f2fb7d5d143ea96e527af14ab0190fc6170ddd
threeshift,e2-threeshift-150c-01,3,decode_lns_order,True,0,,22,22,23,0,1,True,True,1760.0,1760.0,1840.0,4115.424860552475,3899.3223684183135,4036.5306789404813,-0.055420524828733185,-0.01954504694429882,True,True,True,True,1bab4e3c4bc11858787cce54df9e32fd32a6e87d442de091dd35aafd0ce59c38
threeshift,e2-threeshift-150c-01,3,decode_mixed_route_blocks,True,0,,25,22,23,3,1,False,False,2000.0,1760.0,1840.0,4905.3235151868885,3899.3223684183135,4036.5306789404813,-0.25799383885683713,-0.21523256116424466,False,False,False,False,a1b9153f1e172f91a0a7bfe15e62883fd677aa4259efd80aa12a61d203c7a5d7
threeshift,e2-threeshift-150c-01,3,decode_angle_scan_order,True,0,,28,22,23,6,1,False,False,2240.0,1760.0,1840.0,5995.177844521521,3899.3223684183135,4036.5306789404813,-0.5374922302085405,-0.4852303429278409,False,False,False,False,295dac217f8b2366b300772b42e5961269f07d17abceb090b96193bf7e446b6d
threeshift,e2-threeshift-150c-01,3,decode_a11_8000_order,True,0,,22,22,23,0,1,True,True,1760.0,1760.0,1840.0,4315.850967649776,3899.3223684183135,4036.5306789404813,-0.1068207652193731,-0.06919810870423299,False,True,False,False,bfe57482683bc4ef1728dbefa00249979b8fb2708e166e6f4f5530e21ede46cc
threeshift,e2-threeshift-50c-01,2,decode_a7_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1393.6798373093368,1334.4596675803778,1373.2825637977708,-0.0443776392555469,-0.014852932709753477,True,True,False,False,cf96b9896d89f938051ebef1185789602db82fcb88a7e1749e6fedf0e3e1cd71
threeshift,e2-threeshift-50c-01,2,decode_lns_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1355.6450415245884,1334.4596675803778,1373.2825637977708,-0.01587561951769108,0.012843330817808089,True,True,True,True,cf0849d3ca3b820248f9a33cce6398f1640ba90c8981365fa2a814c583b80cb1
threeshift,e2-threeshift-50c-01,2,decode_mixed_route_blocks,True,0,,9,7,7,2,0,False,False,720.0,560.0,560.0,1652.3517779300619,1334.4596675803778,1373.2825637977708,-0.23821784807185767,-0.2032132508553329,False,False,False,False,994789e04be9679dd562ce859d6c717161df3af75bb33b14a658336df6b7c5ce
threeshift,e2-threeshift-50c-01,2,decode_angle_scan_order,True,0,,11,7,7,4,0,False,False,880.0,560.0,560.0,2106.5468906234883,1334.4596675803778,1373.2825637977708,-0.5785766642487198,-0.5339500741915032,False,False,False,False,d16ef2ce5b6049b702e9562532bb38f65dae006a3bb7405e1c4584334ae2882c
threeshift,e2-threeshift-50c-01,2,decode_a11_8000_order,True,0,,7,7,7,0,0,True,False,560.0,560.0,560.0,1393.6798373093368,1334.4596675803778,1373.2825637977708,-0.0443776392555469,-0.014852932709753477,True,True,False,False,cf96b9896d89f938051ebef1185789602db82fcb88a7e1749e6fedf0e3e1cd71
threeshift,e2-threeshift-75c-01,1,decode_a7_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,1997.5028419701066,1924.2253454603042,1940.2466484177046,-0.038081556654827924,-0.029509750009925364,False,True,False,False,588b3df8b1e20fe68babc54840fa2176c872c80b4963922dfd970bd6ad3432b1
threeshift,e2-threeshift-75c-01,1,decode_lns_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2016.1574490229737,1924.2253454603042,1940.2466484177046,-0.047776162900857067,-0.03912430446261833,False,True,False,False,378e0e6549a95425e35df6b88efec2d3e9eb5c307c22f950dcf2bacda2e2e7c5
threeshift,e2-threeshift-75c-01,1,decode_mixed_route_blocks,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,2291.676449534243,1924.2253454603042,1940.2466484177046,-0.19096053637420465,-0.18112635391131016,False,True,False,False,dafb0ce1d5b5c44960f931072be6a77a79fccb243ab6a2c6c3f7dd897ae91af8
threeshift,e2-threeshift-75c-01,1,decode_angle_scan_order,True,0,,16,11,11,5,0,False,False,1280.0,880.0,880.0,2953.6232850640977,1924.2253454603042,1940.2466484177046,-0.5349674569209801,-0.5222926876192852,False,False,False,False,7ba656464be8376f7e8d148da932e3f1edd7cf1b063f0748fd8ddbabdf3c36b2
threeshift,e2-threeshift-75c-01,1,decode_a11_8000_order,True,0,,11,11,11,0,0,True,False,880.0,880.0,880.0,1991.2527152465134,1924.2253454603042,1940.2466484177046,-0.034833430473381076,-0.026288444755415443,False,True,False,False,25b260430b40bd7ab4e9c941fd520a18768cc0d63b9e053783b93c593194766a
threeshift,e2-threeshift-75c-01,2,decode_a7_order,True,0,,11,10,11,1,1,False,False,880.0,800.0,880.0,2072.93318878525,1879.3851292337,1976.3269245284043,-0.1029847775960999,-0.048881722481161884,False,False,False,False,374a5700eb467058e006a5e6950542ed569b400a960f75c3c02ca25101c59f27
threeshift,e2-threeshift-75c-01,2,decode_lns_order,True,0,,10,10,11,0,1,True,True,800.0,800.0,880.0,1933.2351846372417,1879.3851292337,1976.3269245284043,-0.02865301771622434,0.021803953261146463,True,True,True,True,cd6a8d14ff549545048dc549e5acdc405b575eccaa5ffc86c45aa92a8694f01a
threeshift,e2-threeshift-75c-01,2,decode_mixed_route_blocks,True,0,,12,10,11,2,1,False,False,960.0,800.0,880.0,2284.2902069215625,1879.3851292337,1976.3269245284043,-0.21544550469703805,-0.15582608250233956,False,False,False,False,5be0610ae2633e74778c956d57cd59f1818d37d5b71240bace7b97705e1bd3d8
threeshift,e2-threeshift-75c-01,2,decode_angle_scan_order,True,0,,16,10,11,6,1,False,False,1280.0,800.0,880.0,2953.6232850640977,1879.3851292337,1976.3269245284043,-0.5715902180562679,-0.494501364327108,False,False,False,False,7ba656464be8376f7e8d148da932e3f1edd7cf1b063f0748fd8ddbabdf3c36b2
threeshift,e2-threeshift-75c-01,2,decode_a11_8000_order,True,0,,11,10,11,1,1,False,False,880.0,800.0,880.0,2226.9359531921496,1879.3851292337,1976.3269245284043,-0.18492794188499298,-0.12680545184777367,False,False,False,False,c192814fb3113987f9b800e22daec0fa5f7c74c86c1cc697d973121c61d98f7d
vanilla,e2-vanilla-100c-01,3,decode_a7_order,True,0,,14,14,14,0,0,True,False,1120.0,1120.0,1120.0,3126.0561442027442,2848.223791996355,2927.3348127651484,-0.09754582943486093,-0.06788472933503786,False,True,False,False,ed70795e2ea9bd7a6a15c4d5393a23b389c932ff541e873e9e98fcb8fabdf8e8
vanilla,e2-vanilla-100c-01,3,decode_lns_order,True,0,,14,14,14,0,0,True,False,1120.0,1120.0,1120.0,2962.7441541931976,2848.223791996355,2927.3348127651484,-0.04020764187092682,-0.012096102322713697,True,True,True,True,0e2bb512c5ff58c73ce889761742ded1d13701309a4a4f7404a7dda6c47bc3e0
vanilla,e2-vanilla-100c-01,3,decode_mixed_route_blocks,True,0,,14,14,14,0,0,True,False,1120.0,1120.0,1120.0,4158.497073420992,2848.223791996355,2927.3348127651484,-0.46003171699729756,-0.4205744608669798,False,True,False,False,8ec2abdc5931b19c1005c8af2f983df37c7ba019539eaa95975730fea3c48c10
vanilla,e2-vanilla-100c-01,3,decode_angle_scan_order,True,0,,14,14,14,0,0,True,False,1120.0,1120.0,1120.0,3974.332945009813,2848.223791996355,2927.3348127651484,-0.3953724269061577,-0.3576625836166908,False,True,False,False,b29266ba440751d5598bb16a3a3154bedfba8bbc2effe92b5d3dbdd7cf58e3e1
vanilla,e2-vanilla-100c-01,3,decode_a11_8000_order,True,0,,14,14,14,0,0,True,False,1120.0,1120.0,1120.0,3301.0714743159597,2848.223791996355,2927.3348127651484,-0.15899301297606191,-0.12767130699265014,False,True,False,False,19910fbd74f4a4e2bf97bada41f22b5ef45d46aecee0c928e9d33ceef9e52438
vanilla,e2-vanilla-150c-01,2,decode_a7_order,True,0,,20,20,22,0,2,True,True,1600.0,1600.0,1760.0,4248.557161049051,3425.490341646978,3518.2429057418876,-0.24027708074235635,-0.2075792589861451,False,True,False,False,284bc79d4123ef1a21c5807a4219ff3b9ea8f3efc984fc805c0b64cc6850b96d
vanilla,e2-vanilla-150c-01,2,decode_lns_order,True,0,,20,20,22,0,2,True,True,1600.0,1600.0,1760.0,3599.153575722008,3425.490341646978,3518.2429057418876,-0.05069733578391374,-0.02299746553828663,False,True,False,False,2a78f33f1e1ebec2c3aca33ece82553b803627981376c346255c95219072de2b
vanilla,e2-vanilla-150c-01,2,decode_mixed_route_blocks,True,0,,20,20,22,0,2,True,True,1600.0,1600.0,1760.0,4593.223380188518,3425.490341646978,3518.2429057418876,-0.3408951484534308,-0.3055447003651245,False,True,False,False,99084b6f8042eda6265e7fd6176a0930c86e612cd1975219e776d37516f1c179
vanilla,e2-vanilla-150c-01,2,decode_angle_scan_order,True,0,,20,20,22,0,2,True,True,1600.0,1600.0,1760.0,5131.303335810326,3425.490341646978,3518.2429057418876,-0.49797629653896264,-0.4584846678539082,False,True,False,False,b8cb2f05bf2c35f354ee7c13ee08d0f5fa781821b84dfa969a59110b228eb816
vanilla,e2-vanilla-150c-01,2,decode_a11_8000_order,True,0,,20,20,22,0,2,True,True,1600.0,1600.0,1760.0,4112.112899619522,3425.490341646978,3518.2429057418876,-0.20044504275040975,-0.16879732576406795,False,True,False,False,c2e3028a8f92d426adc958a06e027201e825d42d12da6283afa49d9f3480ef6a
vanilla,e2-vanilla-15c-01,3,decode_a7_order,True,0,,2,2,2,0,0,True,False,160.0,160.0,160.0,644.386285554954,642.185285005708,644.386285554954,-0.003427360608592065,0.0,True,True,False,False,e108019aef761e52082971a1b982d87f9ded4cc3e00c63e865e7b8417ec37295
