aware_minus_naive_operating_cost_cny,aware_minus_naive_system_emissions_kg,aware_minus_naive_system_emissions_pct,aware_system_emissions_kg,carbon_aware_moved_action_count,carbon_ranges_by_city_json,charging_action_count,charging_replay_route_signature_equal,customer_count,customer_demand_kg,depot_collaboration_move_count,depot_count,dynamic_event_count_max,dynamic_event_count_min,dynamic_stream_seed_count,dynamic_stream_unique_hash_count,failure_reason,formal_fairness_effect_status,generated_move_channels_json,instance_id,maximum_within_city_carbon_range_gco2_per_kwh,multi_trip_vehicle_count,naive_system_emissions_kg,region,registered_cv,registered_ev,status,trip_count,used_cv,used_ev,whole_duty_type_exchange_move_count
64.25122833804835,-58.97409870569527,-11.020185288924651,476.1720640812823,4,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",5,True,100,27432.0,6629,2,32,32,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 6629, ""mixed_fleet"": 3944, ""multi_trip"": 685, ""relocate"": 4803, ""route_order"": 246, ""time_varying_carbon_charge"": 4, ""whole_duty_type_exchange"": 31}",cn-jjj-100c-02-V2-LOCATIONS,489.79999999999995,5,535.1461627869776,jjj,13,4,STRUCTURAL_SCOUT_PASS,18,9,4,31
77.01322562770838,-59.581456609928296,-11.702382242348664,449.5580961412586,4,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",6,True,100,27081.0,6629,2,32,32,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 6629, ""mixed_fleet"": 4317, ""multi_trip"": 704, ""relocate"": 4407, ""route_order"": 249, ""time_varying_carbon_charge"": 4, ""whole_duty_type_exchange"": 27}",cn-jjj-100c-03-V2-LOCATIONS,489.79999999999995,5,509.1395527511869,jjj,11,4,STRUCTURAL_SCOUT_PASS,18,9,4,27
101.72670842821208,-81.46783791914152,-10.675150256309918,681.6861783064111,5,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""shijiazhuang"": {""maximum_gco2_per_kwh"": 716.9, ""minimum_gco2_per_kwh"": 198.3, ""range_gco2_per_kwh"": 518.5999999999999}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",5,True,150,38196.0,18934,3,48,48,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 18934, ""mixed_fleet"": 7227, ""multi_trip"": 1202, ""relocate"": 8938, ""route_order"": 404, ""time_varying_carbon_charge"": 6, ""whole_duty_type_exchange"": 50}",cn-jjj-150c-01-V2-LOCATIONS,518.5999999999999,8,763.1540162255526,jjj,17,6,STRUCTURAL_SCOUT_PASS,25,12,5,50
92.5050408520483,-78.34145373744968,-10.521170983447597,666.2662886963551,6,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""shijiazhuang"": {""maximum_gco2_per_kwh"": 716.9, ""minimum_gco2_per_kwh"": 198.3, ""range_gco2_per_kwh"": 518.5999999999999}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",8,True,150,39727.0,18986,3,48,48,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 18986, ""mixed_fleet"": 6956, ""multi_trip"": 1307, ""relocate"": 9265, ""route_order"": 386, ""time_varying_carbon_charge"": 6, ""whole_duty_type_exchange"": 53}",cn-jjj-150c-02-V2-LOCATIONS,518.5999999999999,9,744.6077424338048,jjj,17,6,STRUCTURAL_SCOUT_PASS,26,11,6,53
86.28619887409332,-92.55613196764659,-12.392058535769788,654.3426314660678,6,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""shijiazhuang"": {""maximum_gco2_per_kwh"": 716.9, ""minimum_gco2_per_kwh"": 198.3, ""range_gco2_per_kwh"": 518.5999999999999}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",7,True,150,39998.0,19068,3,48,48,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 19068, ""mixed_fleet"": 7598, ""multi_trip"": 1509, ""relocate"": 8374, ""route_order"": 379, ""time_varying_carbon_charge"": 6, ""whole_duty_type_exchange"": 54}",cn-jjj-150c-03-V2-LOCATIONS,518.5999999999999,8,746.8987634337144,jjj,18,6,STRUCTURAL_SCOUT_PASS,26,11,6,54
30.041926737231734,-27.69696145766352,-9.083110145610512,277.23120756876085,2,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",2,True,50,13264.0,1645,2,16,16,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 1645, ""mixed_fleet"": 687, ""multi_trip"": 275, ""relocate"": 1272, ""route_order"": 122, ""time_varying_carbon_charge"": 2, ""whole_duty_type_exchange"": 7}",cn-jjj-50c-01-V2-LOCATIONS,489.79999999999995,3,304.92816902642437,jjj,7,2,STRUCTURAL_SCOUT_PASS,10,5,2,7
16.484174490474288,-14.649008893976315,-5.006697846874586,277.9392267456261,1,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",2,True,50,13543.0,1645,2,16,16,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 1645, ""mixed_fleet"": 794, ""multi_trip"": 444, ""relocate"": 1022, ""route_order"": 119, ""time_varying_carbon_charge"": 2, ""whole_duty_type_exchange"": 7}",cn-jjj-50c-02-V2-LOCATIONS,489.79999999999995,4,292.58823563960243,jjj,6,2,STRUCTURAL_SCOUT_PASS,10,5,1,7
56.27567517844227,-41.520098609437355,-14.45899247146791,245.637521061293,3,"{""beijing"": {""maximum_gco2_per_kwh"": 643.9, ""minimum_gco2_per_kwh"": 154.1, ""range_gco2_per_kwh"": 489.79999999999995}, ""tianjin"": {""maximum_gco2_per_kwh"": 788.4, ""minimum_gco2_per_kwh"": 413.9, ""range_gco2_per_kwh"": 374.5}}",3,True,50,14725.0,1645,2,16,16,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 1645, ""mixed_fleet"": 1187, ""multi_trip"": 322, ""relocate"": 771, ""route_order"": 109, ""time_varying_carbon_charge"": 3, ""whole_duty_type_exchange"": 12}",cn-jjj-50c-03-V2-LOCATIONS,489.79999999999995,3,287.15761967073036,jjj,7,3,STRUCTURAL_SCOUT_PASS,10,4,3,12
63.71875641560064,-24.836363221830425,-6.470206430609732,359.02099107111326,3,"{""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",4,True,100,24443.0,8244,2,32,32,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 8244, ""mixed_fleet"": 3210, ""multi_trip"": 995, ""relocate"": 3327, ""route_order"": 282, ""time_varying_carbon_charge"": 3, ""whole_duty_type_exchange"": 15}",cn-prd-100c-01-V2-LOCATIONS,344.79999999999995,6,383.8573542929437,prd,10,3,STRUCTURAL_SCOUT_PASS,16,7,3,15
66.35582301167597,-36.45517252441488,-8.33035249637634,401.16343413445924,4,"{""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",4,True,100,27991.0,8344,2,32,32,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 8344, ""mixed_fleet"": 3056, ""multi_trip"": 979, ""relocate"": 3739, ""route_order"": 236, ""time_varying_carbon_charge"": 4, ""whole_duty_type_exchange"": 26}",cn-prd-100c-02-V2-LOCATIONS,344.79999999999995,7,437.6186066588741,prd,13,4,STRUCTURAL_SCOUT_PASS,18,7,4,26
85.74821707811725,-36.84658657049869,-9.637248967300355,345.4885247825535,4,"{""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",5,True,100,26320.0,8290,2,32,32,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 8290, ""mixed_fleet"": 3630, ""multi_trip"": 762, ""relocate"": 3241, ""route_order"": 261, ""time_varying_carbon_charge"": 4, ""whole_duty_type_exchange"": 24}",cn-prd-100c-03-V2-LOCATIONS,344.79999999999995,5,382.3351113530522,prd,12,4,STRUCTURAL_SCOUT_PASS,17,8,4,24
87.8405702717946,-38.210568728042176,-5.4581083877575844,661.8592359271316,4,"{""dongguan"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""foshan"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",4,True,150,40211.0,26363,4,48,48,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 26363, ""mixed_fleet"": 2577, ""multi_trip"": 1579, ""relocate"": 6197, ""route_order"": 379, ""time_varying_carbon_charge"": 6, ""whole_duty_type_exchange"": 26}",cn-prd-150c-01-V2-LOCATIONS,344.79999999999995,10,700.0698046551738,prd,18,6,STRUCTURAL_SCOUT_PASS,27,12,4,26
101.11562184898685,-51.222314277975556,-7.71905957478127,612.3600014398949,5,"{""dongguan"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""foshan"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",6,True,150,40487.0,26363,4,48,48,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 26363, ""mixed_fleet"": 3600, ""multi_trip"": 1239, ""relocate"": 5494, ""route_order"": 375, ""time_varying_carbon_charge"": 6, ""whole_duty_type_exchange"": 27}",cn-prd-150c-02-V2-LOCATIONS,344.79999999999995,9,663.5823157178704,prd,17,6,STRUCTURAL_SCOUT_PASS,27,13,5,27
97.1551854243371,-40.43999956276457,-6.149083672877406,617.218957675673,4,"{""dongguan"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""foshan"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",5,True,150,38126.0,26263,4,48,48,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 26263, ""mixed_fleet"": 4183, ""multi_trip"": 1364, ""relocate"": 4653, ""route_order"": 406, ""time_varying_carbon_charge"": 6, ""whole_duty_type_exchange"": 26}",cn-prd-150c-03-V2-LOCATIONS,344.79999999999995,10,657.6589572384376,prd,17,6,STRUCTURAL_SCOUT_PASS,26,12,4,26
19.384200752549305,-7.047809558022493,-3.3140681870732136,205.61557454231178,1,"{""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",2,True,50,12223.0,2086,2,16,16,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 2086, ""mixed_fleet"": 614, ""multi_trip"": 536, ""relocate"": 581, ""route_order"": 134, ""time_varying_carbon_charge"": 2, ""whole_duty_type_exchange"": 5}",cn-prd-50c-01-V2-LOCATIONS,344.79999999999995,4,212.66338410033427,prd,6,2,STRUCTURAL_SCOUT_PASS,9,4,1,5
47.053745308943235,-18.34863774977623,-9.94690959656831,166.1170756624229,2,"{""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",3,True,50,12847.0,2086,2,16,16,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 2086, ""mixed_fleet"": 910, ""multi_trip"": 277, ""relocate"": 545, ""route_order"": 126, ""time_varying_carbon_charge"": 2, ""whole_duty_type_exchange"": 5}",cn-prd-50c-02-V2-LOCATIONS,344.79999999999995,2,184.46571341219914,prd,5,2,STRUCTURAL_SCOUT_PASS,9,5,2,5
45.37076459304626,-18.306881191418427,-9.962327144800595,165.454211225356,2,"{""guangzhou"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}, ""shenzhen"": {""maximum_gco2_per_kwh"": 366.9, ""minimum_gco2_per_kwh"": 22.1, ""range_gco2_per_kwh"": 344.79999999999995}}",3,True,50,13613.0,2086,2,16,16,10,10,,UNMEASURED_REQUIRES_INDEPENDENT_PROFIT_BASELINE,"{""depot_collaboration"": 2086, ""mixed_fleet"": 954, ""multi_trip"": 424, ""relocate"": 375, ""route_order"": 123, ""time_varying_carbon_charge"": 2, ""whole_duty_type_exchange"": 6}",cn-prd-50c-03-V2-LOCATIONS,344.79999999999995,3,183.76109241677443,prd,6,2,STRUCTURAL_SCOUT_PASS,9,4,2,6
