pair_id,instance,condition,seed,start_sha256,start_certificate_sha256,data_fingerprint_sha256,contract_sha256,arm,allow_reassignment,eval_budget,same_start_group,random_seed,random_control
L-main-threeshift-10c-01__medium__seed1,L-main-threeshift-10c-01,medium,1,87ae845777db85e0ccf6590228c2ee80a2c7806f0b394dc1f74606d6ae691d75,58773d943adcc24f0b193795330ee7bfaec31ec8b3b0f702520fd0a7df50e164,917c2a779ae537f64bb713b11faac6b1dac43640409fd586f9b96d55cdade42a,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-10c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-75c-01__medium__seed3,L-main-threeshift-75c-01,medium,3,96bb02453e75fd84467e1810361c274a3515ed047e8bef864c7870f5ecf260a9,5683a0f9270042c3b63d4a5cb3b3027c06bfdb873e5fd311257f98de8c3ac32f,61855c1b673b96c41449df2181ac1b408829325856c32d8893d1cd2489f1d295,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-75c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-100c-01__medium__seed1,L-main-threeshift-100c-01,medium,1,ed2efdabad69fe2d9ca625c37de88b8548e71a9739c7184d5fac6e2f77fc11de,600a7ff42a056240a471587e8c522a8b12f1f1253f69f630951edc1fa710743d,df24be1880e50f42e0b07152d3f2dc8f332d3833a006b0247910a676a7f45a35,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-100c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-100c-01__medium__seed1,L-main-threeshift-100c-01,medium,1,ed2efdabad69fe2d9ca625c37de88b8548e71a9739c7184d5fac6e2f77fc11de,600a7ff42a056240a471587e8c522a8b12f1f1253f69f630951edc1fa710743d,df24be1880e50f42e0b07152d3f2dc8f332d3833a006b0247910a676a7f45a35,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-100c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-100c-01__medium__seed2,L-main-threeshift-100c-01,medium,2,ed2efdabad69fe2d9ca625c37de88b8548e71a9739c7184d5fac6e2f77fc11de,600a7ff42a056240a471587e8c522a8b12f1f1253f69f630951edc1fa710743d,df24be1880e50f42e0b07152d3f2dc8f332d3833a006b0247910a676a7f45a35,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-100c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-100c-01__medium__seed2,L-main-threeshift-100c-01,medium,2,ed2efdabad69fe2d9ca625c37de88b8548e71a9739c7184d5fac6e2f77fc11de,600a7ff42a056240a471587e8c522a8b12f1f1253f69f630951edc1fa710743d,df24be1880e50f42e0b07152d3f2dc8f332d3833a006b0247910a676a7f45a35,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-100c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-100c-01__medium__seed3,L-main-threeshift-100c-01,medium,3,ed2efdabad69fe2d9ca625c37de88b8548e71a9739c7184d5fac6e2f77fc11de,600a7ff42a056240a471587e8c522a8b12f1f1253f69f630951edc1fa710743d,df24be1880e50f42e0b07152d3f2dc8f332d3833a006b0247910a676a7f45a35,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-100c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-100c-01__medium__seed3,L-main-threeshift-100c-01,medium,3,ed2efdabad69fe2d9ca625c37de88b8548e71a9739c7184d5fac6e2f77fc11de,600a7ff42a056240a471587e8c522a8b12f1f1253f69f630951edc1fa710743d,df24be1880e50f42e0b07152d3f2dc8f332d3833a006b0247910a676a7f45a35,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-100c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-150c-01__medium__seed1,L-main-threeshift-150c-01,medium,1,e07771f53ff7d3bfd50e62ff6260209d6958ed2e55326d0df8ebe900c3fb9f60,6baddad9194d66cb645f39edb68b47e37a904bf2f69d976f62e62a2ae27c9d29,94007ead56e726861081838b642d5fcff5f5634c98116b56fff39a98a152a8be,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-150c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-150c-01__medium__seed1,L-main-threeshift-150c-01,medium,1,e07771f53ff7d3bfd50e62ff6260209d6958ed2e55326d0df8ebe900c3fb9f60,6baddad9194d66cb645f39edb68b47e37a904bf2f69d976f62e62a2ae27c9d29,94007ead56e726861081838b642d5fcff5f5634c98116b56fff39a98a152a8be,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-150c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-150c-01__medium__seed2,L-main-threeshift-150c-01,medium,2,e07771f53ff7d3bfd50e62ff6260209d6958ed2e55326d0df8ebe900c3fb9f60,6baddad9194d66cb645f39edb68b47e37a904bf2f69d976f62e62a2ae27c9d29,94007ead56e726861081838b642d5fcff5f5634c98116b56fff39a98a152a8be,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-150c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-150c-01__medium__seed2,L-main-threeshift-150c-01,medium,2,e07771f53ff7d3bfd50e62ff6260209d6958ed2e55326d0df8ebe900c3fb9f60,6baddad9194d66cb645f39edb68b47e37a904bf2f69d976f62e62a2ae27c9d29,94007ead56e726861081838b642d5fcff5f5634c98116b56fff39a98a152a8be,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-150c-01__medium__seed2,2,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-150c-01__medium__seed3,L-main-threeshift-150c-01,medium,3,e07771f53ff7d3bfd50e62ff6260209d6958ed2e55326d0df8ebe900c3fb9f60,6baddad9194d66cb645f39edb68b47e37a904bf2f69d976f62e62a2ae27c9d29,94007ead56e726861081838b642d5fcff5f5634c98116b56fff39a98a152a8be,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-150c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-150c-01__medium__seed3,L-main-threeshift-150c-01,medium,3,e07771f53ff7d3bfd50e62ff6260209d6958ed2e55326d0df8ebe900c3fb9f60,6baddad9194d66cb645f39edb68b47e37a904bf2f69d976f62e62a2ae27c9d29,94007ead56e726861081838b642d5fcff5f5634c98116b56fff39a98a152a8be,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-150c-01__medium__seed3,3,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-200c-01__medium__seed1,L-main-threeshift-200c-01,medium,1,ea96c32e1da9322d73381afa0fa2f75a4a52651a1e915c24e8308b1eea69f665,8daa75a0f698dcdbd958accc8da3d2dd3042e3a47349e1593dd47c6b7507c15f,ca6ed87deda40a66262b8c3d3864c3ce509f949f0fdca48acce4e1fde2dd0c02,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,ownership_fixed,False,4000,L-main-threeshift-200c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
L-main-threeshift-200c-01__medium__seed1,L-main-threeshift-200c-01,medium,1,ea96c32e1da9322d73381afa0fa2f75a4a52651a1e915c24e8308b1eea69f665,8daa75a0f698dcdbd958accc8da3d2dd3042e3a47349e1593dd47c6b7507c15f,ca6ed87deda40a66262b8c3d3864c3ce509f949f0fdca48acce4e1fde2dd0c02,2f521c3d422506042a685e7673a17a698a1603291c0dc3f186b28618e1fb09bd,reassignment_allowed,True,4000,L-main-threeshift-200c-01__medium__seed1,1,same seed and staged seed rule; not draw-by-draw equality
