actual_evals,algorithm,best_obj,bundle,candidate_scores,current_obj,eval_budget,feasible,pomo_group,pomo_rollout,repair_delta_count,reward_sum,scale,seed,steps,violation_count,wall_time_seconds,worker_integrity_ok,worker_numpy_version,worker_python_executable
120,learned_destroy,585.8698494488967,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,586.5058921611503,120,True,3,1,30041,92.0,25c,14,120,0,6.562000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,577.4670989282648,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,577.4670989282648,120,True,3,2,28474,126.0,25c,15,120,0,8.905999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,592.2482905949735,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,596.2238879548361,120,True,3,3,28213,93.0,25c,16,120,0,6.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,524.2173100819293,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,524.2173100819293,120,True,4,0,24817,55.0,25c,17,120,0,6.032000000006519,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,528.8596826629409,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,528.8596826629409,120,True,4,1,26676,83.0,25c,18,120,0,5.922000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,522.6877781408836,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,522.6877781408836,120,True,4,2,24452,88.0,25c,19,120,0,6.437000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,539.2087438257066,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,541.7512354891487,120,True,4,3,28206,77.0,25c,20,120,0,5.797000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,497.67515565349714,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,497.67515565349714,120,True,5,0,24265,120.0,25c,21,120,0,5.782000000006519,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.5412056091019,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,523.5412056091019,120,True,5,1,22796,76.0,25c,22,120,0,5.172000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,533.057539973197,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,533.9953635724612,120,True,5,2,21547,95.0,25c,23,120,0,5.280999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.5412056091019,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,523.5412056091019,120,True,5,3,23925,79.0,25c,24,120,0,5.454000000027008,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,590.0646047519651,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,590.0646047519651,120,True,6,0,29904,86.0,25c,25,120,0,7.375,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,588.9522179763756,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,588.9522179763756,120,True,6,1,34735,145.0,25c,26,120,0,7.266000000061467,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,602.3590980869617,120,True,6,2,33958,71.0,25c,27,120,0,6.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,594.5149077435348,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,594.5596653164081,120,True,6,3,30552,89.0,25c,28,120,0,6.311999999918044,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,519.9726722902545,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,519.9726722902545,120,True,7,0,24897,108.0,25c,29,120,0,5.75,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,509.4130906040055,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,509.4130906040055,120,True,7,1,27227,125.0,25c,30,120,0,6.031000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,557.3603351459036,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,557.3603351459036,120,True,7,2,28282,71.0,25c,31,120,0,5.937999999965541,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,497.6613501733425,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,497.6613501733425,120,True,7,3,26201,128.0,25c,32,120,0,5.905999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.6538579805703,120,True,8,0,28575,38.0,25c,33,120,0,6.437000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,479.39273016067955,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,481.84925638860113,120,True,8,1,28459,78.0,25c,34,120,0,6.343999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,459.8696414433895,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,459.8696414433895,120,True,8,2,24747,82.0,25c,35,120,0,9.172000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.53933335579967,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,471.53933335579967,120,True,8,3,25427,70.0,25c,36,120,0,5.906000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,582.9055341101946,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,584.3214439294069,120,True,9,0,29381,75.0,25c,37,120,0,8.452999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.2939132168705,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,601.4544931050472,120,True,9,1,34950,152.0,25c,38,120,0,7.094000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.3407576972016,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,597.3407576972016,120,True,9,2,32457,129.0,25c,39,120,0,6.531000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,598.6411328314967,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,599.3205402649494,120,True,9,3,31119,68.0,25c,40,120,0,6.562000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,524.0860267068896,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,524.0860267068896,120,True,10,0,26772,110.0,25c,41,120,0,6.609000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,538.5967063381801,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,538.5967063381801,120,True,10,1,29632,76.0,25c,42,120,0,6.155999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,539.2892135205188,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,541.5490765170518,120,True,10,2,29362,94.0,25c,43,120,0,6.297000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,538.8638206137057,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,540.2957553834626,120,True,10,3,30494,110.0,25c,44,120,0,6.125,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,530.0175818061825,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,530.0175818061825,120,True,11,0,24672,73.0,25c,45,120,0,5.406000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.5412056091019,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,523.5412056091019,120,True,11,1,23825,78.0,25c,46,120,0,5.468999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.05676639200647,120,True,11,2,25468,120.0,25c,47,120,0,5.797000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.5412056091019,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,525.8087370323829,120,True,11,3,25385,55.0,25c,48,120,0,6.092999999993481,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,589.0639528276512,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,589.0639528276512,120,True,12,0,32804,113.0,25c,49,120,0,7.60999999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.7803966779722,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,600.8481388745,120,True,12,1,32796,89.0,25c,50,120,0,6.625,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.3224144905024,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,599.3224144905024,120,True,12,2,28867,97.0,25c,51,120,0,6.452999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,571.4964813482337,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,571.4964813482337,120,True,12,3,26603,148.0,25c,52,120,0,8.077999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,509.6450204663148,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,509.6450204663148,120,True,13,0,23993,136.0,25c,53,120,0,5.531000000075437,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,491.06702434642335,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,492.01814241611953,120,True,13,1,26010,83.0,25c,54,120,0,5.812000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,558.7354056043603,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,558.7572566582977,120,True,13,2,31197,81.0,25c,55,120,0,6.297000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,520.8282543480304,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,521.878404688715,120,True,13,3,25923,66.0,25c,56,120,0,5.890999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.53933335579967,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,471.53933335579967,120,True,14,0,24605,39.0,25c,57,120,0,5.733999999938533,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.87285168865594,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,477.0616151361038,120,True,14,1,27762,77.0,25c,58,120,0,6.188000000081956,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,471.53933335579967,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,471.53933335579967,120,True,14,2,25268,67.0,25c,59,120,0,5.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,472.12611103280034,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.2570051946401,120,True,14,3,25219,79.0,25c,60,120,0,5.811999999918044,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,575.8177525065122,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,575.9079297822399,120,True,15,0,32460,127.0,25c,61,120,0,8.984000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,593.6145173499042,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,593.6145173499042,120,True,15,1,29623,117.0,25c,62,120,0,9.953000000095926,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.096361473374,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,598.9874289153329,120,True,15,2,35349,132.0,25c,63,120,0,6.984000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.6046439101054,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,599.4433547824403,120,True,15,3,29706,57.0,25c,64,120,0,6.812000000034459,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,539.2087438257066,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,540.2957553834626,120,True,16,0,35744,67.0,25c,65,120,0,7.344000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,511.443007708591,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,511.443007708591,120,True,16,1,28714,94.0,25c,66,120,0,11.25,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,528.7283992879013,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,528.7283992879013,120,True,16,2,35710,93.0,25c,67,120,0,7.0,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,524.0860267068896,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,526.370542502445,120,True,16,3,32310,108.0,25c,68,120,0,7.5,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.05676639200647,120,True,17,0,29264,49.0,25c,69,120,0,6.280999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.7464754648297,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,523.7464754648297,120,True,17,1,30038,61.0,25c,70,120,0,6.687999999965541,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,523.2295765577192,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,530.2339936265198,120,True,17,2,30152,89.0,25c,71,120,0,6.516000000061467,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.05676639200647,120,True,17,3,33579,106.0,25c,72,120,0,7.390999999945052,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,599.7803966779722,120,True,18,0,33134,125.0,25c,73,120,0,7.5,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,599.7803966779722,120,True,18,1,33014,75.0,25c,74,120,0,6.593999999924563,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,599.7803966779722,120,True,18,2,35593,69.0,25c,75,120,0,6.98499999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.496443728531,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,599.496443728531,120,True,18,3,31862,58.0,25c,76,120,0,6.577999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,557.0281665426776,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,557.0281665426776,120,True,19,0,35526,79.0,25c,77,120,0,7.157000000006519,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,490.2919856425329,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,491.278355463346,120,True,19,1,26477,92.0,25c,78,120,0,5.875,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,496.8591604486894,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,496.8591604486894,120,True,19,2,29787,54.0,25c,79,120,0,6.407000000006519,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,497.70052758670016,models/data_bundle/generated_instances/E-UK25_03__curric_d2_s3_seed3_24h,120,497.70052758670016,120,True,19,3,29892,96.0,25c,80,120,0,6.592999999993481,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,479.39273016067955,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,479.39273016067955,120,True,20,0,28441,109.0,25c,81,120,0,6.375,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.87285168865594,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.87285168865594,120,True,20,1,26457,57.0,25c,82,120,0,6.0,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,476.6538579805703,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,476.87285168865594,120,True,20,2,26167,56.0,25c,83,120,0,6.125,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,459.9462089891652,models/data_bundle/generated_instances/E-UK25_04__curric_d2_s3_seed4_24h,120,459.9462089891652,120,True,20,3,23474,108.0,25c,84,120,0,8.35999999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,582.279463959032,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,583.954261016579,120,True,21,0,32762,95.0,25c,85,120,0,10.952999999979511,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,597.8061863046979,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,597.8061863046979,120,True,21,1,32183,97.0,25c,86,120,0,6.672000000020489,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,599.4442735334286,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,608.121822434995,120,True,21,2,31798,72.0,25c,87,120,0,6.811999999918044,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,582.9055341101946,models/data_bundle/generated_instances/E-UK25_05__curric_d2_s3_seed5_24h,120,582.9055341101946,120,True,21,3,28754,72.0,25c,88,120,0,8.516000000061467,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,514.1783834694298,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,514.1783834694298,120,True,22,0,34430,113.0,25c,89,120,0,8.405999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,539.2087438257066,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,539.2087438257066,120,True,22,1,36930,64.0,25c,90,120,0,7.10999999998603,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,530.7451405677461,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,532.8954750298549,120,True,22,2,34986,92.0,25c,91,120,0,8.530999999959022,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,552.8850537988847,models/data_bundle/generated_instances/E-UK25_06__curric_d2_s3_seed6_24h,120,555.5313494847513,120,True,22,3,28704,43.0,25c,92,120,0,5.609000000054948,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.6415866178501,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.6415866178501,120,True,23,0,34484,111.0,25c,93,120,0,6.920999999972992,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,498.05676639200647,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,498.05676639200647,120,True,23,1,32032,80.0,25c,94,120,0,6.532000000006519,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,503.97190602978145,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,503.97190602978145,120,True,23,2,28380,164.0,25c,95,120,0,6.125,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,506.0776973611118,models/data_bundle/generated_instances/E-UK25_07__curric_d2_s3_seed7_24h,120,506.0776973611118,120,True,23,3,29786,91.0,25c,96,120,0,6.219000000040978,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
120,learned_destroy,574.5339038809936,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,120,574.5339038809936,120,True,24,0,32444,98.0,25c,97,120,0,8.062999999965541,True,2.3.5,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe
