instance_id,seed,n_clients,mother_cost,hybrid_cost,recorded_outcome,recomputed_outcome,outcome_equal,recorded_improvement_percent,recomputed_improvement_percent,improvement_equal,route_witness_available
PR15B,3,840,10470.271,10410.603,win,win,True,0.5698801874373784,0.5698801874373784,True,False
PR15B,4,840,10447.477,10410.965,win,win,True,0.34948150639623926,0.34948150639623926,True,False
PR15B,5,840,10499.101,10369.112,win,win,True,1.2380964808320387,1.2380964808320387,True,False
PR15B,6,840,10570.24,10388.474,win,win,True,1.7196014470816143,1.7196014470816143,True,False
PR15B,7,840,10468.959,10402.926,win,win,True,0.6307503926608297,0.6307503926608297,True,False
PR15B,8,840,10428.253,10385.137,win,win,True,0.4134537203882566,0.4134537203882566,True,False
PR15B,9,840,10485.025,10430.085,win,win,True,0.5239853982227082,0.5239853982227082,True,False
PR15B,10,840,10563.533,10437.805,win,win,True,1.190207859434899,1.190207859434899,True,False
PR16A,1,960,14657.261,14465.639,win,win,True,1.3073520352813612,1.3073520352813612,True,False
PR16A,2,960,14695.496,14400.364,win,win,True,2.0083160173702175,2.0083160173702175,True,False
PR16A,3,960,14643.683,14417.544,win,win,True,1.5442768052272164,1.5442768052272164,True,False
PR16A,4,960,14511.109,14299.112,win,win,True,1.4609290027385309,1.4609290027385309,True,False
PR16A,5,960,14719.323,14454.51,win,win,True,1.7990841018978936,1.7990841018978936,True,False
PR16A,6,960,14821.267,14550.825,win,win,True,1.8246888069690608,1.8246888069690608,True,False
PR16A,7,960,14745.957,14523.795,win,win,True,1.506596011367728,1.506596011367728,True,False
PR16A,8,960,14652.716,14459.83,win,win,True,1.3163839386500116,1.3163839386500116,True,False
PR16A,9,960,14731.923,14572.277,win,win,True,1.0836738693244639,1.0836738693244639,True,False
PR16A,10,960,14684.68,14534.734,win,win,True,1.021104988327971,1.021104988327971,True,False
PR16B,1,960,11754.399,11603.673,win,win,True,1.2822943988884397,1.2822943988884397,True,False
PR16B,2,960,11681.041,11479.315,win,win,True,1.7269522468074443,1.7269522468074443,True,False
PR16B,3,960,11768.191,11607.907,win,win,True,1.3620105248121948,1.3620105248121948,True,False
PR16B,4,960,11698.712,11560.699,win,win,True,1.179728161527517,1.179728161527517,True,False
PR16B,5,960,11688.049,11482.477,win,win,True,1.7588221952183816,1.7588221952183816,True,False
PR16B,6,960,11714.877,11505.518,win,win,True,1.787120769599206,1.787120769599206,True,False
PR16B,7,960,11637.406,11522.738,win,win,True,0.9853398601028569,0.9853398601028569,True,False
PR16B,8,960,11655.32,11503.726,win,win,True,1.300642110212325,1.300642110212325,True,False
PR16B,9,960,11646.448,11484.894,win,win,True,1.3871525464244556,1.3871525464244556,True,False
PR16B,10,960,11673.586,11493.109,win,win,True,1.5460287866984401,1.5460287866984401,True,False
PR17A,2,360,6316.446,6313.879,win,win,True,0.04063994214468084,0.04063994214468084,True,False
PR17A,1,360,6310.396,6307.418,win,win,True,0.047191967033448703,0.047191967033448703,True,False
PR17A,4,360,6317.857,6317.857,tie,tie,True,0.0,0.0,True,False
PR17A,3,360,6308.618,6306.111,win,win,True,0.039739289968112136,0.039739289968112136,True,False
PR17A,5,360,6310.864,6307.907,win,win,True,0.04685570787136952,0.04685570787136952,True,False
PR17A,8,360,6313.809,6308.664,win,win,True,0.081488052616106,0.081488052616106,True,False
PR17A,10,360,6322.836,6322.836,tie,tie,True,0.0,0.0,True,False
PR17A,7,360,6310.114,6307.819,win,win,True,0.036370182852467695,0.036370182852467695,True,False
PR17A,9,360,6311.144,6311.144,tie,tie,True,0.0,0.0,True,False
PR17A,6,360,6312.668,6304.696,win,win,True,0.12628574795949593,0.12628574795949593,True,False
PR17B,2,360,4802.688,4802.688,tie,tie,True,0.0,0.0,True,False
PR17B,1,360,4776.851,4776.578,win,win,True,0.005715062077490563,0.005715062077490563,True,False
PR17B,3,360,4820.239,4814.056,win,win,True,0.12827164794110818,0.12827164794110818,True,False
PR17B,4,360,4800.399,4800.399,tie,tie,True,0.0,0.0,True,False
PR17B,6,360,4802.471,4798.202,win,win,True,0.08889173927337247,0.08889173927337247,True,False
PR17B,5,360,4789.879,4774.532,win,win,True,0.3204047534394867,0.3204047534394867,True,False
PR17B,9,360,4806.717,4806.717,tie,tie,True,0.0,0.0,True,False
PR17B,7,360,4776.027,4771.155,win,win,True,0.10200947356454011,0.10200947356454011,True,False
PR17B,10,360,4788.083,4781.904,win,win,True,0.1290495590823964,0.1290495590823964,True,False
PR17B,8,360,4803.888,4792.826,win,win,True,0.23027181316466783,0.23027181316466783,True,False
PR18A,2,520,8265.297,8255.544,win,win,True,0.11799938949562987,0.11799938949562987,True,False
PR18A,1,520,8291.595,8269.258,win,win,True,0.26939328319822103,0.26939328319822103,True,False
PR18A,3,520,8289.17,8249.91,win,win,True,0.4736300498119862,0.4736300498119862,True,False
PR18A,4,520,8345.374,8301.416,win,win,True,0.5267349312325672,0.5267349312325672,True,False
PR18A,6,520,8287.28,8270.515,win,win,True,0.2022979795542233,0.2022979795542233,True,False
PR18A,5,520,8260.81,8215.182,win,win,True,0.5523429300516389,0.5523429300516389,True,False
PR18A,7,520,8311.287,8287.936,win,win,True,0.28095528406130804,0.28095528406130804,True,False
PR18A,8,520,8313.176,8267.0,win,win,True,0.5554555803942979,0.5554555803942979,True,False
PR18A,9,520,8261.147,8237.803,win,win,True,0.2825757730736538,0.2825757730736538,True,False
PR18A,10,520,8290.79,8284.586,win,win,True,0.07483002222950456,0.07483002222950456,True,False
PR18B,1,520,6512.351,6475.249,win,win,True,0.569717449197684,0.569717449197684,True,False
PR18B,2,520,6519.672,6503.876,win,win,True,0.24228212707632174,0.24228212707632174,True,False
PR18B,3,520,6497.303,6486.699,win,win,True,0.16320617954865688,0.16320617954865688,True,False
PR18B,4,520,6480.004,6464.984,win,win,True,0.23178998037654802,0.23178998037654802,True,False
PR18B,5,520,6510.836,6509.225,win,win,True,0.02474336628967273,0.02474336628967273,True,False
PR18B,6,520,6511.558,6501.12,win,win,True,0.16029957807332904,0.16029957807332904,True,False
PR18B,7,520,6501.234,6496.031,win,win,True,0.0800309602761634,0.0800309602761634,True,False
PR18B,8,520,6515.061,6477.869,win,win,True,0.5708618844858092,0.5708618844858092,True,False
PR18B,9,520,6474.661,6462.527,win,win,True,0.1874074951568895,0.1874074951568895,True,False
PR18B,10,520,6479.04,6473.021,win,win,True,0.09289956536771239,0.09289956536771239,True,False
PR19A,1,700,10818.886,10650.927,win,win,True,1.5524611313956052,1.5524611313956052,True,False
PR19A,2,700,10790.511,10712.854,win,win,True,0.7196786139229279,0.7196786139229279,True,False
PR19A,3,700,10708.592,10652.15,win,win,True,0.5270720931379299,0.5270720931379299,True,False
PR19A,4,700,10805.549,10751.035,win,win,True,0.5045000490026099,0.5045000490026099,True,False
PR19A,5,700,10790.437,10741.112,win,win,True,0.45711772377708826,0.45711772377708826,True,False
PR19A,6,700,10748.429,10678.831,win,win,True,0.647517883776317,0.647517883776317,True,False
PR19A,7,700,10790.873,10687.035,win,win,True,0.9622761754308455,0.9622761754308455,True,False
PR19A,8,700,10861.917,10696.331,win,win,True,1.5244638676579774,1.5244638676579774,True,False
PR19A,9,700,10781.96,10670.234,win,win,True,1.036230889374462,1.036230889374462,True,False
PR19A,10,700,10840.413,10752.769,win,win,True,0.8084931819479593,0.8084931819479593,True,False
PR19B,1,700,8224.388,8189.606,win,win,True,0.42291292677340925,0.42291292677340925,True,False
PR19B,2,700,8210.443,8195.488,win,win,True,0.1821460790848914,0.1821460790848914,True,False
PR19B,3,700,8189.464,8170.945,win,win,True,0.22613201547745046,0.22613201547745046,True,False
PR19B,4,700,8169.269,8131.012,win,win,True,0.4683038347739622,0.4683038347739622,True,False
PR19B,5,700,8198.957,8158.57,win,win,True,0.49258704491315936,0.49258704491315936,True,False
PR19B,6,700,8191.689,8168.532,win,win,True,0.2826889546221805,0.2826889546221805,True,False
PR19B,7,700,8234.166,8207.612,win,win,True,0.3224856044923079,0.3224856044923079,True,False
PR19B,8,700,8237.07,8176.594,win,win,True,0.734193105072552,0.734193105072552,True,False
PR19B,9,700,8198.646,8145.154,win,win,True,0.652449197099133,0.652449197099133,True,False
PR19B,10,700,8193.288,8184.853,win,win,True,0.10295012209994815,0.10295012209994815,True,False
PR20A,1,880,12074.385,11928.333,win,win,True,1.2096019797281574,1.2096019797281574,True,False
PR20A,2,880,12185.169,12007.465,win,win,True,1.4583630313211062,1.4583630313211062,True,False
PR20A,3,880,12070.846,11951.681,win,win,True,0.9872133237388585,0.9872133237388585,True,False
PR20A,4,880,12004.104,11946.357,win,win,True,0.4810604773167526,0.4810604773167526,True,False
PR20A,5,880,12115.617,11925.775,win,win,True,1.566919786256041,1.566919786256041,True,False
PR20A,6,880,12130.468,11924.648,win,win,True,1.69671936812332,1.69671936812332,True,False
PR20A,7,880,12061.498,11941.96,win,win,True,0.9910709266792604,0.9910709266792604,True,False
PR20A,8,880,12180.537,11949.172,win,win,True,1.8994646951936502,1.8994646951936502,True,False
PR20A,9,880,12106.349,11944.486,win,win,True,1.3370092007094738,1.3370092007094738,True,False
PR20A,10,880,12165.512,11976.835,win,win,True,1.550917051415522,1.550917051415522,True,False
PR20B,1,880,10240.207,10199.101,win,win,True,0.4014176666545878,0.4014176666545878,True,False
PR20B,2,880,10307.885,10221.515,win,win,True,0.8379022466781575,0.8379022466781575,True,False
PR20B,3,880,10230.646,10193.248,win,win,True,0.3655487639783553,0.3655487639783553,True,False
PR20B,4,880,10334.423,10263.903,win,win,True,0.6823796548680118,0.6823796548680118,True,False
PR20B,5,880,10283.882,10195.4,win,win,True,0.8603949364646538,0.8603949364646538,True,False
PR20B,6,880,10285.363,10220.35,win,win,True,0.6320924210453147,0.6320924210453147,True,False
PR20B,7,880,10228.787,10141.893,win,win,True,0.8495044427066497,0.8495044427066497,True,False
PR20B,8,880,10223.681,10166.632,win,win,True,0.5580084120386863,0.5580084120386863,True,False
PR20B,9,880,10321.508,10179.748,win,win,True,1.3734427178664224,1.3734427178664224,True,False
PR20B,10,880,10237.648,10166.401,win,win,True,0.6959313311026067,0.6959313311026067,True,False
PR21A,1,420,6247.48,6247.48,tie,tie,True,0.0,0.0,True,False
PR21A,2,420,6253.356,6239.388,win,win,True,0.2233680602863462,0.2233680602863462,True,False
PR21A,3,420,6238.078,6235.479,win,win,True,0.041663473909754896,0.041663473909754896,True,False
PR21A,4,420,6278.93,6234.884,win,win,True,0.7014889479576978,0.7014889479576978,True,False
PR21A,7,420,6234.989,6234.394,win,win,True,0.009542919803055711,0.009542919803055711,True,False
PR21A,5,420,6283.602,6242.497,win,win,True,0.6541630103243261,0.6541630103243261,True,False
PR21A,9,420,6246.897,6244.966,win,win,True,0.03091134686548514,0.03091134686548514,True,False
PR21A,6,420,6294.222,6248.908,win,win,True,0.7199301200370657,0.7199301200370657,True,False
PR21A,8,420,6261.617,6238.098,win,win,True,0.37560585388726636,0.37560585388726636,True,False
PR21A,10,420,6261.859,6245.706,win,win,True,0.25795853914948014,0.25795853914948014,True,False
PR21B,1,420,4855.506,4855.506,tie,tie,True,0.0,0.0,True,False
PR21B,2,420,4854.834,4844.09,win,win,True,0.22130519807679702,0.22130519807679702,True,False
PR21B,4,420,4831.995,4831.995,tie,tie,True,0.0,0.0,True,False
PR21B,3,420,4829.522,4828.802,win,win,True,0.014908307695880765,0.014908307695880765,True,False
PR21B,5,420,4857.459,4857.086,win,win,True,0.007678911957869177,0.007678911957869177,True,False
PR21B,7,420,4851.774,4851.774,tie,tie,True,0.0,0.0,True,False
PR21B,6,420,4861.533,4850.346,win,win,True,0.2301126002847416,0.2301126002847416,True,False
PR21B,8,420,4865.823,4854.441,win,win,True,0.23391726332833143,0.23391726332833143,True,False
PR21B,9,420,4839.169,4822.912,win,win,True,0.3359461097556132,0.3359461097556132,True,False
PR21B,10,420,4858.191,4848.554,win,win,True,0.19836601730972941,0.19836601730972941,True,False
PR22A,1,600,8030.399,7942.135,win,win,True,1.0991234682112323,1.0991234682112323,True,False
PR22A,2,600,8013.04,7956.6,win,win,True,0.7043519063925751,0.7043519063925751,True,False
PR22A,3,600,8002.779,7956.67,win,win,True,0.5761623556017276,0.5761623556017276,True,False
PR22A,4,600,8009.047,7956.511,win,win,True,0.655958193278166,0.655958193278166,True,False
PR22A,5,600,7965.081,7948.993,win,win,True,0.20198162454342572,0.20198162454342572,True,False
PR22A,6,600,8033.238,7974.143,win,win,True,0.7356311365354824,0.7356311365354824,True,False
PR22A,7,600,7957.46,7936.795,win,win,True,0.25969341975957105,0.25969341975957105,True,False
PR22A,8,600,8067.346,7959.397,win,win,True,1.3380980560397386,1.3380980560397386,True,False
PR22A,9,600,7986.896,7957.216,win,win,True,0.37160869504247185,0.37160869504247185,True,False
PR22A,10,600,8041.573,7955.089,win,win,True,1.0754612312790095,1.0754612312790095,True,False
PR22B,1,600,6453.895,6432.559,win,win,True,0.3305910616767121,0.3305910616767121,True,False
PR22B,2,600,6509.428,6442.945,win,win,True,1.0213339789609805,1.0213339789609805,True,False
PR22B,3,600,6541.212,6529.649,win,win,True,0.17677152185252673,0.17677152185252673,True,False
PR22B,4,600,6492.595,6466.552,win,win,True,0.4011185050045563,0.4011185050045563,True,False
PR22B,5,600,6494.957,6476.369,win,win,True,0.2861912711662394,0.2861912711662394,True,False
PR22B,7,600,6486.609,6473.895,win,win,True,0.19600379797826478,0.19600379797826478,True,False
PR22B,6,600,6470.882,6454.38,win,win,True,0.25501933121326426,0.25501933121326426,True,False
PR22B,8,600,6473.029,6472.16,win,win,True,0.013424935992108124,0.013424935992108124,True,False
PR22B,10,600,6452.051,6442.852,win,win,True,0.1425748184569608,0.1425748184569608,True,False
PR22B,9,600,6461.588,6417.919,win,win,True,0.6758245805829755,0.6758245805829755,True,False
PR23A,1,780,10072.19,9923.957,win,win,True,1.4717057561463809,1.4717057561463809,True,False
PR23A,2,780,10143.297,9981.311,win,win,True,1.5969758156544245,1.5969758156544245,True,False
PR23A,3,780,10029.124,9892.624,win,win,True,1.3610361184087465,1.3610361184087465,True,False
PR23A,4,780,10065.001,9914.811,win,win,True,1.4922005472230009,1.4922005472230009,True,False
PR23A,5,780,10178.326,10007.363,win,win,True,1.679676992071189,1.679676992071189,True,False
PR23A,6,780,10089.354,9900.873,win,win,True,1.868117621802147,1.868117621802147,True,False
PR23A,7,780,10037.329,9948.14,win,win,True,0.8885730456777925,0.8885730456777925,True,False
PR23A,8,780,10159.053,10027.339,win,win,True,1.2965184845477224,1.2965184845477224,True,False
PR23A,9,780,10102.318,9964.881,win,win,True,1.3604501461941696,1.3604501461941696,True,False
PR23A,10,780,10025.006,9919.113,win,win,True,1.0562886446152755,1.0562886446152755,True,False
PR23B,1,780,8509.384,8450.473,win,win,True,0.6923062820998566,0.6923062820998566,True,False
PR23B,2,780,8607.868,8504.636,win,win,True,1.199274895944036,1.199274895944036,True,False
PR23B,3,780,8518.286,8467.949,win,win,True,0.5909287384809518,0.5909287384809518,True,False
PR23B,4,780,8482.199,8416.383,win,win,True,0.775930864154457,0.775930864154457,True,False
PR23B,5,780,8490.133,8469.622,win,win,True,0.24158632143925687,0.24158632143925687,True,False
PR23B,6,780,8533.972,8479.375,win,win,True,0.6397607116592339,0.6397607116592339,True,False
PR23B,7,780,8510.314,8459.971,win,win,True,0.5915527911191145,0.5915527911191145,True,False
PR23B,8,780,8482.875,8448.164,win,win,True,0.40918910157227745,0.40918910157227745,True,False
PR23B,9,780,8489.679,8440.222,win,win,True,0.5825544169573471,0.5825544169573471,True,False
PR23B,10,780,8485.41,8405.473,win,win,True,0.9420522991817708,0.9420522991817708,True,False
PR24A,1,960,12098.684,11963.522,win,win,True,1.1171628253122277,1.1171628253122277,True,False
PR24A,2,960,12134.991,11939.746,win,win,True,1.6089422728043292,1.6089422728043292,True,False
PR24A,3,960,12278.975,12011.073,win,win,True,2.1817944901752795,2.1817944901752795,True,False
PR24A,4,960,12104.41,11889.491,win,win,True,1.7755429632671058,1.7755429632671058,True,False
PR24A,5,960,12146.421,11954.771,win,win,True,1.5778310335200767,1.5778310335200767,True,False
PR24A,6,960,12130.54,11963.495,win,win,True,1.3770615322978208,1.3770615322978208,True,False
PR24A,7,960,12167.095,11988.169,win,win,True,1.4705728853107458,1.4705728853107458,True,False
PR24A,8,960,12173.038,11931.612,win,win,True,1.9832846985280197,1.9832846985280197,True,False
PR24A,9,960,12174.991,12033.572,win,win,True,1.1615532200393401,1.1615532200393401,True,False
PR24A,10,960,12142.631,11929.938,win,win,True,1.7516220331491528,1.7516220331491528,True,False
PR24B,1,960,10827.514,10684.64,win,win,True,1.319545742448357,1.319545742448357,True,False
PR24B,2,960,10721.544,10654.538,win,win,True,0.624965956395827,0.624965956395827,True,False
PR24B,3,960,10763.603,10689.571,win,win,True,0.6877994292431563,0.6877994292431563,True,False
PR24B,4,960,10818.374,10757.956,win,win,True,0.5584757931275038,0.5584757931275038,True,False
PR24B,5,960,10753.644,10675.547,win,win,True,0.7262375432922994,0.7262375432922994,True,False
PR24B,6,960,10831.019,10663.342,win,win,True,1.5481184180361947,1.5481184180361947,True,False
PR24B,7,960,10842.643,10733.084,win,win,True,1.0104455159134105,1.0104455159134105,True,False
PR24B,8,960,10807.424,10690.19,win,win,True,1.0847543318370814,1.0847543318370814,True,False
PR24B,9,960,10818.459,10641.27,win,win,True,1.6378395481278831,1.6378395481278831,True,False
PR24B,10,960,10837.672,10724.832,win,win,True,1.0411830142119096,1.0411830142119096,True,False
