instance_id,sample_role,seed,arm,hard_home_depot_lock,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,elapsed_wall_seconds,feasible_candidates,infeasible_candidates,error_candidates,total_cost_cny,vehicle_count,route_count,cross_site_service_count,violation_count,solution_sha256,status
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,JOINT,False,400,376,CANDIDATES_EXHAUSTED,53.66084937501,159,217,0,2288.0228281390537,8,8,1,0,a016adc55ca2a042edcb391f86d9e3dc4ad6c18ec3ec0e9e155ab578b984f695,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,ZONE,True,400,377,CANDIDATES_EXHAUSTED,54.791412459046114,168,208,1,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,IND,True,400,366,CANDIDATES_EXHAUSTED,54.29572225001175,157,206,3,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,JOINT,False,400,314,CANDIDATES_EXHAUSTED,52.64807487500366,119,195,0,2288.011934963608,8,8,4,0,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,ZONE,True,400,366,CANDIDATES_EXHAUSTED,54.35837316705147,157,206,3,,,,,,,HALT_TECHNICAL_ERROR_CROSS_SITE_CANDIDATE_UNDER_HARD_LOCK
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,IND,True,400,322,CANDIDATES_EXHAUSTED,53.752712332992814,130,192,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,JOINT,False,400,363,CANDIDATES_EXHAUSTED,53.08932208298938,143,220,0,2288.011934963608,8,8,4,0,8d22c7d6dcdee06c2b780447228695e5482a4f936515cc8f963485a60026515a,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,ZONE,True,400,322,CANDIDATES_EXHAUSTED,53.82683754101163,130,192,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,IND,True,400,355,CANDIDATES_EXHAUSTED,54.49278437503381,153,202,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,ZONE,True,400,355,CANDIDATES_EXHAUSTED,54.361476125021,153,202,0,2341.446789956353,9,9,0,0,1491cd6362a9601c2684314409815f710d909ee726116b44e25ef5b593ad0183,PASS
