task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed3,cn-cy-10c-02-V2-LOCATIONS,cy,10,3,647.2193703672735,5.734481166990008,647.2193703672735,5.421114333003061,647.2193703672735,5.2640046660089865,647.2193703672735,16.453217417001724,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,0,5.0,True,best_exact_hgs_parent,72154df7bbbb8c2a5c8625c2559456d4ea981d2ed84b4391197b4fa697ceaa2e,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed4,cn-cy-10c-02-V2-LOCATIONS,cy,10,4,647.2193703672735,5.754894833007711,647.2193703672735,5.400522416995955,647.2193703672735,5.432216625005822,647.2193703672735,16.613329915999202,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,0,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-02-V2-LOCATIONS__seed5,cn-cy-10c-02-V2-LOCATIONS,cy,10,5,647.2193703672735,6.212314500007778,647.2193703672735,5.457565874996362,647.2193703672735,5.2823311669926625,647.2193703672735,16.990637833005167,60.333917548725715,60.333917548725715,60.333917548725715,60.333917548725715,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,647.2193703672738,647.2193703672738,0.0,0,5.0,True,best_exact_hgs_parent,73d2ccecfdebb6c7af142463d357adb0fc028ebc4419e1725c53687da24b2595,a3e062f109a757759b05d08521a92bb4e79f76d24cce1d975075f50e62c085d0,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed1,cn-cy-10c-03-V2-LOCATIONS,cy,10,1,672.3824651586395,5.717232249997323,672.3824651586395,5.2294218330061994,672.3824651586395,5.095394707997912,672.3824651586395,16.08682354199118,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,02baf1ef06601f5c9abd9748a4527fa195c76657c6d987b4f18fa1848517e7c2,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed2,cn-cy-10c-03-V2-LOCATIONS,cy,10,2,672.3824651586395,5.5202294170012465,672.3824651586395,5.430828666998423,672.3824651586395,4.9500617909943685,672.3824651586395,15.944508459011558,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed3,cn-cy-10c-03-V2-LOCATIONS,cy,10,3,672.3824651586395,6.068721083007404,672.3824651586395,5.264417957994738,672.3824651586395,5.888456500004395,672.3824651586395,17.25923383400368,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed4,cn-cy-10c-03-V2-LOCATIONS,cy,10,4,672.3824651586395,5.759355709000374,672.3824651586395,5.47637316599139,672.3824651586395,5.847152749993256,672.3824651586395,17.12783162499545,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-10c-03-V2-LOCATIONS__seed5,cn-cy-10c-03-V2-LOCATIONS,cy,10,5,672.3824651586395,6.003004583995789,672.3824651586395,5.151747666008305,672.3824651586395,5.955536374996882,672.3824651586395,17.13558208399627,65.36386778333312,65.36386778333312,65.36386778333312,65.36386778333312,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,672.3824651586395,672.3824651586395,0.0,0,5.0,True,best_exact_hgs_parent,616613bf2e78698b0b7bb5312a5e712100c6216df9f3d931110b4837972d4741,9e85479ad70cae26abafd3b55a19f18680f482a24c22db0f3d450c8d1b67016f,7bcf9ff337ddb0d8cfa7105af1e285f98779d1a4dc975382879e25e5e49ffb8c,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed1,cn-cy-150c-01-V2-LOCATIONS,cy,150,1,7418.478636411529,57.880555124997045,7395.5161412955085,71.61467695899773,7417.714316164622,70.05025487500825,7384.8812259598535,203.1690557080001,619.8448299104932,601.9622295730828,603.3282102312373,599.8120403723816,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7384.881225959854,7384.881225959854,0.0,1,5.0,True,time_limited_mip_recombination,4575cbe8a229322c63215e14d8ebba5445ea1a9ea08ee22b7334dcd3a8c021da,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed2,cn-cy-150c-01-V2-LOCATIONS,cy,150,2,7446.485570227615,52.880501917010406,7403.657861819323,74.62754070799565,7410.624875225044,74.55875679200108,7395.856921401334,205.12706233299104,635.1253409182241,600.8710755588254,603.2193220408014,599.6525333947118,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7395.856921401335,7395.856921401335,0.0,1,5.0,True,time_limited_mip_recombination,3e588a3fdbb7789cfeda16508893a8d0344045ff067b12bd235d7592c1e00eb1,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed3,cn-cy-150c-01-V2-LOCATIONS,cy,150,3,7417.520534484269,61.081488541996805,7411.27391428482,70.96310074999928,7405.69741571593,74.81241825000325,7393.66882851178,210.62638595799217,618.1167901565556,603.5966729904308,602.6190659344662,600.2028463630563,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7393.668828512218,7393.093145821157,7.786157378878547e-05,1,5.0,True,time_limited_mip_recombination,51dd3ed28998cfb2b6f28b119c64aae8830254dd5c958ca3d95a801b7762b4e4,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed4,cn-cy-150c-01-V2-LOCATIONS,cy,150,4,7429.787958832242,60.54432133299997,7424.064577341404,75.11853158299346,7409.47994462527,75.85316270800831,7404.507487136699,214.68513195800188,621.6120028199484,605.3602173203166,601.2666772882167,600.28775888851,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7404.507487136699,7404.507487136699,0.0,1,5.0,True,time_limited_mip_recombination,d6aa9de67d3a6b5bdc49a56638fada00fe14d6d668904776a212c50d955b966a,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
D6-E2__cn-cy-150c-01-V2-LOCATIONS__seed5,cn-cy-150c-01-V2-LOCATIONS,cy,150,5,7455.618562096085,58.77743308400386,7397.978430335816,70.90807366700028,7425.970478483497,77.83776774999569,7396.639880624289,210.75845675000164,637.2938540658799,601.5823003055834,607.0017323578821,600.9800743154401,80,False,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7396.639880624289,7396.639880624289,0.0,1,5.0,True,time_limited_mip_recombination,891506a6b98e9a58c07a7dc3da5881bfa57f659d36212db30fafffcf91dd69b0,237326a4bb19874572756fe341a4cb0d2886d7593b25856f9a1d13ab8933d5a3,2e58d04148bf8a2d51d180b54db8bc84098014c7cf56f1a5710739d748873a76,PASS
