date,day_index,half_hour_slot,hour_of_day,minute,source_hour_index,scenario,data_nature,Beijing,Guangdong,Chongqing
2026-07-02,183,34,16,30,4385,S1,piecewise_linear_interpolation_2025_2030,244.480000,336.160000,244.920000
2026-07-02,183,35,17,0,4386,S1,piecewise_linear_interpolation_2025_2030,342.400000,340.920000,130.720000
2026-07-02,183,36,17,30,4386,S1,piecewise_linear_interpolation_2025_2030,342.400000,340.920000,130.720000
2026-07-02,183,37,18,0,4387,S1,piecewise_linear_interpolation_2025_2030,382.480000,369.340000,65.440000
2026-07-02,183,38,18,30,4387,S1,piecewise_linear_interpolation_2025_2030,382.480000,369.340000,65.440000
2026-07-02,183,39,19,0,4388,S1,piecewise_linear_interpolation_2025_2030,449.000000,388.800000,56.800000
2026-07-02,183,40,19,30,4388,S1,piecewise_linear_interpolation_2025_2030,449.000000,388.800000,56.800000
2026-07-02,183,41,20,0,4389,S1,piecewise_linear_interpolation_2025_2030,505.060000,395.820000,57.420000
2026-07-02,183,42,20,30,4389,S1,piecewise_linear_interpolation_2025_2030,505.060000,395.820000,57.420000
2026-07-02,183,43,21,0,4390,S1,piecewise_linear_interpolation_2025_2030,508.440000,396.120000,70.880000
2026-07-02,183,44,21,30,4390,S1,piecewise_linear_interpolation_2025_2030,508.440000,396.120000,70.880000
2026-07-02,183,45,22,0,4391,S1,piecewise_linear_interpolation_2025_2030,593.660000,395.940000,118.580000
2026-07-02,183,46,22,30,4391,S1,piecewise_linear_interpolation_2025_2030,593.660000,395.940000,118.580000
2026-07-02,183,47,23,0,4392,S1,piecewise_linear_interpolation_2025_2030,613.540000,396.060000,204.240000
2026-07-02,183,48,23,30,4392,S1,piecewise_linear_interpolation_2025_2030,613.540000,396.060000,204.240000
2026-07-03,184,1,0,0,4393,S1,piecewise_linear_interpolation_2025_2030,585.780000,489.240000,308.580000
2026-07-03,184,2,0,30,4393,S1,piecewise_linear_interpolation_2025_2030,585.780000,489.240000,308.580000
2026-07-03,184,3,1,0,4394,S1,piecewise_linear_interpolation_2025_2030,587.180000,492.860000,319.120000
2026-07-03,184,4,1,30,4394,S1,piecewise_linear_interpolation_2025_2030,587.180000,492.860000,319.120000
2026-07-03,184,5,2,0,4395,S1,piecewise_linear_interpolation_2025_2030,628.020000,495.820000,320.740000
2026-07-03,184,6,2,30,4395,S1,piecewise_linear_interpolation_2025_2030,628.020000,495.820000,320.740000
2026-07-03,184,7,3,0,4396,S1,piecewise_linear_interpolation_2025_2030,663.260000,496.980000,324.120000
2026-07-03,184,8,3,30,4396,S1,piecewise_linear_interpolation_2025_2030,663.260000,496.980000,324.120000
2026-07-03,184,9,4,0,4397,S1,piecewise_linear_interpolation_2025_2030,665.140000,509.380000,335.360000
2026-07-03,184,10,4,30,4397,S1,piecewise_linear_interpolation_2025_2030,665.140000,509.380000,335.360000
2026-07-03,184,11,5,0,4398,S1,piecewise_linear_interpolation_2025_2030,645.100000,510.980000,345.740000
2026-07-03,184,12,5,30,4398,S1,piecewise_linear_interpolation_2025_2030,645.100000,510.980000,345.740000
2026-07-03,184,13,6,0,4399,S1,piecewise_linear_interpolation_2025_2030,560.840000,509.440000,343.080000
2026-07-03,184,14,6,30,4399,S1,piecewise_linear_interpolation_2025_2030,560.840000,509.440000,343.080000
2026-07-03,184,15,7,0,4400,S1,piecewise_linear_interpolation_2025_2030,472.940000,486.960000,329.700000
2026-07-03,184,16,7,30,4400,S1,piecewise_linear_interpolation_2025_2030,472.940000,486.960000,329.700000
2026-07-03,184,17,8,0,4401,S1,piecewise_linear_interpolation_2025_2030,363.120000,438.440000,322.700000
2026-07-03,184,18,8,30,4401,S1,piecewise_linear_interpolation_2025_2030,363.120000,438.440000,322.700000
2026-07-03,184,19,9,0,4402,S1,piecewise_linear_interpolation_2025_2030,305.160000,371.820000,285.740000
2026-07-03,184,20,9,30,4402,S1,piecewise_linear_interpolation_2025_2030,305.160000,371.820000,285.740000
2026-07-03,184,21,10,0,4403,S1,piecewise_linear_interpolation_2025_2030,242.800000,343.320000,269.840000
2026-07-03,184,22,10,30,4403,S1,piecewise_linear_interpolation_2025_2030,242.800000,343.320000,269.840000
2026-07-03,184,23,11,0,4404,S1,piecewise_linear_interpolation_2025_2030,196.240000,320.720000,257.520000
2026-07-03,184,24,11,30,4404,S1,piecewise_linear_interpolation_2025_2030,196.240000,320.720000,257.520000
2026-07-03,184,25,12,0,4405,S1,piecewise_linear_interpolation_2025_2030,177.740000,293.220000,247.220000
2026-07-03,184,26,12,30,4405,S1,piecewise_linear_interpolation_2025_2030,177.740000,293.220000,247.220000
2026-07-03,184,27,13,0,4406,S1,piecewise_linear_interpolation_2025_2030,181.440000,283.600000,241.300000
2026-07-03,184,28,13,30,4406,S1,piecewise_linear_interpolation_2025_2030,181.440000,283.600000,241.300000
2026-07-03,184,29,14,0,4407,S1,piecewise_linear_interpolation_2025_2030,213.040000,305.900000,243.980000
2026-07-03,184,30,14,30,4407,S1,piecewise_linear_interpolation_2025_2030,213.040000,305.900000,243.980000
2026-07-03,184,31,15,0,4408,S1,piecewise_linear_interpolation_2025_2030,269.980000,333.280000,239.300000
2026-07-03,184,32,15,30,4408,S1,piecewise_linear_interpolation_2025_2030,269.980000,333.280000,239.300000
2026-07-03,184,33,16,0,4409,S1,piecewise_linear_interpolation_2025_2030,324.240000,338.340000,232.880000
2026-07-03,184,34,16,30,4409,S1,piecewise_linear_interpolation_2025_2030,324.240000,338.340000,232.880000
2026-07-03,184,35,17,0,4410,S1,piecewise_linear_interpolation_2025_2030,461.160000,346.200000,132.860000
2026-07-03,184,36,17,30,4410,S1,piecewise_linear_interpolation_2025_2030,461.160000,346.200000,132.860000
2026-07-03,184,37,18,0,4411,S1,piecewise_linear_interpolation_2025_2030,474.540000,384.200000,125.960000
2026-07-03,184,38,18,30,4411,S1,piecewise_linear_interpolation_2025_2030,474.540000,384.200000,125.960000
2026-07-03,184,39,19,0,4412,S1,piecewise_linear_interpolation_2025_2030,494.820000,400.120000,106.720000
2026-07-03,184,40,19,30,4412,S1,piecewise_linear_interpolation_2025_2030,494.820000,400.120000,106.720000
2026-07-03,184,41,20,0,4413,S1,piecewise_linear_interpolation_2025_2030,515.240000,403.560000,78.380000
2026-07-03,184,42,20,30,4413,S1,piecewise_linear_interpolation_2025_2030,515.240000,403.560000,78.380000
2026-07-03,184,43,21,0,4414,S1,piecewise_linear_interpolation_2025_2030,531.600000,404.400000,80.680000
2026-07-03,184,44,21,30,4414,S1,piecewise_linear_interpolation_2025_2030,531.600000,404.400000,80.680000
2026-07-03,184,45,22,0,4415,S1,piecewise_linear_interpolation_2025_2030,517.400000,399.120000,80.860000
2026-07-03,184,46,22,30,4415,S1,piecewise_linear_interpolation_2025_2030,517.400000,399.120000,80.860000
2026-07-03,184,47,23,0,4416,S1,piecewise_linear_interpolation_2025_2030,630.520000,401.760000,121.700000
2026-07-03,184,48,23,30,4416,S1,piecewise_linear_interpolation_2025_2030,630.520000,401.760000,121.700000
2026-07-04,185,1,0,0,4417,S1,piecewise_linear_interpolation_2025_2030,590.060000,502.900000,313.680000
2026-07-04,185,2,0,30,4417,S1,piecewise_linear_interpolation_2025_2030,590.060000,502.900000,313.680000
2026-07-04,185,3,1,0,4418,S1,piecewise_linear_interpolation_2025_2030,578.200000,508.920000,319.560000
2026-07-04,185,4,1,30,4418,S1,piecewise_linear_interpolation_2025_2030,578.200000,508.920000,319.560000
2026-07-04,185,5,2,0,4419,S1,piecewise_linear_interpolation_2025_2030,577.100000,513.820000,324.880000
2026-07-04,185,6,2,30,4419,S1,piecewise_linear_interpolation_2025_2030,577.100000,513.820000,324.880000
2026-07-04,185,7,3,0,4420,S1,piecewise_linear_interpolation_2025_2030,589.500000,517.240000,329.940000
2026-07-04,185,8,3,30,4420,S1,piecewise_linear_interpolation_2025_2030,589.500000,517.240000,329.940000
2026-07-04,185,9,4,0,4421,S1,piecewise_linear_interpolation_2025_2030,615.360000,531.240000,331.000000
2026-07-04,185,10,4,30,4421,S1,piecewise_linear_interpolation_2025_2030,615.360000,531.240000,331.000000
2026-07-04,185,11,5,0,4422,S1,piecewise_linear_interpolation_2025_2030,654.980000,533.540000,333.100000
2026-07-04,185,12,5,30,4422,S1,piecewise_linear_interpolation_2025_2030,654.980000,533.540000,333.100000
2026-07-04,185,13,6,0,4423,S1,piecewise_linear_interpolation_2025_2030,606.880000,529.080000,253.960000
2026-07-04,185,14,6,30,4423,S1,piecewise_linear_interpolation_2025_2030,606.880000,529.080000,253.960000
2026-07-04,185,15,7,0,4424,S1,piecewise_linear_interpolation_2025_2030,489.220000,497.880000,333.080000
2026-07-04,185,16,7,30,4424,S1,piecewise_linear_interpolation_2025_2030,489.220000,497.880000,333.080000
2026-07-04,185,17,8,0,4425,S1,piecewise_linear_interpolation_2025_2030,362.060000,442.840000,316.340000
2026-07-04,185,18,8,30,4425,S1,piecewise_linear_interpolation_2025_2030,362.060000,442.840000,316.340000
2026-07-04,185,19,9,0,4426,S1,piecewise_linear_interpolation_2025_2030,307.200000,370.420000,287.960000
2026-07-04,185,20,9,30,4426,S1,piecewise_linear_interpolation_2025_2030,307.200000,370.420000,287.960000
2026-07-04,185,21,10,0,4427,S1,piecewise_linear_interpolation_2025_2030,243.960000,346.660000,280.120000
2026-07-04,185,22,10,30,4427,S1,piecewise_linear_interpolation_2025_2030,243.960000,346.660000,280.120000
2026-07-04,185,23,11,0,4428,S1,piecewise_linear_interpolation_2025_2030,209.960000,324.920000,276.760000
2026-07-04,185,24,11,30,4428,S1,piecewise_linear_interpolation_2025_2030,209.960000,324.920000,276.760000
2026-07-04,185,25,12,0,4429,S1,piecewise_linear_interpolation_2025_2030,177.140000,311.880000,271.600000
2026-07-04,185,26,12,30,4429,S1,piecewise_linear_interpolation_2025_2030,177.140000,311.880000,271.600000
2026-07-04,185,27,13,0,4430,S1,piecewise_linear_interpolation_2025_2030,167.340000,305.540000,266.780000
2026-07-04,185,28,13,30,4430,S1,piecewise_linear_interpolation_2025_2030,167.340000,305.540000,266.780000
2026-07-04,185,29,14,0,4431,S1,piecewise_linear_interpolation_2025_2030,187.260000,313.560000,266.840000
2026-07-04,185,30,14,30,4431,S1,piecewise_linear_interpolation_2025_2030,187.260000,313.560000,266.840000
2026-07-04,185,31,15,0,4432,S1,piecewise_linear_interpolation_2025_2030,227.840000,338.860000,268.320000
2026-07-04,185,32,15,30,4432,S1,piecewise_linear_interpolation_2025_2030,227.840000,338.860000,268.320000
2026-07-04,185,33,16,0,4433,S1,piecewise_linear_interpolation_2025_2030,281.640000,343.380000,265.160000
2026-07-04,185,34,16,30,4433,S1,piecewise_linear_interpolation_2025_2030,281.640000,343.380000,265.160000
2026-07-04,185,35,17,0,4434,S1,piecewise_linear_interpolation_2025_2030,412.920000,350.840000,111.140000
2026-07-04,185,36,17,30,4434,S1,piecewise_linear_interpolation_2025_2030,412.920000,350.840000,111.140000
2026-07-04,185,37,18,0,4435,S1,piecewise_linear_interpolation_2025_2030,460.300000,392.400000,77.540000
2026-07-04,185,38,18,30,4435,S1,piecewise_linear_interpolation_2025_2030,460.300000,392.400000,77.540000
2026-07-04,185,39,19,0,4436,S1,piecewise_linear_interpolation_2025_2030,477.900000,408.180000,74.720000
2026-07-04,185,40,19,30,4436,S1,piecewise_linear_interpolation_2025_2030,477.900000,408.180000,74.720000
2026-07-04,185,41,20,0,4437,S1,piecewise_linear_interpolation_2025_2030,489.500000,413.020000,95.260000
2026-07-04,185,42,20,30,4437,S1,piecewise_linear_interpolation_2025_2030,489.500000,413.020000,95.260000
2026-07-04,185,43,21,0,4438,S1,piecewise_linear_interpolation_2025_2030,495.220000,406.860000,96.820000
2026-07-04,185,44,21,30,4438,S1,piecewise_linear_interpolation_2025_2030,495.220000,406.860000,96.820000
2026-07-04,185,45,22,0,4439,S1,piecewise_linear_interpolation_2025_2030,550.120000,408.700000,136.780000
2026-07-04,185,46,22,30,4439,S1,piecewise_linear_interpolation_2025_2030,550.120000,408.700000,136.780000
2026-07-04,185,47,23,0,4440,S1,piecewise_linear_interpolation_2025_2030,586.960000,408.640000,259.760000
2026-07-04,185,48,23,30,4440,S1,piecewise_linear_interpolation_2025_2030,586.960000,408.640000,259.760000
2026-07-05,186,1,0,0,4441,S1,piecewise_linear_interpolation_2025_2030,552.600000,511.600000,303.200000
2026-07-05,186,2,0,30,4441,S1,piecewise_linear_interpolation_2025_2030,552.600000,511.600000,303.200000
2026-07-05,186,3,1,0,4442,S1,piecewise_linear_interpolation_2025_2030,559.460000,517.300000,307.640000
2026-07-05,186,4,1,30,4442,S1,piecewise_linear_interpolation_2025_2030,559.460000,517.300000,307.640000
2026-07-05,186,5,2,0,4443,S1,piecewise_linear_interpolation_2025_2030,570.220000,521.600000,314.880000
2026-07-05,186,6,2,30,4443,S1,piecewise_linear_interpolation_2025_2030,570.220000,521.600000,314.880000
2026-07-05,186,7,3,0,4444,S1,piecewise_linear_interpolation_2025_2030,577.000000,524.600000,320.860000
2026-07-05,186,8,3,30,4444,S1,piecewise_linear_interpolation_2025_2030,577.000000,524.600000,320.860000
2026-07-05,186,9,4,0,4445,S1,piecewise_linear_interpolation_2025_2030,577.820000,536.660000,324.600000
2026-07-05,186,10,4,30,4445,S1,piecewise_linear_interpolation_2025_2030,577.820000,536.660000,324.600000
2026-07-05,186,11,5,0,4446,S1,piecewise_linear_interpolation_2025_2030,596.400000,537.120000,332.500000
2026-07-05,186,12,5,30,4446,S1,piecewise_linear_interpolation_2025_2030,596.400000,537.120000,332.500000
2026-07-05,186,13,6,0,4447,S1,piecewise_linear_interpolation_2025_2030,584.180000,531.220000,318.500000
2026-07-05,186,14,6,30,4447,S1,piecewise_linear_interpolation_2025_2030,584.180000,531.220000,318.500000
2026-07-05,186,15,7,0,4448,S1,piecewise_linear_interpolation_2025_2030,488.940000,494.200000,329.480000
2026-07-05,186,16,7,30,4448,S1,piecewise_linear_interpolation_2025_2030,488.940000,494.200000,329.480000
2026-07-05,186,17,8,0,4449,S1,piecewise_linear_interpolation_2025_2030,327.380000,449.720000,311.800000
2026-07-05,186,18,8,30,4449,S1,piecewise_linear_interpolation_2025_2030,327.380000,449.720000,311.800000
2026-07-05,186,19,9,0,4450,S1,piecewise_linear_interpolation_2025_2030,300.560000,377.160000,282.700000
2026-07-05,186,20,9,30,4450,S1,piecewise_linear_interpolation_2025_2030,300.560000,377.160000,282.700000
2026-07-05,186,21,10,0,4451,S1,piecewise_linear_interpolation_2025_2030,253.560000,330.980000,272.380000
2026-07-05,186,22,10,30,4451,S1,piecewise_linear_interpolation_2025_2030,253.560000,330.980000,272.380000
2026-07-05,186,23,11,0,4452,S1,piecewise_linear_interpolation_2025_2030,230.020000,308.520000,268.320000
2026-07-05,186,24,11,30,4452,S1,piecewise_linear_interpolation_2025_2030,230.020000,308.520000,268.320000
2026-07-05,186,25,12,0,4453,S1,piecewise_linear_interpolation_2025_2030,222.420000,313.720000,264.960000
2026-07-05,186,26,12,30,4453,S1,piecewise_linear_interpolation_2025_2030,222.420000,313.720000,264.960000
2026-07-05,186,27,13,0,4454,S1,piecewise_linear_interpolation_2025_2030,230.160000,313.980000,261.900000
2026-07-05,186,28,13,30,4454,S1,piecewise_linear_interpolation_2025_2030,230.160000,313.980000,261.900000
2026-07-05,186,29,14,0,4455,S1,piecewise_linear_interpolation_2025_2030,209.560000,321.700000,263.320000
2026-07-05,186,30,14,30,4455,S1,piecewise_linear_interpolation_2025_2030,209.560000,321.700000,263.320000
2026-07-05,186,31,15,0,4456,S1,piecewise_linear_interpolation_2025_2030,221.900000,337.020000,266.100000
2026-07-05,186,32,15,30,4456,S1,piecewise_linear_interpolation_2025_2030,221.900000,337.020000,266.100000
2026-07-05,186,33,16,0,4457,S1,piecewise_linear_interpolation_2025_2030,307.840000,344.380000,143.640000
2026-07-05,186,34,16,30,4457,S1,piecewise_linear_interpolation_2025_2030,307.840000,344.380000,143.640000
2026-07-05,186,35,17,0,4458,S1,piecewise_linear_interpolation_2025_2030,413.520000,349.860000,67.620000
2026-07-05,186,36,17,30,4458,S1,piecewise_linear_interpolation_2025_2030,413.520000,349.860000,67.620000
2026-07-05,186,37,18,0,4459,S1,piecewise_linear_interpolation_2025_2030,422.540000,387.140000,66.140000
2026-07-05,186,38,18,30,4459,S1,piecewise_linear_interpolation_2025_2030,422.540000,387.140000,66.140000
2026-07-05,186,39,19,0,4460,S1,piecewise_linear_interpolation_2025_2030,462.620000,413.580000,66.200000
2026-07-05,186,40,19,30,4460,S1,piecewise_linear_interpolation_2025_2030,462.620000,413.580000,66.200000
2026-07-05,186,41,20,0,4461,S1,piecewise_linear_interpolation_2025_2030,508.980000,421.640000,78.780000
2026-07-05,186,42,20,30,4461,S1,piecewise_linear_interpolation_2025_2030,508.980000,421.640000,78.780000
2026-07-05,186,43,21,0,4462,S1,piecewise_linear_interpolation_2025_2030,517.520000,422.100000,83.220000
2026-07-05,186,44,21,30,4462,S1,piecewise_linear_interpolation_2025_2030,517.520000,422.100000,83.220000
2026-07-05,186,45,22,0,4463,S1,piecewise_linear_interpolation_2025_2030,511.860000,413.500000,106.540000
2026-07-05,186,46,22,30,4463,S1,piecewise_linear_interpolation_2025_2030,511.860000,413.500000,106.540000
2026-07-05,186,47,23,0,4464,S1,piecewise_linear_interpolation_2025_2030,619.520000,415.180000,171.420000
2026-07-05,186,48,23,30,4464,S1,piecewise_linear_interpolation_2025_2030,619.520000,415.180000,171.420000
2026-07-06,187,1,0,0,4465,S1,piecewise_linear_interpolation_2025_2030,571.940000,506.720000,266.460000
2026-07-06,187,2,0,30,4465,S1,piecewise_linear_interpolation_2025_2030,571.940000,506.720000,266.460000
2026-07-06,187,3,1,0,4466,S1,piecewise_linear_interpolation_2025_2030,575.600000,512.980000,271.520000
2026-07-06,187,4,1,30,4466,S1,piecewise_linear_interpolation_2025_2030,575.600000,512.980000,271.520000
2026-07-06,187,5,2,0,4467,S1,piecewise_linear_interpolation_2025_2030,583.020000,517.280000,274.840000
2026-07-06,187,6,2,30,4467,S1,piecewise_linear_interpolation_2025_2030,583.020000,517.280000,274.840000
2026-07-06,187,7,3,0,4468,S1,piecewise_linear_interpolation_2025_2030,606.160000,518.360000,277.240000
2026-07-06,187,8,3,30,4468,S1,piecewise_linear_interpolation_2025_2030,606.160000,518.360000,277.240000
2026-07-06,187,9,4,0,4469,S1,piecewise_linear_interpolation_2025_2030,635.800000,529.720000,278.340000
2026-07-06,187,10,4,30,4469,S1,piecewise_linear_interpolation_2025_2030,635.800000,529.720000,278.340000
2026-07-06,187,11,5,0,4470,S1,piecewise_linear_interpolation_2025_2030,656.340000,527.760000,157.220000
2026-07-06,187,12,5,30,4470,S1,piecewise_linear_interpolation_2025_2030,656.340000,527.760000,157.220000
