status,error_type,error,count
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_1#T2 misses C089's time window,9
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C012's time window,5
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C021's time window,7
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C023's time window,3
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C024's time window,7
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C028's time window,4
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C033's time window,5
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C035's time window,4
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C040's time window,2
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C064's time window,3
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C069's time window,11
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T1 misses C081's time window,4
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T2 misses C012's time window,2
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T2 misses C029's time window,1
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T2 misses C064's time window,2
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T2 misses C069's time window,3
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T2 misses C081's time window,2
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_2#T2 misses C089's time window,3
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_guangzhou_1#T1 misses C042's time window,1
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_guangzhou_1#T1 misses C046's time window,1
REJECTED_INTERFACE,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_guangzhou_1#T1 misses C052's time window,1
