run_id,phase,algorithm,display_algorithm,category,instance,seed,step,eval,operator,channel,best_cost,route_count,time_seconds
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,25,3989,aco_vnd_swap,native_aco_vnd_swap,4655.677492954623,21,39.92600991600193
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,26,3990,aco_ant_vnd,native_aco_ant_vnd,4605.047034896926,21,39.933291749999626
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,27,7217,aco_vnd_swap,native_aco_vnd_swap,4591.220614320333,21,71.33593512501102
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,28,7723,aco_vnd_relocate,native_aco_vnd_relocate,4571.13153411869,21,76.36329883300641
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,29,8091,aco_ant_vnd,native_aco_ant_vnd,4568.535031815878,21,79.99952250000206
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,30,8424,aco_ant_vnd,native_aco_ant_vnd,4558.923665781201,22,83.28149179100001
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,31,8841,aco_ant_vnd,native_aco_ant_vnd,4541.947719444244,22,87.2980313750013
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,32,9270,aco_ant_vnd,native_aco_ant_vnd,4522.431362854101,22,91.49097691600036
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,33,9580,aco_vnd_relocate,native_aco_vnd_relocate,4459.079960681358,21,94.58356579100655
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed1,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,1,34,15486,aco_ant_vnd,native_aco_ant_vnd,4424.757073152895,22,152.31832533300621
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,0,0,shared_warm_start,shared_warm_start,5803.553350198798,22,0.0
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,1,0,reference_flip_closure,reference_flip_closure,5803.553350198798,22,0.04415583299123682
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,2,8,aco_vnd_swap,native_aco_vnd_swap,5793.6683881468425,25,0.18937108298996463
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,3,9,aco_ant_vnd,native_aco_ant_vnd,5791.604217038769,26,0.19830287499644328
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,4,13,aco_vnd_relocate,native_aco_vnd_relocate,5695.417773532138,25,0.2876776249904651
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,5,15,aco_ant_vnd,native_aco_ant_vnd,5665.159056232224,26,0.3023278329928871
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,6,31,aco_vnd_relocate,native_aco_vnd_relocate,5535.583993897286,23,0.5555233329941984
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,7,184,aco_vnd_relocate,native_aco_vnd_relocate,5470.723304373644,24,2.696939999994356
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,8,185,aco_vnd_swap,native_aco_vnd_swap,5456.869268669571,24,2.709852250001859
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,9,186,aco_ant_vnd,native_aco_ant_vnd,5394.173655639525,25,2.7156980829895474
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,10,253,aco_vnd_relocate,native_aco_vnd_relocate,5328.370018672234,23,3.6320056669937912
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,11,255,aco_ant_vnd,native_aco_ant_vnd,5327.319868109401,24,3.666084917000262
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,12,315,aco_ant_vnd,native_aco_ant_vnd,5317.72158352109,27,4.433840500001679
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,13,361,aco_vnd_relocate,native_aco_vnd_relocate,5237.455123065237,23,5.032311666989699
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,14,363,aco_ant_vnd,native_aco_ant_vnd,5232.53148911121,24,5.044779541989556
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,15,366,aco_ant_vnd,native_aco_ant_vnd,5143.999069001178,24,5.089611791991047
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,16,397,aco_vnd_relocate,native_aco_vnd_relocate,5088.1452883378715,23,5.47819116699975
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,17,432,aco_ant_vnd,native_aco_ant_vnd,5056.997302394555,24,5.87933987499855
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,18,458,aco_vnd_swap,native_aco_vnd_swap,4977.148408386744,22,6.188514832989313
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,19,493,aco_vnd_relocate,native_aco_vnd_relocate,4932.543908525431,23,6.5870474169933
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,20,495,aco_ant_vnd,native_aco_ant_vnd,4914.773160283167,24,6.6003603330027545
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,21,582,aco_ant_vnd,native_aco_ant_vnd,4914.2667995285,22,7.482810999994399
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,22,668,aco_vnd_swap,native_aco_vnd_swap,4710.328505209962,22,8.355337125001824
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,23,2589,aco_ant_vnd,native_aco_ant_vnd,4666.022194117879,22,26.38310733299295
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,24,4223,aco_vnd_swap,native_aco_vnd_swap,4657.18420939284,22,41.60359470799449
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,25,6331,aco_vnd_relocate,native_aco_vnd_relocate,4540.174391692852,21,61.792927167000016
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,26,9402,aco_ant_vnd,native_aco_ant_vnd,4509.028889990832,22,91.56958791699435
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,27,11322,aco_ant_vnd,native_aco_ant_vnd,4500.231069758541,21,110.39890320799896
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,28,11943,aco_ant_vnd,native_aco_ant_vnd,4468.593916334334,22,116.66779137500271
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,29,12678,aco_ant_vnd,native_aco_ant_vnd,4456.597124412043,22,124.0680540829926
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed2,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,2,30,14011,aco_vnd_relocate,native_aco_vnd_relocate,4418.480064866537,21,137.19492962499498
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,0,0,shared_warm_start,shared_warm_start,5803.553350198798,22,0.0
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,1,0,reference_flip_closure,reference_flip_closure,5803.553350198798,22,0.044419416997698136
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,2,1,aco_vnd_relocate,native_aco_vnd_relocate,5752.4652549151515,24,0.1090008330065757
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,3,2,aco_vnd_swap,native_aco_vnd_swap,5748.624106659788,24,0.12283770799695048
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,4,3,aco_ant_vnd,native_aco_ant_vnd,5717.795969659478,26,0.1285803329956252
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,5,7,aco_vnd_relocate,native_aco_vnd_relocate,5684.360578198669,25,0.19910533299844246
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,6,9,aco_ant_vnd,native_aco_ant_vnd,5645.983555273427,25,0.21457941700646188
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,7,13,aco_vnd_relocate,native_aco_vnd_relocate,5639.265231027879,26,0.30019412499677856
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,8,37,aco_vnd_relocate,native_aco_vnd_relocate,5583.407400761561,26,0.6248924579995219
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,9,55,aco_vnd_relocate,native_aco_vnd_relocate,5266.5367992828715,22,0.9019640000042273
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,10,270,aco_ant_vnd,native_aco_ant_vnd,5256.5795245847185,24,3.803970124994521
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,11,310,aco_vnd_relocate,native_aco_vnd_relocate,5163.113809374398,23,4.324756874993909
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,12,443,aco_vnd_swap,native_aco_vnd_swap,5063.3942898998575,24,5.972420167003293
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,13,458,aco_vnd_swap,native_aco_vnd_swap,5023.0804316686,23,6.1408286670048255
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,14,483,aco_ant_vnd,native_aco_ant_vnd,5016.795798301588,23,6.3955833750078455
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,15,496,aco_vnd_relocate,native_aco_vnd_relocate,4854.079345913724,22,6.558633708002162
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,16,1353,aco_ant_vnd,native_aco_ant_vnd,4806.953076441449,22,14.993759499993757
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,17,1635,aco_ant_vnd,native_aco_ant_vnd,4803.733152959309,22,17.609549957996933
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,18,3564,aco_ant_vnd,native_aco_ant_vnd,4755.869847051169,23,35.160856083006365
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,19,5955,aco_ant_vnd,native_aco_ant_vnd,4747.729871521296,23,57.93976891700004
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,20,5982,aco_ant_vnd,native_aco_ant_vnd,4677.120036006055,23,58.18779541700496
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,21,6411,aco_ant_vnd,native_aco_ant_vnd,4645.106493639944,23,62.13751404199866
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,22,6583,aco_vnd_relocate,native_aco_vnd_relocate,4610.867206307385,22,63.70563162499457
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,23,8172,aco_ant_vnd,native_aco_ant_vnd,4540.335870095666,23,78.3225922499987
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,24,13456,aco_vnd_relocate,native_aco_vnd_relocate,4486.470876778277,22,127.7185279999976
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__ACO__seed3,B_G3_BASELINE_HEALTH,ACO,ACO,threeshift,e2-threeshift-150c-01,3,25,15438,aco_ant_vnd,native_aco_ant_vnd,4484.532311254756,23,146.4645929170074
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,B_G3_BASELINE_HEALTH,GA-VNS,GA-VNS,threeshift,e2-threeshift-150c-01,1,0,0,shared_warm_start,shared_warm_start,5803.553350198798,22,0.0
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,B_G3_BASELINE_HEALTH,GA-VNS,GA-VNS,threeshift,e2-threeshift-150c-01,1,1,0,reference_flip_closure,reference_flip_closure,5803.553350198798,22,0.041500291001284495
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,B_G3_BASELINE_HEALTH,GA-VNS,GA-VNS,threeshift,e2-threeshift-150c-01,1,2,1,ga_nn_initialization,native_ga_nn_initialization,5636.950479819702,29,0.07970420800847933
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,B_G3_BASELINE_HEALTH,GA-VNS,GA-VNS,threeshift,e2-threeshift-150c-01,1,3,2,ga_vehicle_type_initialization,flip_operator,5625.031965054167,29,0.11091733300418127
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,B_G3_BASELINE_HEALTH,GA-VNS,GA-VNS,threeshift,e2-threeshift-150c-01,1,4,5,ga_vehicle_type_initialization,flip_operator,5604.683619867461,29,0.20512791600776836
B_G3_BASELINE_HEALTH__formal_goeke80__threeshift__e2-threeshift-150c-01__GA-VNS__seed1,B_G3_BASELINE_HEALTH,GA-VNS,GA-VNS,threeshift,e2-threeshift-150c-01,1,5,11,ga_vehicle_type_initialization,flip_operator,5599.539429264601,29,0.34517316600249615
