run_id,instance,size,seed,algorithm,scenario_type,battery_kwh,execution_commit,eval_budget,actual_evals,recorded_cost,recomputed_cost,cost_abs_diff,recorded_signature,recomputed_signature,recorded_route_structure_signature,recomputed_route_structure_signature,recomputed_violation_count,solution_file,structural_ev_status,mechanism_signal,cost_fix,cost_km,cost_fuel,cost_elec,cost_occ,cost_transship,cost_carbon,E_total,E_cv_direct,E_ev_indirect,distance_total,distance_cv,distance_ev,fuel_liters,electricity_kwh,depot_charging_kwh,station_charging_kwh,route_count_audit,cv_route_count_audit,ev_route_count_audit,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,total_physical_vehicle_count,max_trips_per_physical_vehicle,reused_physical_vehicle_count,cv_customer_count,ev_customer_count,ev_customer_share,cv_demand,ev_demand,ev_demand_share,cv_distance_m,ev_distance_m,ev_distance_share,charging_action_count_audit,charging_energy_kwh_audit,depot_charging_energy_kwh_audit,public_charging_energy_kwh_audit,verification_status,verification_failures
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__LNS__seed2,L-main-threeshift-15c-01,15,2,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1021.8545301087881,1021.8545301087881,0.0,69141fcb66d32807f8b2a405fe6b95b33c546bd387afe57dc8a5ca1cbaff1781,69141fcb66d32807f8b2a405fe6b95b33c546bd387afe57dc8a5ca1cbaff1781,95143193d6ae64460cc2c054035abf1dd446b92ba0c515c161e3e0e3d9c59276,95143193d6ae64460cc2c054035abf1dd446b92ba0c515c161e3e0e3d9c59276,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__LNS__seed2.json,STRUCTURAL_NO_EV_AVAILABLE,False,320.0,374.2458642275464,300.47452689863127,0.0,0.0,0.0,27.134138982610484,539.0174609179675,539.0174609179675,0.0,1069273.8977929899,1069273.8977929899,0,209.6675227818235,0,0,0,4,4,0,0.0,2,0,2,2,2,34,0,0.0,13776.0,0.0,0.0,1069273.8977929899,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__LNS__seed3,L-main-threeshift-15c-01,15,3,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1045.5068138400104,1045.5068138400104,0.0,9bb175297f5bb813bf16141439e83a5dbdc7b9df0fca74c8cc37e66b4e471eda,9bb175297f5bb813bf16141439e83a5dbdc7b9df0fca74c8cc37e66b4e471eda,e3ddec0538c1c1d65235963020ce6ae7b28043f7bf599a012fecb7cfd4670512,e3ddec0538c1c1d65235963020ce6ae7b28043f7bf599a012fecb7cfd4670512,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__LNS__seed3.json,STRUCTURAL_NO_EV_AVAILABLE,False,320.0,387.1305490662896,310.3503010157441,0.0,0.0,0.0,28.025963757976584,556.7334874449062,556.7334874449062,0.0,1106087.2830465417,1106087.2830465417,0,216.55871956998402,0,0,0,4,4,0,0.0,2,0,2,2,2,34,0,0.0,13776.0,0.0,0.0,1106087.2830465417,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_aware__seed1,L-main-threeshift-15c-01,15,1,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1047.7297588653091,1047.7297588653091,0.0,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_aware__seed1.json,STRUCTURAL_NO_EV_AVAILABLE,False,400.0,347.0451226550823,275.7804759771103,0.0,0.0,0.0,24.904160233116485,494.71911468248874,494.71911468248874,0.0,991557.4933002352,991557.4933002352,0,192.43631008102037,0,0,0,5,5,0,0.0,2,0,2,3,2,34,0,0.0,13776.0,0.0,0.0,991557.4933002351,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_aware__seed2,L-main-threeshift-15c-01,15,2,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1047.7297588653091,1047.7297588653091,0.0,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_aware__seed2.json,STRUCTURAL_NO_EV_AVAILABLE,False,400.0,347.0451226550823,275.7804759771103,0.0,0.0,0.0,24.904160233116485,494.71911468248874,494.71911468248874,0.0,991557.4933002352,991557.4933002352,0,192.43631008102037,0,0,0,5,5,0,0.0,2,0,2,3,2,34,0,0.0,13776.0,0.0,0.0,991557.4933002351,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_aware__seed3,L-main-threeshift-15c-01,15,3,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1047.7297588653091,1047.7297588653091,0.0,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_aware__seed3.json,STRUCTURAL_NO_EV_AVAILABLE,False,400.0,347.0451226550823,275.7804759771103,0.0,0.0,0.0,24.904160233116485,494.71911468248874,494.71911468248874,0.0,991557.4933002352,991557.4933002352,0,192.43631008102037,0,0,0,5,5,0,0.0,2,0,2,3,2,34,0,0.0,13776.0,0.0,0.0,991557.4933002351,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_naive__seed1,L-main-threeshift-15c-01,15,1,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1047.7297588653091,1047.7297588653091,0.0,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_naive__seed1.json,STRUCTURAL_NO_EV_AVAILABLE,False,400.0,347.0451226550823,275.7804759771103,0.0,0.0,0.0,24.904160233116485,494.71911468248874,494.71911468248874,0.0,991557.4933002352,991557.4933002352,0,192.43631008102037,0,0,0,5,5,0,0.0,2,0,2,3,2,34,0,0.0,13776.0,0.0,0.0,991557.4933002351,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_naive__seed2,L-main-threeshift-15c-01,15,2,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1047.7297588653091,1047.7297588653091,0.0,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_naive__seed2.json,STRUCTURAL_NO_EV_AVAILABLE,False,400.0,347.0451226550823,275.7804759771103,0.0,0.0,0.0,24.904160233116485,494.71911468248874,494.71911468248874,0.0,991557.4933002352,991557.4933002352,0,192.43631008102037,0,0,0,5,5,0,0.0,2,0,2,3,2,34,0,0.0,13776.0,0.0,0.0,991557.4933002351,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_naive__seed3,L-main-threeshift-15c-01,15,3,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,1047.7297588653091,1047.7297588653091,0.0,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,eda535cefa56cb0c6a0f294042efbd865afb21f30950ec50af1ad7daf9984369,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0f5bd268f8d029b94997fea519520ce93db439c5069d5f2d29df7486af686237,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-15c-01__staged_hybrid_carbon_naive__seed3.json,STRUCTURAL_NO_EV_AVAILABLE,False,400.0,347.0451226550823,275.7804759771103,0.0,0.0,0.0,24.904160233116485,494.71911468248874,494.71911468248874,0.0,991557.4933002352,991557.4933002352,0,192.43631008102037,0,0,0,5,5,0,0.0,2,0,2,3,2,34,0,0.0,13776.0,0.0,0.0,991557.4933002351,0.0,0.0,0,0,0,0,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed1,L-main-threeshift-200c-01,200,1,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,13046.944663217633,13046.944663217633,0.0,e16ce7b4aae29d3ae66f100beb586520768c86ddb244f0382976b4958bd7a409,e16ce7b4aae29d3ae66f100beb586520768c86ddb244f0382976b4958bd7a409,60ccab959c025fc1996465e42cb96050df179e7edb08b92692a4e8352876c3e3,60ccab959c025fc1996465e42cb96050df179e7edb08b92692a4e8352876c3e3,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed1.json,EV_AVAILABLE,True,5200.0,4357.87430212678,2813.471973650321,363.3943988980884,51.272120058572796,0.0,260.93186848387,5183.390315531784,5047.051859116404,136.33845641538008,12451069.434647946,10034439.228395406,2416630.2062525395,1963.2070153166708,1609.8735547530277,1507.3293146358822,102.54424011714559,65,42,23,0.35384615384615387,14,14,28,3,23,331,118,0.26280623608017817,142521.0,59111.0,0.2931627916203777,10034439.228395406,2416630.2062525386,0.19409017184722407,31,1609.8735547530277,1507.3293146358822,102.54424011714559,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed2,L-main-threeshift-200c-01,200,2,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,12364.902418149883,12364.902418149883,0.0,cf6b03d7eed9cbe72eeadde1c0645bb6a23f8a00cb3691f1cf913826416f7a48,cf6b03d7eed9cbe72eeadde1c0645bb6a23f8a00cb3691f1cf913826416f7a48,3f036ad1b05e04d371b3e20fe25156242c909b5b39c1f59d46bfb7c8001b457d,3f036ad1b05e04d371b3e20fe25156242c909b5b39c1f59d46bfb7c8001b457d,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed2.json,EV_AVAILABLE,True,4880.0,4155.661400479207,2772.0859165115585,273.76570121857,26.75396285332343,0.0,256.63543708722506,5098.042055765297,4972.809933630761,125.23212213453533,11873318.28708345,9899404.476791948,1973913.810291501,1934.3283207812144,1294.140425108264,1240.632499401617,53.50792570664685,61,42,19,0.3114754098360656,14,14,28,3,19,329,120,0.267260579064588,145767.0,55865.0,0.2770641564830979,9899404.476791946,1973913.8102915008,0.16624786454506574,23,1294.140425108264,1240.632499401617,53.50792570664703,OK,
E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed3,L-main-threeshift-200c-01,200,3,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,4000,4000,11572.133681700814,11572.133681700814,0.0,2378c233527c9654722b72f9dbb2c5bb1ea49f6c1dd8c9872257836ddde58232,2378c233527c9654722b72f9dbb2c5bb1ea49f6c1dd8c9872257836ddde58232,cb9f0667680c948d069191227735c429b19d2d086d85687bc3dddb6e665527ca,cb9f0667680c948d069191227735c429b19d2d086d85687bc3dddb6e665527ca,0,solutions/E2_80K_FORMAL__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed3.json,EV_AVAILABLE,True,4800.0,3751.4774342781475,2378.156682310276,357.7082643901338,62.178775441190574,0.0,222.61252528106556,4422.179683771664,4266.14525295995,156.0344308117139,10718506.955080422,8451307.328471994,2267199.6266084276,1659.4492235784496,1504.471272774347,1380.1137218919657,124.35755088238116,60,40,20,0.3333333333333333,14,14,28,3,20,317,132,0.29398663697104677,138840.0,62792.0,0.3114188224091414,8451307.328471992,2267199.626608427,0.21152196253731093,29,1504.471272774347,1380.1137218919657,124.35755088238125,OK,
