scope,algorithm,seed,run_id,verdict,flags,native_best_updates,route_count_unique
run,ACO,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__ACO__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,14,2
run,ACO,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__ACO__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,8,2
run,ACO,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__ACO__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,10,2
run,GA,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GA__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,7,2
run,GA,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GA__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,7,2
run,GA,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GA__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,8,2
run,GA-VNS,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GA-VNS__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,4,2
run,GA-VNS,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GA-VNS__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,9,2
run,GA-VNS,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GA-VNS__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,5,2
run,GWO,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GWO__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,12,2
run,GWO,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GWO__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,10,2
run,GWO,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__GWO__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,10,2
run,IWD,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__IWD__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,7,2
run,IWD,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__IWD__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,7,2
run,IWD,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__IWD__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,6,2
run,LNS,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__LNS__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,10,2
run,LNS,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__LNS__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,8,2
run,LNS,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__LNS__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,4,2
run,PSO,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__PSO__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,5,2
run,PSO,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__PSO__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,4,2
run,PSO,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__PSO__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,5,2
run,VNS,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__VNS__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,2,2
run,VNS,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__VNS__seed2,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,7,2
run,VNS,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__VNS__seed3,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,1,2
run,t3_main_alns,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__t3_main_alns__seed1,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,4,1
run,t3_main_alns,2,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__t3_main_alns__seed2,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,7,1
run,t3_main_alns,3,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-10c-01__t3_main_alns__seed3,ALNS_ROUTE_COUNT_INFO,LOW_ROUTE_COUNT_DIVERSITY_INFO,5,1
run,GA,1,D_G5_TIER1__formal_goeke80__multidepot__e2-multidepot-150c-01__GA__seed1,BASELINE_LIVENESS_FAIL,LOW_ROUTE_COUNT_DIVERSITY,5,3
algorithm_seed_group,t3_main_alns,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,GA,1|2|3|1|2|3|1,,SEED_VARIATION_OK,,,
algorithm_seed_group,LNS,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,PSO,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,VNS,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,ACO,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,GA-VNS,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,GWO,1|2|1|2|3,,SEED_VARIATION_OK,,,
algorithm_seed_group,IWD,1|2|3|1|2|3,,SEED_VARIATION_OK,,,
cross_algorithm,GA|GA-VNS|LNS|VNS|t3_main_alns,,,CROSS_ALGO_IDENTITY_SUSPECT,shared_signature=af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,,
cross_algorithm,GA|GA-VNS|PSO,,,CROSS_ALGO_IDENTITY_SUSPECT,shared_signature=b80ab177a9dac86214e7bfd23c63ecc053b649735bed7fe417a0edfbdf32b820,,
cross_algorithm,GA|GWO|PSO|t3_main_alns,,,CROSS_ALGO_IDENTITY_SUSPECT,shared_signature=e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,,
