pair_id,instance,condition,seed,customer_count,total_demand_kg,cross_site_customer_count,cross_site_customer_share,cross_site_demand_kg,cross_site_demand_share,cross_site_demand_weighted_depot_distance_change_pct,original_owner_demand_weighted_distance,serving_depot_demand_weighted_distance,fixed_solution_legal_under_open_rule,fixed_solution_sha256,shared_solution_sha256
L-main-threeshift-200c-01__mixed__seed3,L-main-threeshift-200c-01,mixed,3,449,201632.0,88,0.19599109131403117,38148.0,0.18919615933978734,-36.35342184950506,2462213730.240508,1567114786.0497417,True,5ff08604f29ed277a389ba2bcc19819b7ac0b6d4dd5a2fd1af7146081da8cc3d,78e1959d38f47508eee99aa2d971d01ff5701a453b7570c8b0e91d85e0acc3bc
L-main-threeshift-20c-01__geographic__seed1,L-main-threeshift-20c-01,geographic,1,45,19539.0,7,0.15555555555555556,2504.0,0.12815394851322995,18.69883267958161,141075726.82562318,167455240.9362501,True,1d4b7465219721944704e42823e06b1ae92f36c10b309d528026315a4417da99,1ee0836b4750841335d8028f8ac10840e0cfcdfd1507c6b289900f63bf62e3bd
L-main-threeshift-20c-01__geographic__seed2,L-main-threeshift-20c-01,geographic,2,45,19539.0,4,0.08888888888888889,886.0,0.045345207021853726,21.86460833412551,54414541.43377804,66312067.79508405,True,04f051333f0bf2c55c7a648b43afa3ca119d2fef86794d71ce4334de5d7ae718,1ea520336b75b7b0d699cc37b488b3ff4ad947170533a49b5b5c75f5c8a8e36a
L-main-threeshift-20c-01__geographic__seed3,L-main-threeshift-20c-01,geographic,3,45,19539.0,5,0.1111111111111111,2387.0,0.12216592456113415,29.72242896618737,84387395.11065997,109469378.67884175,True,16f9aea11ff6abafb45be63f522d640661dba77e8c838f37ab31ee4c0bc53f57,c7968491dc942224e5e8a567fee8ef165b0edc38d0e748c284291abc901e81fa
L-main-threeshift-20c-01__mixed__seed1,L-main-threeshift-20c-01,mixed,1,45,19539.0,22,0.4888888888888889,9316.0,0.4767900097241415,-36.25461035615084,741345849.8658086,472573800.6054647,True,6e9c3f0835b832e02a7c1408d78b1fbf77c100ef337cf8859d0bd2ee629a6309,b4706ab129220c9ddcc40358265a864124cc440b2e97680ca62b32f5eb8e44ee
L-main-threeshift-20c-01__mixed__seed2,L-main-threeshift-20c-01,mixed,2,45,19539.0,18,0.4,7164.0,0.3666513127590972,-19.101548518706778,490398613.07538474,396724884.063725,True,f560d1d7eefa660ffab5cc232548afb6f0dc83b251c057ab94988eb1b911fd85,9ca52a5bf479b6d74bfb0d605c187dfc12464dc0f3f4ab223d6c2ea6cc6b5f25
L-main-threeshift-20c-01__mixed__seed3,L-main-threeshift-20c-01,mixed,3,45,19539.0,22,0.4888888888888889,9759.0,0.4994626132350683,6.521046421593356,579942652.5920991,617760982.1862497,True,0aafcbbc6153232a6b356b8e568f09c1807ab8456f23426d462e9bd7e1418e7d,9c148b5d519b06453e1534e2758eb6a7be1481bb5edbf59beace7b6e13da07aa
L-main-threeshift-25c-01__geographic__seed1,L-main-threeshift-25c-01,geographic,1,55,24336.0,4,0.07272727272727272,1364.0,0.056048652202498356,17.083652396779886,49992196.78512333,58532689.90940797,True,52a10e439a980eb8b89b986d42815fdfff9d1e627e73310b612e266b48fa7334,5c844082e188296b9b9ff390001027b17acecdd53a7df66c0866c08b2bdb57bc
L-main-threeshift-25c-01__geographic__seed2,L-main-threeshift-25c-01,geographic,2,55,24336.0,6,0.10909090909090909,3500.0,0.1438198553583169,54.39941634952666,93504071.04434057,144369739.9555086,True,ebf766af94da94929953895d0a586582a9f55cb59f606050c06eae6cde81a93d,f4e7ae58bdfb0c3fb3ba180186d66a9fb9f5b919b836efa694ae55e504b15245
L-main-threeshift-25c-01__geographic__seed3,L-main-threeshift-25c-01,geographic,3,55,24336.0,6,0.10909090909090909,2685.0,0.11033037475345167,24.206952392917266,85118626.66553602,105723252.0999673,True,9e54855c01f3ca9a242d4e47611fa3a973940138d218e9b2926a9f7f9128b5a6,47bcbe67ff349744e0c59fcde93cf287e49e95b07048c484ce264c0b91dd9f9d
L-main-threeshift-25c-01__mixed__seed1,L-main-threeshift-25c-01,mixed,1,55,24336.0,23,0.41818181818181815,10389.0,0.42689842209072976,-47.33472196374745,722883925.472958,380708829.22971004,True,2c4bcc14db01aa744e82b69c432c0d3204d3ea73b807c9506817dbc9c264a39e,74be3c372d6784111fa615463944a64e795deb640685e1db3cd1c8d2912fef47
L-main-threeshift-25c-01__mixed__seed2,L-main-threeshift-25c-01,mixed,2,55,24336.0,25,0.45454545454545453,11178.0,0.4593195266272189,-40.591581154627164,728164992.4848104,432591308.62075377,True,bf0a2eafce9a96ec9e716342c81ebbd0016eaac6d7d41bdb7f53e43f104c8cc5,2c344c6ce1e14d969ed1ecdaa607c28b9d7e4ed76f7ca6afdebf5760dd135e63
L-main-threeshift-25c-01__mixed__seed3,L-main-threeshift-25c-01,mixed,3,55,24336.0,26,0.4727272727272727,12664.0,0.5203813280736358,-45.91993374919679,791347131.332903,427961052.89866465,True,9156f44ce4b4cb782c684e20bf740d97d6fe05fa7e48bc77db2fcef02bcc8804,3cff4521fc8da9dd02aa2c906a5e128a57475d93e28826ecfc1ec899031803c9
L-main-threeshift-50c-01__geographic__seed1,L-main-threeshift-50c-01,geographic,1,114,50900.0,20,0.17543859649122806,9217.0,0.18108055009823182,21.87664688009497,525563667.69973844,640539375.412486,True,45c0564b805978b052ace3bdcfc76bab2f25ab10c9787cd9742f5f1b1679117a,bf026391cb484e47397c990e5e0b5b4f66f815150862493561c5e9125c52e302
L-main-threeshift-50c-01__geographic__seed2,L-main-threeshift-50c-01,geographic,2,114,50900.0,11,0.09649122807017543,4593.0,0.09023575638506877,21.916807405247933,276285164.8796948,336838052.35564923,True,8b0323c25f25a34f2e7f09ce7443d8e9d3cdca18417478e2feaa6f775105d100,34d8cf20d2bb7e15cddad089b2124d65627862cc952c068d0a99627af8165f80
L-main-threeshift-50c-01__geographic__seed3,L-main-threeshift-50c-01,geographic,3,114,50900.0,12,0.10526315789473684,5683.0,0.11165029469548134,19.31786373712788,342819698.60635,409045140.8471572,True,41c519416887305f3ba15ceee607a467e27fd525a08435f54c2bd6fdeecf37ed,fa93ac465b9eb15edb7303284843f60735a1b06fefc6dcf172b81582add5d19e
L-main-threeshift-50c-01__mixed__seed1,L-main-threeshift-50c-01,mixed,1,114,50900.0,40,0.3508771929824561,16964.0,0.3332809430255403,-29.963257140995204,1231633355.9284048,862595886.4573082,True,30cd4fc366e277aba76a7899d1fba2fb94d4dc380a12952591118f798bce272e,77ee473218e5b6635f152b1832ff75732879456d99ec47cd24dd34a568115d7f
L-main-threeshift-50c-01__mixed__seed2,L-main-threeshift-50c-01,mixed,2,114,50900.0,48,0.42105263157894735,21593.0,0.42422396856581535,-33.98763029955464,1590623052.329208,1050007969.8440652,True,b3aeb9f0feac33493fd8e41a7ff1fb0d07262dc642cfb6c318a5253a20e1b735,a79ae7f1ccf581d8f64c84a0eabca07691b7b80a598d4cc4317f37ead748a7f1
L-main-threeshift-50c-01__mixed__seed3,L-main-threeshift-50c-01,mixed,3,114,50900.0,52,0.45614035087719296,23539.0,0.4624557956777996,-40.90888331057547,1865527359.4223976,1102360948.8294291,True,08bdfbc193d87a464b75f4515162b1994e11a6b636a3e253230b44e558876ce4,72644effc1d7afcdfbd5d531b5919f7edc187cddf27c85dc73738d8299943357
L-main-threeshift-75c-01__geographic__seed1,L-main-threeshift-75c-01,geographic,1,163,78380.0,4,0.024539877300613498,2200.0,0.028068384792038787,24.39900448346208,67922432.91800056,84494830.37094004,True,0b6ad05ff77b56d520d34fe3e82f5c20e447875fdd5a80db041139c97c8d4290,968b95b0940cc58f8bb8c874da4c579d92bd19452b4c43f93449fb00a8d85f6f
L-main-threeshift-75c-01__geographic__seed2,L-main-threeshift-75c-01,geographic,2,163,78380.0,2,0.012269938650306749,1118.0,0.014263842817045165,12.818956037367302,37921397.566554554,42782524.849366456,True,6ba2b3863720fe8e0ba10646d6c4807d29a89f12c0837ce584b80581e41320a5,a11072975219d0418f0b315cc347ea39f1806e71e9825018d14e6433271567d3
L-main-threeshift-75c-01__geographic__seed3,L-main-threeshift-75c-01,geographic,3,163,78380.0,2,0.012269938650306749,1223.0,0.015603470273028833,17.361898631678187,40835859.018320516,47925739.46645634,True,db436d78503cc6c7e28cff0e111f9f486c470909680a39a5f503771e67fb2416,4affbeafb4fa256753c422b09788e93ebc5be28af2b574bf8f7c92ce02bf3e05
L-main-threeshift-75c-01__mixed__seed1,L-main-threeshift-75c-01,mixed,1,163,78380.0,29,0.17791411042944785,12900.0,0.1645828017351365,-45.14348059540257,1035499417.8662194,568038939.096276,True,bb90a0ebf21e6356b6ae4f19f60e57369a4fc00e1fb3674232ba372054a1d944,71b982917b14e25d8bf4fdc5f621bec31e2a4e9c517986cb2fad16bb265cd735
L-main-threeshift-75c-01__mixed__seed2,L-main-threeshift-75c-01,mixed,2,163,78380.0,53,0.32515337423312884,25022.0,0.3192396019392702,-25.982377752613296,1757931180.697846,1301178860.6979566,True,bb90a0ebf21e6356b6ae4f19f60e57369a4fc00e1fb3674232ba372054a1d944,b692b0e8c4ac4fc6a42423c90694610255539b41175172de38461f3ded1f908c
L-main-threeshift-75c-01__mixed__seed3,L-main-threeshift-75c-01,mixed,3,163,78380.0,73,0.44785276073619634,32137.0,0.4100153100280684,-34.93898333974749,2517158998.7982516,1637689235.573176,True,bb90a0ebf21e6356b6ae4f19f60e57369a4fc00e1fb3674232ba372054a1d944,5b8730407e37d22c4b3ba15f15c556fab03140cee84d76740b5566931cbf6596
